date,UAL UW Equity
2007-07-04,
2007-07-05,5.0119
2007-07-06,1.6738
2007-07-07,
2007-07-08,
2007-07-09,0.0445
2007-07-10,-2.9575
2007-07-11,-1.604
2007-07-12,0.3726
2007-07-13,-0.0464
2007-07-14,
2007-07-15,
2007-07-16,3.2962
2007-07-17,2.8539
2007-07-18,3.2991
2007-07-19,-0.7403
2007-07-20,0.5327
2007-07-21,
2007-07-22,
2007-07-23,0.1272
2007-07-24,4.2125
2007-07-25,-2.0516
2007-07-26,-3.4426
2007-07-27,-2.1692
2007-07-28,
2007-07-29,
2007-07-30,-0.5488
2007-07-31,-2.5606999999999998
2007-08-01,0.6797
2007-08-02,2.7003
2007-08-03,-1.8186
2007-08-04,
2007-08-05,
2007-08-06,-2.9680999999999997
2007-08-07,-0.069
2007-08-08,6.145
2007-08-09,-4.987
2007-08-10,-2.7157
2007-08-11,
2007-08-12,
2007-08-13,-0.3988
2007-08-14,-1.8606
2007-08-15,-8.5193
2007-08-16,1.1542
2007-08-17,5.3942
2007-08-18,
2007-08-19,
2007-08-20,-0.4921
2007-08-21,5.9347
2007-08-22,2.3109
2007-08-23,-0.2738
2007-08-24,4.1181
2007-08-25,
2007-08-26,
2007-08-27,-2.7906
2007-08-28,-0.9946
2007-08-29,3.4475
2007-08-30,1.7215
2007-08-31,2.9941
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,0.8005
2007-09-05,-1.8809
2007-09-06,-2.2577
2007-09-07,-2.6367000000000003
2007-09-08,
2007-09-09,
2007-09-10,-0.0671
2007-09-11,2.374
2007-09-12,-3.3034
2007-09-13,1.8552
2007-09-14,1.8658000000000001
2007-09-15,
2007-09-16,
2007-09-17,-2.1151
2007-09-18,2.74
2007-09-19,3.621
2007-09-20,-2.0088
2007-09-21,-1.388
2007-09-22,
2007-09-23,
2007-09-24,-6.388
2007-09-25,2.0356
2007-09-26,3.7633
2007-09-27,0.0
2007-09-28,1.6604999999999999
2007-09-29,
2007-09-30,
2007-10-01,2.8369
2007-10-02,1.9645000000000001
2007-10-03,-0.6764
2007-10-04,-2.7858
2007-10-05,2.8232
2007-10-06,
2007-10-07,
2007-10-08,0.3303
2007-10-09,0.9671
2007-10-10,-0.754
2007-10-11,-2.2382
2007-10-12,0.4411
2007-10-13,
2007-10-14,
2007-10-15,-2.5930999999999997
2007-10-16,2.5977
2007-10-17,3.9130000000000003
2007-10-18,-1.2686
2007-10-19,-2.3659
2007-10-20,
2007-10-21,
2007-10-22,0.5431
2007-10-23,6.9811
2007-10-24,-2.3694
2007-10-25,-3.3022
2007-10-26,-2.7361
2007-10-27,
2007-10-28,
2007-10-29,-1.3959
2007-10-30,3.3462
2007-10-31,-0.5812
2007-11-01,-1.7119
2007-11-02,-3.2923
2007-11-03,
2007-11-04,
2007-11-05,-0.4393
2007-11-06,-4.0812
2007-11-07,-3.3809
2007-11-08,-1.3568
2007-11-09,-2.7268
2007-11-10,
2007-11-11,
2007-11-12,1.7612999999999999
2007-11-13,6.0458
2007-11-14,1.5402
2007-11-15,-2.0602
2007-11-16,-0.8091
2007-11-17,
2007-11-18,
2007-11-19,-5.0105
2007-11-20,-6.3052
2007-11-21,2.121
2007-11-22,
2007-11-23,3.1538
2007-11-24,
2007-11-25,
2007-11-26,-1.1186
2007-11-27,2.0865
2007-11-28,2.1916
2007-11-29,-3.3253
2007-11-30,2.0439
2007-12-01,
2007-12-02,
2007-12-03,-2.7601
2007-12-04,0.427
2007-12-05,0.3752
2007-12-06,1.246
2007-12-07,4.3318
2007-12-08,
2007-12-09,
2007-12-10,-1.0852
2007-12-11,-7.1071
2007-12-12,-6.3415
2007-12-13,0.2193
2007-12-14,0.5744
2007-12-15,
2007-12-16,
2007-12-17,-5.3304
2007-12-18,-0.5458
2007-12-19,5.4304
2007-12-20,-2.6301
2007-12-21,0.5909
2007-12-22,
2007-12-23,
2007-12-24,3.4126
2007-12-25,
2007-12-26,-2.2721
2007-12-27,-3.6812
2007-12-28,-0.8908
2007-12-29,
2007-12-30,
2007-12-31,3.3923
2008-01-01,
2008-01-02,-10.2916
2008-01-03,-0.7502
2008-01-04,4.4094
2008-01-05,
2008-01-06,
2008-01-07,-5.4902
2008-01-08,-16.415399999999998
2008-01-09,6.7241
2008-01-10,23.665
2008-01-11,-0.3728
2008-01-12,
2008-01-13,
2008-01-14,2.6816
2008-01-15,4.9803
2008-01-16,0.2025
2008-01-17,-3.4065
2008-01-18,-1.5541
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-3.2483
2008-01-23,14.2454
2008-01-24,-5.3282
2008-01-25,1.1604
2008-01-26,
2008-01-27,
2008-01-28,2.1795
2008-01-29,0.1123
2008-01-30,0.9251
2008-01-31,5.4167
2008-02-01,8.4058
2008-02-02,
2008-02-03,
2008-02-04,-6.2227
2008-02-05,-4.9767
2008-02-06,2.755
2008-02-07,4.9907
2008-02-08,1.0367
2008-02-09,
2008-02-10,
2008-02-11,0.3754
2008-02-12,-3.1912
2008-02-13,-0.6181
2008-02-14,-4.0425
2008-02-15,0.8642
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,-3.6412
2008-02-20,3.1953
2008-02-21,-3.3118
2008-02-22,-1.1696
2008-02-23,
2008-02-24,
2008-02-25,-0.6762
2008-02-26,-0.8511
2008-02-27,-4.9213000000000005
2008-02-28,-3.882
2008-02-29,-5.1346
2008-03-01,
2008-03-02,
2008-03-03,-3.1683
2008-03-04,-3.2038
2008-03-05,6.2324
2008-03-06,-6.1651
2008-03-07,-0.7771
2008-03-08,
2008-03-09,
2008-03-10,-5.696
2008-03-11,1.2835
2008-03-12,-9.467
2008-03-13,-0.9881
2008-03-14,-5.6965
2008-03-15,
2008-03-16,
2008-03-17,-7.8042
2008-03-18,7.9388
2008-03-19,2.7027
2008-03-20,-0.0431
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,2.0285
2008-03-25,2.0728
2008-03-26,-8.8686
2008-03-27,-3.3652
2008-03-28,-0.2824
2008-03-29,
2008-03-30,
2008-03-31,1.6045
2008-04-01,7.4315
2008-04-02,-4.7125
2008-04-03,-1.1343
2008-04-04,-2.7077
2008-04-05,
2008-04-06,
2008-04-07,4.6226
2008-04-08,2.4797000000000002
2008-04-09,-6.9072
2008-04-10,5.8601
2008-04-11,2.2321
2008-04-12,
2008-04-13,
2008-04-14,3.1004
2008-04-15,-5.4638
2008-04-16,2.5986000000000002
2008-04-17,-2.1834
2008-04-18,2.0089
2008-04-19,
2008-04-20,
2008-04-21,-6.2144
2008-04-22,-36.7709
2008-04-23,2.952
2008-04-24,10.3943
2008-04-25,-1.2338
2008-04-26,
2008-04-27,
2008-04-28,-2.6298
2008-04-29,0.8103
2008-04-30,-0.2009
2008-05-01,8.0537
2008-05-02,-1.3043
2008-05-03,
2008-05-04,
2008-05-05,-5.601
2008-05-06,-5.6667
2008-05-07,-2.3322
2008-05-08,-2.026
2008-05-09,1.2555
2008-05-10,
2008-05-11,
2008-05-12,2.1152
2008-05-13,-2.0714
2008-05-14,3.3552
2008-05-15,1.482
2008-05-16,-3.9638
2008-05-17,
2008-05-18,
2008-05-19,-10.0652
2008-05-20,-6.9243
2008-05-21,-29.4983
2008-05-22,0.0
2008-05-23,-7.7301
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,8.7766
2008-05-28,-3.3007
2008-05-29,6.0683
2008-05-30,1.7877999999999998
2008-05-31,
2008-06-01,
2008-06-02,-7.7283
2008-06-03,8.2487
2008-06-04,7.1512
2008-06-05,10.6127
2008-06-06,-14.5401
2008-06-07,
2008-06-08,
2008-06-09,-4.1667
2008-06-10,-0.3623
2008-06-11,-12.4848
2008-06-12,-12.6039
2008-06-13,8.7163
2008-06-14,
2008-06-15,
2008-06-16,4.8105
2008-06-17,-2.6426
2008-06-18,-6.4286
2008-06-19,23.8168
2008-06-20,-11.7139
2008-06-21,
2008-06-22,
2008-06-23,-14.9441
2008-06-24,-1.3136
2008-06-25,-4.3261
2008-06-26,-3.3043
2008-06-27,0.0
2008-06-28,
2008-06-29,
2008-06-30,-6.1151
2008-07-01,-11.8774
2008-07-02,-12.8261
2008-07-03,-3.7406
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,8.5492
2008-07-08,13.3652
2008-07-09,-7.1579
2008-07-10,-5.4422
2008-07-11,-12.9496
2008-07-12,
2008-07-13,
2008-07-14,-5.5096
2008-07-15,-8.7464
2008-07-16,42.492
2008-07-17,13.6771
2008-07-18,7.4951
2008-07-19,
2008-07-20,
2008-07-21,-8.4404
2008-07-22,68.5371
2008-07-23,11.1772
2008-07-24,-20.3209
2008-07-25,2.6846
2008-07-26,
2008-07-27,
2008-07-28,-8.366
2008-07-29,21.398
2008-07-30,-7.168
2008-07-31,5.1899
2008-08-01,-1.3237
2008-08-02,
2008-08-03,
2008-08-04,8.9024
2008-08-05,14.6697
2008-08-06,-1.3672
2008-08-07,-4.8515
2008-08-08,15.8169
2008-08-09,
2008-08-10,
2008-08-11,10.2426
2008-08-12,8.3945
2008-08-13,-9.3233
2008-08-14,5.2239
2008-08-15,11.7415
2008-08-16,
2008-08-17,
2008-08-18,5.3597
2008-08-19,-9.17
2008-08-20,-8.622
2008-08-21,-8.629
2008-08-22,12.2683
2008-08-23,
2008-08-24,
2008-08-25,-4.3239
2008-08-26,-8.3813
2008-08-27,-11.3901
2008-08-28,11.336
2008-08-29,1.0
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,11.7012
2008-09-03,1.2086999999999999
2008-09-04,-5.0955
2008-09-05,3.1879
2008-09-06,
2008-09-07,
2008-09-08,-11.2195
2008-09-09,-2.8388
2008-09-10,-6.032
2008-09-11,11.5346
2008-09-12,2.1583
2008-09-13,
2008-09-14,
2008-09-15,8.8028
2008-09-16,13.4304
2008-09-17,-10.6277
2008-09-18,3.0327
2008-09-19,2.5562
2008-09-20,
2008-09-21,
2008-09-22,-10.8761
2008-09-23,0.0
2008-09-24,-12.2881
2008-09-25,-3.7681
2008-09-26,-8.1325
2008-09-27,
2008-09-28,
2008-09-29,-8.9617
2008-09-30,5.5222
2008-10-01,8.3049
2008-10-02,-4.3067
2008-10-03,-10.9769
2008-10-04,
2008-10-05,
2008-10-06,-17.2626
2008-10-07,-25.1863
2008-10-08,7.5697
2008-10-09,-0.9259
2008-10-10,12.5234
2008-10-11,
2008-10-12,
2008-10-13,18.6047
2008-10-14,-0.1401
2008-10-15,3.5063
2008-10-16,39.5664
2008-10-17,19.2233
2008-10-18,
2008-10-19,
2008-10-20,3.1759
2008-10-21,8.9187
2008-10-22,5.942
2008-10-23,-14.4323
2008-10-24,-4.4764
2008-10-25,
2008-10-26,
2008-10-27,-4.6025
2008-10-28,12.1053
2008-10-29,-11.1894
2008-10-30,16.1233
2008-10-31,10.4704
2008-11-01,
2008-11-02,
2008-11-03,13.9423
2008-11-04,-6.6908
2008-11-05,-6.5891
2008-11-06,-1.314
2008-11-07,-2.0322
2008-11-08,
2008-11-09,
2008-11-10,-4.578
2008-11-11,-3.8231
2008-11-12,-27.2798
2008-11-13,17.8992
2008-11-14,-7.7273
2008-11-15,
2008-11-16,
2008-11-17,5.3202
2008-11-18,3.1805
2008-11-19,-22.3935
2008-11-20,-12.0327
2008-11-21,1.8592
2008-11-22,
2008-11-23,
2008-11-24,15.3846
2008-11-25,24.7458
2008-11-26,-0.0906
2008-11-27,
2008-11-28,1.9946000000000002
2008-11-29,
2008-11-30,
2008-12-01,-20.5333
2008-12-02,7.83
2008-12-03,2.9046
2008-12-04,5.1411
2008-12-05,12.7517
2008-12-06,
2008-12-07,
2008-12-08,2.8912
2008-12-09,-13.0579
2008-12-10,-1.5209000000000001
2008-12-11,-8.9768
2008-12-12,5.4083
2008-12-13,
2008-12-14,
2008-12-15,-4.2254
2008-12-16,7.3529
2008-12-17,3.7182
2008-12-18,3.8679
2008-12-19,0.7266
2008-12-20,
2008-12-21,
2008-12-22,-3.7872
2008-12-23,-2.8116
2008-12-24,2.0251
2008-12-25,
2008-12-26,-0.5671
2008-12-27,
2008-12-28,
2008-12-29,0.4753
2008-12-30,1.6082999999999998
2008-12-31,2.6071
2009-01-01,
2009-01-02,7.7132
2009-01-03,
2009-01-04,
2009-01-05,-3.5383
2009-01-06,5.3275
2009-01-07,0.0
2009-01-08,5.8872
2009-01-09,-4.1504
2009-01-10,
2009-01-11,
2009-01-12,-4.8203
2009-01-13,-5.2361
2009-01-14,-6.9746
2009-01-15,8.4713
2009-01-16,7.2711
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-2.7615
2009-01-21,-6.1102
2009-01-22,4.9496
2009-01-23,3.3188
2009-01-24,
2009-01-25,
2009-01-26,2.4514
2009-01-27,-8.9109
2009-01-28,6.0688
2009-01-29,-10.333
2009-01-30,-10.0952
2009-01-31,
2009-02-01,
2009-02-02,-3.8136
2009-02-03,-1.2115
2009-02-04,-4.7938
2009-02-05,0.4684
2009-02-06,4.1958
2009-02-07,
2009-02-08,
2009-02-09,-0.5593
2009-02-10,-7.4241
2009-02-11,-8.5055
2009-02-12,4.5153
2009-02-13,1.5248
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-6.5081
2009-02-18,-14.8594
2009-02-19,-4.5597
2009-02-20,-10.7084
2009-02-21,
2009-02-22,
2009-02-23,19.5572
2009-02-24,3.7037
2009-02-25,-6.25
2009-02-26,-4.9206
2009-02-27,-18.0301
2009-02-28,
2009-03-01,
2009-03-02,-13.2383
2009-03-03,-7.5117
2009-03-04,7.1066
2009-03-05,-13.2701
2009-03-06,7.6503
2009-03-07,
2009-03-08,
2009-03-09,-2.5381
2009-03-10,17.1875
2009-03-11,13.3333
2009-03-12,9.6078
2009-03-13,8.5868
2009-03-14,
2009-03-15,
2009-03-16,-10.3789
2009-03-17,6.6176
2009-03-18,3.7931
2009-03-19,-13.7874
2009-03-20,-13.6802
2009-03-21,
2009-03-22,
2009-03-23,7.5893
2009-03-24,-5.3942
2009-03-25,4.386
2009-03-26,13.6555
2009-03-27,-7.2089
2009-03-28,
2009-03-29,
2009-03-30,-10.3586
2009-03-31,-0.4444
2009-04-01,8.482099999999999
2009-04-02,8.642
2009-04-03,0.1894
2009-04-04,
2009-04-05,
2009-04-06,10.775
2009-04-07,-6.6553
2009-04-08,4.2048
2009-04-09,15.0877
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,3.0488
2009-04-14,-10.503
2009-04-15,8.4298
2009-04-16,-1.3719999999999999
2009-04-17,-0.3091
2009-04-18,
2009-04-19,
2009-04-20,-8.9922
2009-04-21,12.9472
2009-04-22,-6.7873
2009-04-23,3.3981
2009-04-24,0.4695
2009-04-25,
2009-04-26,
2009-04-27,-14.3302
2009-04-28,-8.1818
2009-04-29,2.5743
2009-04-30,-5.0193
2009-05-01,4.878
2009-05-02,
2009-05-03,
2009-05-04,8.9147
2009-05-05,10.6762
2009-05-06,-3.2154
2009-05-07,-7.4751
2009-05-08,0.0
2009-05-09,
2009-05-10,
2009-05-11,-1.0772
2009-05-12,-4.7187
2009-05-13,-8.0
2009-05-14,1.8634
2009-05-15,-3.252
2009-05-16,
2009-05-17,
2009-05-18,7.1429
2009-05-19,0.7843
2009-05-20,-2.7237
2009-05-21,-2.2
2009-05-22,-0.409
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,0.8214
2009-05-27,-7.7393
2009-05-28,-3.0905
2009-05-29,6.1503
2009-05-30,
2009-05-31,
2009-06-01,6.4378
2009-06-02,6.25
2009-06-03,0.3795
2009-06-04,-3.2136
2009-06-05,-1.5625
2009-06-06,
2009-06-07,
2009-06-08,-7.7381
2009-06-09,0.2151
2009-06-10,-6.2232
2009-06-11,-5.7208
2009-06-12,-7.0388
2009-06-13,
2009-06-14,
2009-06-15,-2.8721
2009-06-16,2.6882
2009-06-17,4.1885
2009-06-18,-4.0201
2009-06-19,0.7853
2009-06-20,
2009-06-21,
2009-06-22,-7.5325
2009-06-23,-10.1124
2009-06-24,-0.9375
2009-06-25,12.6183
2009-06-26,-2.521
2009-06-27,
2009-06-28,
2009-06-29,-0.2874
2009-06-30,-8.0692
2009-07-01,3.1348
2009-07-02,0.6079
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,0.9063
2009-07-07,-2.3952
2009-07-08,-0.3067
2009-07-09,-1.8462
