date,BHF UW Equity
2018-02-16,1.3195000000000001
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,1.4784
2018-02-21,-0.3815
2018-02-22,-3.9519
2018-02-23,0.3081
2018-02-24,
2018-02-25,
2018-02-26,1.1746
2018-02-27,-0.6787
2018-02-28,-2.4096
2018-03-01,-1.4741
2018-03-02,-2.8427
2018-03-03,
2018-03-04,
2018-03-05,1.5207000000000002
2018-03-06,0.2275
2018-03-07,-0.9081
2018-03-08,-1.0118
2018-03-09,3.8766
2018-03-10,
2018-03-11,
2018-03-12,-0.1485
2018-03-13,-0.595
2018-03-14,-1.459
2018-03-15,-0.3227
2018-03-16,4.2278
2018-03-17,
2018-03-18,
2018-03-19,-2.7955
2018-03-20,1.6165
2018-03-21,-0.4255
2018-03-22,-2.6565
2018-03-23,-3.1298
2018-03-24,
2018-03-25,
2018-03-26,2.6596
2018-03-27,-2.8401
2018-03-28,0.8098
2018-03-29,0.7053
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-2.8599
2018-04-03,1.1616
2018-04-04,0.3168
2018-04-05,2.4669
2018-04-06,-3.2357
2018-04-07,
2018-04-08,
2018-04-09,-0.3185
2018-04-10,2.1366
2018-04-11,-2.4047
2018-04-12,1.2821
2018-04-13,-0.712
2018-04-14,
2018-04-15,
2018-04-16,0.7171
2018-04-17,0.534
2018-04-18,1.3181
2018-04-19,0.8932
2018-04-20,-0.8276
2018-04-21,
2018-04-22,
2018-04-23,0.1358
2018-04-24,-0.3682
2018-04-25,-0.0584
2018-04-26,0.5644
2018-04-27,0.329
2018-04-28,
2018-04-29,
2018-04-30,-2.0448
2018-05-01,0.1969
2018-05-02,-5.2673
2018-05-03,-0.2905
2018-05-04,3.4748
2018-05-05,
2018-05-06,
2018-05-07,1.1461999999999999
2018-05-08,-0.0795
2018-05-09,-2.4871
2018-05-10,-0.6937
2018-05-11,-1.1506
2018-05-12,
2018-05-13,
2018-05-14,1.4342
2018-05-15,-0.7787
2018-05-16,-1.7348
2018-05-17,0.8197
2018-05-18,-1.6469
2018-05-19,
2018-05-20,
2018-05-21,0.869
2018-05-22,0.2311
2018-05-23,0.8386
2018-05-24,0.4574
2018-05-25,-0.0828
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-3.894
2018-05-30,4.0086
2018-05-31,-2.3829000000000002
2018-06-01,0.3609
2018-06-02,
2018-06-03,
2018-06-04,-0.8249
2018-06-05,-0.2559
2018-06-06,0.0855
2018-06-07,-0.235
2018-06-08,0.0
2018-06-09,
2018-06-10,
2018-06-11,0.0857
2018-06-12,-1.4976
2018-06-13,0.3041
2018-06-14,-1.9922
2018-06-15,-0.464
2018-06-16,
2018-06-17,
2018-06-18,2.1532
2018-06-19,-0.7605
2018-06-20,-0.1314
2018-06-21,-1.3155000000000001
2018-06-22,-1.1553
2018-06-23,
2018-06-24,
2018-06-25,-2.8321
2018-06-26,-1.7349
2018-06-27,-5.2966
2018-06-28,-0.0994
2018-06-29,-0.2986
2018-06-30,
2018-07-01,
2018-07-02,1.7719
2018-07-03,-0.4414
2018-07-04,
2018-07-05,2.0443
2018-07-06,0.6758
2018-07-07,
2018-07-08,
2018-07-09,3.7881
2018-07-10,-2.6795999999999998
2018-07-11,-2.2312
2018-07-12,0.0243
2018-07-13,-1.6261999999999999
2018-07-14,
2018-07-15,
2018-07-16,1.5544
2018-07-17,0.2915
2018-07-18,0.6298
2018-07-19,-1.5888
2018-07-20,0.4159
2018-07-21,
2018-07-22,
2018-07-23,2.8015
2018-07-24,0.8294
2018-07-25,-1.2221
2018-07-26,1.38
2018-07-27,-0.8449
2018-07-28,
2018-07-29,
2018-07-30,1.7041
2018-07-31,1.0705
2018-08-01,-0.2763
2018-08-02,-0.1847
2018-08-03,1.2953999999999999
2018-08-04,
2018-08-05,
2018-08-06,0.8906
2018-08-07,-1.5165
2018-08-08,0.1149
2018-08-09,-2.112
2018-08-10,-6.2852
2018-08-11,
2018-08-12,
2018-08-13,-0.5255
2018-08-14,3.3711
2018-08-15,-1.1195
2018-08-16,2.7812
2018-08-17,-0.6705
2018-08-18,
2018-08-19,
2018-08-20,-0.2411
2018-08-21,1.9091
2018-08-22,-0.8774
2018-08-23,-1.4115
2018-08-24,0.3883
2018-08-25,
2018-08-26,
2018-08-27,1.5954000000000002
2018-08-28,0.8089
2018-08-29,-0.7316
2018-08-30,-1.5453999999999999
2018-08-31,0.2415
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-1.8309
2018-09-05,1.4969000000000001
2018-09-06,-2.7805
2018-09-07,-0.1741
2018-09-08,
2018-09-09,
2018-09-10,-0.3488
2018-09-11,1.35
2018-09-12,-0.8387
2018-09-13,1.4677
2018-09-14,2.8929
2018-09-15,
2018-09-16,
2018-09-17,-0.9054
2018-09-18,4.0154
2018-09-19,2.3810000000000002
2018-09-20,4.4028
2018-09-21,0.4542
2018-09-22,
2018-09-23,
2018-09-24,-2.7772
2018-09-25,-0.7307
2018-09-26,-1.6953
2018-09-27,0.2496
2018-09-28,0.1358
2018-09-29,
2018-09-30,
2018-10-01,0.113
2018-10-02,-0.2484
2018-10-03,2.6029999999999998
2018-10-04,2.2281
2018-10-05,-0.5826
2018-10-06,
2018-10-07,
2018-10-08,0.5427
2018-10-09,-1.1874
2018-10-10,-1.7915999999999999
2018-10-11,-3.8932
2018-10-12,-0.4861
2018-10-13,
2018-10-14,
2018-10-15,1.1398
2018-10-16,0.966
2018-10-17,0.3645
2018-10-18,-5.3563
2018-10-19,0.6715
2018-10-20,
2018-10-21,
2018-10-22,-2.1915
2018-10-23,-1.2177
2018-10-24,-3.2298
2018-10-25,2.1656
2018-10-26,-4.0898
2018-10-27,
2018-10-28,
2018-10-29,-0.702
2018-10-30,1.8853
2018-10-31,1.8504
2018-11-01,2.3719
2018-11-02,0.8627
2018-11-03,
2018-11-04,
2018-11-05,4.13
2018-11-06,3.3326000000000002
2018-11-07,-1.9078
2018-11-08,0.4168
2018-11-09,-4.1503
2018-11-10,
2018-11-11,
2018-11-12,-1.299
2018-11-13,0.39
2018-11-14,-1.2867
2018-11-15,-0.4919
2018-11-16,-2.175
2018-11-17,
2018-11-18,
2018-11-19,0.0253
2018-11-20,-3.3342
2018-11-21,0.81
2018-11-22,
2018-11-23,-1.4515
2018-11-24,
2018-11-25,
2018-11-26,3.8664
2018-11-27,-0.3545
2018-11-28,2.8208
2018-11-29,-1.0381
2018-11-30,0.5495
2018-12-01,
2018-12-02,
2018-12-03,1.1177
2018-12-04,-4.6672
2018-12-05,
2018-12-06,-7.7042
2018-12-07,-3.7688
2018-12-08,
2018-12-09,
2018-12-10,-4.1195
2018-12-11,-1.8759000000000001
2018-12-12,2.3435
2018-12-13,-0.4218
2018-12-14,-3.3888
2018-12-15,
2018-12-16,
2018-12-17,0.3445
2018-12-18,1.186
2018-12-19,-1.4497
2018-12-20,-1.9718
2018-12-21,-5.1724
2018-12-22,
2018-12-23,
2018-12-24,-2.1212
2018-12-25,
2018-12-26,7.0863
2018-12-27,1.4777
2018-12-28,-1.5194999999999999
2018-12-29,
2018-12-30,
2018-12-31,-2.0251
2019-01-01,
2019-01-02,4.0682
2019-01-03,-1.3241
2019-01-04,4.8243
2019-01-05,
2019-01-06,
2019-01-07,-0.5486
2019-01-08,0.3371
2019-01-09,2.0159
2019-01-10,0.3892
2019-01-11,0.0895
2019-01-12,
2019-01-13,
2019-01-14,0.7449
2019-01-15,1.2718
2019-01-16,2.3072
2019-01-17,1.3988
2019-01-18,2.5619
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-2.3332
2019-01-23,0.0
2019-01-24,2.3890000000000002
2019-01-25,3.4038
2019-01-26,
2019-01-27,
2019-01-28,-1.0352999999999999
2019-01-29,-2.0118
2019-01-30,1.4235
2019-01-31,0.7827
2019-02-01,0.241
2019-02-02,
2019-02-03,
2019-02-04,-0.8282
2019-02-05,0.9698
2019-02-06,-0.3469
2019-02-07,-4.0161
2019-02-08,-1.6179000000000001
2019-02-09,
2019-02-10,
2019-02-11,1.2192
2019-02-12,13.9496
2019-02-13,1.7207
2019-02-14,-1.0633
2019-02-15,2.467
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,1.9308999999999998
2019-02-20,1.3564
2019-02-21,-0.4153
2019-02-22,-0.1854
2019-02-23,
2019-02-24,
2019-02-25,0.8124
2019-02-26,-1.8651
2019-02-27,-3.9183
2019-02-28,-5.4457
2019-03-01,0.6457
2019-03-02,
2019-03-03,
2019-03-04,1.2061
2019-03-05,0.0761
2019-03-06,-1.6975
2019-03-07,-3.2732
2019-03-08,0.2398
2019-03-09,
2019-03-10,
2019-03-11,0.3721
2019-03-12,2.2775
2019-03-13,-0.0777
2019-03-14,0.4664
2019-03-15,2.0635
2019-03-16,
2019-03-17,
2019-03-18,2.5524
2019-03-19,-1.1089
2019-03-20,-5.233
2019-03-21,0.3155
2019-03-22,-6.8414
2019-03-23,
2019-03-24,
2019-03-25,-1.7445
2019-03-26,3.0641
2019-03-27,-1.9727999999999999
2019-03-28,0.7937
2019-03-29,2.0529
2019-03-30,
2019-03-31,
2019-04-01,5.3734
2019-04-02,-3.0596
2019-04-03,0.6204
2019-04-04,0.4826
2019-04-05,0.9072
2019-04-06,
2019-04-07,
2019-04-08,2.3533
2019-04-09,-1.8858000000000001
2019-04-10,1.9747
2019-04-11,2.0656
2019-04-12,1.1384
2019-04-13,
2019-04-14,
2019-04-15,0.7254
2019-04-16,3.2282
2019-04-17,-0.842
2019-04-18,-0.0728
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,-0.437
2019-04-23,0.2926
2019-04-24,-2.1396
2019-04-25,0.0994
2019-04-26,1.6878
2019-04-27,
2019-04-28,
2019-04-29,2.0015
2019-04-30,0.0
2019-05-01,0.3829
2019-05-02,-0.2384
2019-05-03,0.8841
2019-05-04,
2019-05-05,
2019-05-06,1.4447999999999999
2019-05-07,-6.2339
2019-05-08,0.0996
2019-05-09,-1.2189
2019-05-10,-0.9066
2019-05-11,
2019-05-12,
2019-05-13,-7.2427
2019-05-14,3.6438
2019-05-15,-0.3172
2019-05-16,1.7502
2019-05-17,-2.502
2019-05-18,
2019-05-19,
2019-05-20,0.0267
2019-05-21,3.5275
2019-05-22,-1.3165
2019-05-23,-4.3683
2019-05-24,3.2823
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,-1.0064
2019-05-29,-0.0268
2019-05-30,-0.5887
2019-05-31,-4.4684
2019-06-01,
2019-06-02,
2019-06-03,1.1271
2019-06-04,5.8512
2019-06-05,-3.422
2019-06-06,2.0169
2019-06-07,1.416
2019-06-08,
2019-06-09,
2019-06-10,1.5279
2019-06-11,1.6865999999999999
2019-06-12,-1.9647999999999999
2019-06-13,0.1041
2019-06-14,-0.026
2019-06-15,
2019-06-16,
2019-06-17,-2.0806
2019-06-18,1.5671
2019-06-19,-0.6276
2019-06-20,1.1842
2019-06-21,-0.8843
2019-06-22,
2019-06-23,
2019-06-24,0.0262
2019-06-25,-11.6999
2019-06-26,2.0796
2019-06-27,1.9499
2019-06-28,4.7388
2019-06-29,
2019-06-30,
2019-07-01,0.8722
2019-07-02,-2.3237
2019-07-03,1.3001
2019-07-04,
2019-07-05,1.3108
2019-07-06,
2019-07-07,
2019-07-08,-0.1617
2019-07-09,1.4309
2019-07-10,-0.6654
2019-07-11,1.313
2019-07-12,1.4017
2019-07-13,
2019-07-14,
2019-07-15,-0.7303
2019-07-16,-0.289
2019-07-17,-1.8972
2019-07-18,0.1612
2019-07-19,0.7241
2019-07-20,
2019-07-21,
2019-07-22,-0.9585
2019-07-23,3.0914
2019-07-24,1.9557
2019-07-25,-1.3811
2019-07-26,1.9191
2019-07-27,
2019-07-28,
2019-07-29,-1.1196
2019-07-30,0.9779
2019-07-31,-0.1784
2019-08-01,-8.6801
2019-08-02,-3.2709
2019-08-03,
2019-08-04,
2019-08-05,-2.1965
2019-08-06,5.7329
2019-08-07,-2.3756
2019-08-08,2.8342
2019-08-09,-3.2294
2019-08-10,
2019-08-11,
2019-08-12,-2.9344
2019-08-13,4.179
2019-08-14,-2.6458
2019-08-15,-1.1689
2019-08-16,4.1987
2019-08-17,
2019-08-18,
2019-08-19,1.0216
2019-08-20,-2.1067
2019-08-21,1.5495
2019-08-22,0.5934
2019-08-23,-3.7079
2019-08-24,
2019-08-25,
2019-08-26,2.8296
2019-08-27,-1.7872
2019-08-28,0.0867
2019-08-29,0.2886
2019-08-30,1.4676
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-1.9569
2019-09-04,1.4463
2019-09-05,3.7639
2019-09-06,0.2473
2019-09-07,
2019-09-08,
2019-09-09,3.7007
2019-09-10,3.3571
2019-09-11,0.5115
2019-09-12,0.4835
2019-09-13,2.8868
2019-09-14,
2019-09-15,
2019-09-16,-1.9936
2019-09-17,0.5525
2019-09-18,0.025
2019-09-19,1.7478
2019-09-20,-1.0798
2019-09-21,
2019-09-22,
2019-09-23,0.769
2019-09-24,-1.6002
2019-09-25,0.9757
2019-09-26,0.8424
2019-09-27,-0.4423
2019-09-28,
2019-09-29,
2019-09-30,-0.1234
2019-10-01,-3.5829
2019-10-02,-5.2025
2019-10-03,-1.3517000000000001
2019-10-04,1.8772
2019-10-05,
2019-10-06,
2019-10-07,-0.6859
2019-10-08,-4.7671
2019-10-09,0.256
2019-10-10,1.3617
2019-10-11,2.6029
2019-10-12,
2019-10-13,
2019-10-14,-0.4364
2019-10-15,2.1644
2019-10-16,0.0536
2019-10-17,-0.8309
2019-10-18,-0.1216
2019-10-19,
2019-10-20,
2019-10-21,1.9889000000000001
2019-10-22,1.2735
2019-10-23,-0.0262
2019-10-24,0.5503
2019-10-25,-0.417
2019-10-26,
2019-10-27,
2019-10-28,2.1984
2019-10-29,1.0499
2019-10-30,-2.4582
2019-10-31,-1.8965999999999998
2019-11-01,3.4163
2019-11-02,
2019-11-03,
2019-11-04,2.612
2019-11-05,2.4457
2019-11-06,0.6577
2019-11-07,1.6941000000000002
2019-11-08,-2.3798
2019-11-09,
2019-11-10,
2019-11-11,-0.2682
2019-11-12,0.7822
2019-11-13,-2.9348
2019-11-14,0.05
2019-11-15,0.974
2019-11-16,
2019-11-17,
2019-11-18,-0.5194
2019-11-19,0.4724
2019-11-20,-0.7671
2019-11-21,-1.1721
2019-11-22,1.2364
2019-11-23,
2019-11-24,
2019-11-25,1.6200999999999999
2019-11-26,-0.417
2019-11-27,1.6995
2019-11-28,
2019-11-29,-0.3148
2019-11-30,
2019-12-01,
2019-12-02,-1.3605
2019-12-03,-6.1576
2019-12-04,0.6299
2019-12-05,0.5738
2019-12-06,3.501
2019-12-07,
2019-12-08,
2019-12-09,-1.353
2019-12-10,0.1016
2019-12-11,1.0911
2019-12-12,4.6185
2019-12-13,1.2236
2019-12-14,
2019-12-15,
2019-12-16,0.3318
2019-12-17,1.0158
2019-12-18,-0.9822
2019-12-19,-0.7558
2019-12-20,-1.7135
2019-12-21,
2019-12-22,
2019-12-23,-1.0896
2019-12-24,-0.8568
2019-12-25,
2019-12-26,-1.0864
2019-12-27,-1.4229
2019-12-28,
2019-12-29,
2019-12-30,-1.6207
2019-12-31,0.9781
2020-01-01,
2020-01-02,-0.0255
2020-01-03,-0.5864
2020-01-04,
2020-01-05,
2020-01-06,-2.6417
2020-01-07,-0.1581
2020-01-08,1.4776
2020-01-09,2.4181
2020-01-10,-0.7108
2020-01-11,
2020-01-12,
2020-01-13,1.841
2020-01-14,0.1757
2020-01-15,0.6767
2020-01-16,1.2696
2020-01-17,0.762
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,-0.5855
2020-01-22,0.589
2020-01-23,1.2442
2020-01-24,-1.8072
2020-01-25,
2020-01-26,
2020-01-27,-3.5092
2020-01-28,1.2462
2020-01-29,0.0251
2020-01-30,-0.7032
2020-01-31,-1.6186
2020-02-01,
2020-02-02,
2020-02-03,1.5681
2020-02-04,2.2779
2020-02-05,5.271
2020-02-06,-0.6582
2020-02-07,-0.1183
2020-02-08,
2020-02-09,
2020-02-10,-0.2369
2020-02-11,10.6626
2020-02-12,-1.2232
2020-02-13,-0.1086
2020-02-14,1.4572
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,0.836
2020-02-19,-0.2976
2020-02-20,1.0021
2020-02-21,-2.681
2020-02-22,
2020-02-23,
2020-02-24,-6.4642
2020-02-25,-3.5019
2020-02-26,-1.9226
2020-02-27,-7.1061
2020-02-28,-5.4603
2020-02-29,
2020-03-01,
2020-03-02,4.5201
2020-03-03,-8.8094
2020-03-04,2.6054
2020-03-05,-8.7874
2020-03-06,-6.8815
2020-03-07,
2020-03-08,
2020-03-09,-20.4904
2020-03-10,14.3642
2020-03-11,-11.2301
2020-03-12,-17.0204
2020-03-13,16.6499
2020-03-14,
2020-03-15,
2020-03-16,-22.141
2020-03-17,7.344
2020-03-18,-14.0947
2020-03-19,3.2934
2020-03-20,-6.3768
2020-03-21,
2020-03-22,
2020-03-23,3.3437
2020-03-24,29.299
2020-03-25,13.2067
2020-03-26,8.6369
2020-03-27,-4.7476
2020-03-28,
2020-03-29,
2020-03-30,0.9494
2020-03-31,-5.29
2020-04-01,-12.288
2020-04-02,-3.8208
2020-04-03,-3.384
2020-04-04,
2020-04-05,
2020-04-06,15.0761
2020-04-07,1.0146
2020-04-08,11.31
2020-04-09,7.9639
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-6.9041
2020-04-14,-0.8977
2020-04-15,-14.1
2020-04-16,-3.5305
2020-04-17,7.4144
2020-04-18,
2020-04-19,
2020-04-20,-4.9115
2020-04-21,-7.2592
2020-04-22,3.1109
2020-04-23,-0.0487
2020-04-24,8.9581
2020-04-25,
2020-04-26,
2020-04-27,5.6747
2020-04-28,7.1036
2020-04-29,7.501
2020-04-30,-5.5821
2020-05-01,-3.8895
2020-05-02,
2020-05-03,
2020-05-04,2.0639
2020-05-05,0.5948
2020-05-06,-5.0059
2020-05-07,11.9087
2020-05-08,6.5258
2020-05-09,
2020-05-10,
2020-05-11,-2.2276
2020-05-12,-4.0228
2020-05-13,-7.5297
2020-05-14,5.5756
2020-05-15,1.3678
2020-05-16,
2020-05-17,
2020-05-18,11.1319
2020-05-19,-3.9123
2020-05-20,2.7729
2020-05-21,1.7077
2020-05-22,-3.1229
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,9.4627
2020-05-27,0.4433
2020-05-28,-2.8373
2020-05-29,-3.6016
2020-05-30,
2020-05-31,
2020-06-01,3.2986
2020-06-02,-0.3258
2020-06-03,5.7535
2020-06-04,4.2968
2020-06-05,5.4535
2020-06-06,
2020-06-07,
2020-06-08,8.3755
2020-06-09,-3.916
2020-06-10,-6.2348
2020-06-11,-14.5078
2020-06-12,7.9798
2020-06-13,
2020-06-14,
2020-06-15,3.087
2020-06-16,-0.2117
2020-06-17,-3.304
2020-06-18,-0.815
2020-06-19,-1.043
2020-06-20,
2020-06-21,
2020-06-22,-0.2874
2020-06-23,-1.8258
2020-06-24,-7.7651
2020-06-25,0.6721
2020-06-26,-7.8356
2020-06-27,
2020-06-28,
2020-06-29,2.8212
2020-06-30,3.1516
2020-07-01,-5.7872
2020-07-02,2.0603
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,2.9533
2020-07-07,-6.0276
2020-07-08,3.5162
2020-07-09,-5.4498
2020-07-10,6.1192
2020-07-11,
2020-07-12,
2020-07-13,1.0045
2020-07-14,2.2836
2020-07-15,5.2215
2020-07-16,0.5133
2020-07-17,-0.6129
2020-07-18,
2020-07-19,
2020-07-20,-2.4666
2020-07-21,2.7397
2020-07-22,0.4957
2020-07-23,0.4082
2020-07-24,-1.2367
2020-07-25,
2020-07-26,
2020-07-27,-1.0292
2020-07-28,-2.7382999999999997
2020-07-29,3.7776
2020-07-30,-2.7816
2020-07-31,0.106
2020-08-01,
2020-08-02,
2020-08-03,1.3056
2020-08-04,-1.8809
2020-08-05,5.3603
2020-08-06,-3.3693
2020-08-07,7.1478
2020-08-08,
2020-08-09,
2020-08-10,3.2541
2020-08-11,1.3867
2020-08-12,-1.2123
2020-08-13,-0.4405
2020-08-14,1.7067
2020-08-15,
2020-08-16,
2020-08-17,-3.6669
2020-08-18,-3.0645
2020-08-19,-0.6656
2020-08-20,-1.608
2020-08-21,-3.0984
2020-08-22,
2020-08-23,
2020-08-24,9.0302
2020-08-25,1.2246
2020-08-26,-0.9233
2020-08-27,2.4743
2020-08-28,-0.2822
2020-08-29,
2020-08-30,
2020-08-31,-4.5283
2020-09-01,0.3953
2020-09-02,1.0499
2020-09-03,-0.8117
2020-09-04,6.1538
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,-5.6738
2020-09-09,-0.5721
2020-09-10,-2.8111
2020-09-11,-0.1691
2020-09-12,
2020-09-13,
2020-09-14,0.6438
2020-09-15,-3.7037
2020-09-16,2.5524
2020-09-17,-1.8411
2020-09-18,-1.7367
2020-09-19,
2020-09-20,
2020-09-21,-6.292
2020-09-22,0.2641
2020-09-23,-1.994
2020-09-24,-1.5354999999999999
2020-09-25,0.6238
2020-09-26,
2020-09-27,
2020-09-28,5.6955
2020-09-29,-2.8226
2020-09-30,1.5089000000000001
2020-10-01,3.1587
2020-10-02,3.3501
2020-10-03,
2020-10-04,
2020-10-05,3.5901
2020-10-06,0.2355
2020-10-07,3.424
2020-10-08,0.6167
2020-10-09,-1.2581
2020-10-10,
2020-10-11,
2020-10-12,2.4828
2020-10-13,-3.0284
2020-10-14,1.1177
2020-10-15,4.974
2020-10-16,-1.7033
2020-10-17,
2020-10-18,
2020-10-19,0.8192
2020-10-20,0.875
2020-10-21,-2.912
2020-10-22,3.4142
2020-10-23,1.7279
2020-10-24,
2020-10-25,
2020-10-26,-4.4283
2020-10-27,-5.9664
2020-10-28,1.5862
2020-10-29,5.6811
2020-10-30,4.0553
2020-10-31,
2020-11-01,
2020-11-02,-1.571
2020-11-03,1.0129
2020-11-04,-4.8314
2020-11-05,6.0345
2020-11-06,-5.0888
2020-11-07,
2020-11-08,
2020-11-09,16.4657
2020-11-10,1.5527
2020-11-11,-5.9818
2020-11-12,-3.9657999999999998
2020-11-13,0.713
2020-11-14,
2020-11-15,
2020-11-16,2.3599
2020-11-17,-0.6052
2020-11-18,-1.5367
2020-11-19,0.4417
2020-11-20,-0.2932
2020-11-21,
2020-11-22,
2020-11-23,8.5857
2020-11-24,3.7368
2020-11-25,-1.8272
2020-11-26,
2020-11-27,-1.1965
2020-11-28,
2020-11-29,
2020-11-30,-5.5436
2020-12-01,3.6752000000000002
2020-12-02,0.5496
2020-12-03,-1.5030999999999999
2020-12-04,3.9956
2020-12-05,
2020-12-06,
2020-12-07,-4.5358
2020-12-08,-1.9285
2020-12-09,-1.1114
2020-12-10,-0.4611
2020-12-11,-2.4899
2020-12-12,
2020-12-13,
2020-12-14,-1.0095
2020-12-15,4.3491
2020-12-16,-0.5461
2020-12-17,0.4046
2020-12-18,-1.9862
2020-12-19,
2020-12-20,
2020-12-21,-1.2922
