date,WDC UW Equity
2012-09-16,
2012-09-17,-3.8012
2012-09-18,-0.304
2012-09-19,-0.7368
2012-09-20,0.0256
2012-09-21,2.7636
2012-09-22,
2012-09-23,
2012-09-24,-0.3486
2012-09-25,-0.9495
2012-09-26,-1.9677
2012-09-27,2.5641
2012-09-28,-2.197
2012-09-29,
2012-09-30,
2012-10-01,-1.575
2012-10-02,0.1312
2012-10-03,-1.4933
2012-10-04,1.0372
2012-10-05,0.0
2012-10-06,
2012-10-07,
2012-10-08,0.9213
2012-10-09,-3.0256
2012-10-10,-2.1786
2012-10-11,0.6049
2012-10-12,-1.5577999999999999
2012-10-13,
2012-10-14,
2012-10-15,-0.7496
2012-10-16,1.6503
2012-10-17,-0.2752
2012-10-18,-1.904
2012-10-19,-1.8847
2012-10-20,
2012-10-21,
2012-10-22,1.1468
2012-10-23,-2.4093
2012-10-24,-1.946
2012-10-25,1.8957000000000002
2012-10-26,-0.814
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,0.3224
2012-11-01,3.5057
2012-11-02,-0.6492
2012-11-03,
2012-11-04,
2012-11-05,1.0227
2012-11-06,4.1901
2012-11-07,-4.7233
2012-11-08,-1.3031
2012-11-09,0.775
2012-11-10,
2012-11-11,
2012-11-12,-1.0538
2012-11-13,-0.2303
2012-11-14,-2.3947
2012-11-15,0.0591
2012-11-16,2.127
2012-11-17,
2012-11-18,
2012-11-19,1.2439
2012-11-20,-2.5714
2012-11-21,0.8211
2012-11-22,
2012-11-23,2.0652
2012-11-24,
2012-11-25,
2012-11-26,2.1089
2012-11-27,-3.1817
2012-11-28,-2.2773
2012-11-29,0.059
2012-11-30,-1.4151
2012-12-01,
2012-12-02,
2012-12-03,-0.0299
2012-12-04,0.5384
2012-12-05,7.2002
2012-12-06,2.9697
2012-12-07,1.3477000000000001
2012-12-08,
2012-12-09,
2012-12-10,2.2606
2012-12-11,-0.7542
2012-12-12,-0.131
2012-12-13,-0.0792
2012-12-14,-0.1322
2012-12-15,
2012-12-16,
2012-12-17,0.6882
2012-12-18,4.3113
2012-12-19,3.755
2012-12-20,2.4775
2012-12-21,-0.237
2012-12-22,
2012-12-23,
2012-12-24,-0.6652
2012-12-25,
2012-12-26,0.6697
2012-12-27,-0.0475
2012-12-28,-1.45
2012-12-29,
2012-12-30,
2012-12-31,2.4843
2013-01-01,
2013-01-02,2.2358000000000002
2013-01-03,-0.9669
2013-01-04,-0.3022
2013-01-05,
2013-01-06,
2013-01-07,0.0233
2013-01-08,-2.1445
2013-01-09,4.3354
2013-01-10,0.8219
2013-01-11,-0.4076
2013-01-12,
2013-01-13,
2013-01-14,1.6371
2013-01-15,0.3132
2013-01-16,1.0482
2013-01-17,-0.1986
2013-01-18,-0.9067
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,5.6907
2013-01-23,-0.6123
2013-01-24,1.5295999999999998
2013-01-25,0.6068
2013-01-26,
2013-01-27,
2013-01-28,1.1647
2013-01-29,-5.2015
2013-01-30,1.6049
2013-01-31,0.3202
2013-02-01,-0.4894
2013-02-02,
2013-02-03,
2013-02-04,-0.8339
2013-02-05,0.539
2013-02-06,2.9166
2013-02-07,-0.8127
2013-02-08,1.8697
2013-02-09,
2013-02-10,
2013-02-11,0.2269
2013-02-12,-0.8642
2013-02-13,0.934
2013-02-14,0.3701
2013-02-15,-0.4302
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,-0.0412
2013-02-20,-4.1993
2013-02-21,-1.7189999999999999
2013-02-22,0.3498
2013-02-23,
2013-02-24,
2013-02-25,-2.3747
2013-02-26,2.3655
2013-02-27,2.4853
2013-02-28,0.3191
2013-03-01,2.1628
2013-03-02,
2013-03-03,
2013-03-04,-0.768
2013-03-05,1.1713
2013-03-06,0.951
2013-03-07,-3.1948
2013-03-08,0.825
2013-03-09,
2013-03-10,
2013-03-11,0.7344
2013-03-12,4.1241
2013-03-13,0.8002
2013-03-14,0.6946
2013-03-15,-1.1431
2013-03-16,
2013-03-17,
2013-03-18,-1.1164
2013-03-19,-1.4919
2013-03-20,0.9415
2013-03-21,-2.4736000000000002
2013-03-22,-0.3534
2013-03-23,
2013-03-24,
2013-03-25,-0.8346
2013-03-26,2.9034
2013-03-27,3.0415
2013-03-28,0.2792
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,0.2387
2013-04-02,-0.6349
2013-04-03,1.0383
2013-04-04,0.3557
2013-04-05,-1.9299
2013-04-06,
2013-04-07,
2013-04-08,0.8635
2013-04-09,2.6677
2013-04-10,3.2383
2013-04-11,-1.6153
2013-04-12,-0.1145
2013-04-13,
2013-04-14,
2013-04-15,-2.2171
2013-04-16,1.681
2013-04-17,-2.7682
2013-04-18,-2.6295
2013-04-19,1.3807
2013-04-20,
2013-04-21,
2013-04-22,1.1616
2013-04-23,5.4049
2013-04-24,-0.6386
2013-04-25,-0.5671
2013-04-26,1.3118
2013-04-27,
2013-04-28,
2013-04-29,1.5575
2013-04-30,2.1434
2013-05-01,-0.8683
2013-05-02,3.3942
2013-05-03,0.8648
2013-05-04,
2013-05-05,
2013-05-06,1.7147999999999999
2013-05-07,1.2042
2013-05-08,0.306
2013-05-09,-2.2539
2013-05-10,1.3696
2013-05-11,
2013-05-12,
2013-05-13,-0.9578
2013-05-14,2.2449
2013-05-15,0.6587
2013-05-16,-0.9228
2013-05-17,2.3878
2013-05-18,
2013-05-19,
2013-05-20,-1.6705
2013-05-21,2.1362
2013-05-22,-0.527
2013-05-23,3.0795
2013-05-24,0.0642
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,0.8989
2013-05-29,1.384
2013-05-30,0.0941
2013-05-31,-0.7368
2013-06-01,
2013-06-02,
2013-06-03,0.7581
2013-06-04,-0.5956
2013-06-05,-0.9618
2013-06-06,1.6717
2013-06-07,0.4541
2013-06-08,
2013-06-09,
2013-06-10,0.7171
2013-06-11,-0.1083
2013-06-12,-0.9761
2013-06-13,0.5476
2013-06-14,-0.5913
2013-06-15,
2013-06-16,
2013-06-17,1.2054
2013-06-18,0.0619
2013-06-19,-1.7313
2013-06-20,-3.2720000000000002
2013-06-21,-2.0979
2013-06-22,
2013-06-23,
2013-06-24,-2.7243
2013-06-25,2.5615
2013-06-26,1.4985
2013-06-27,3.1461
2013-06-28,-0.8464
2013-06-29,
2013-06-30,
2013-07-01,1.5622
2013-07-02,0.1903
2013-07-03,0.0475
2013-07-04,
2013-07-05,2.0566
2013-07-06,
2013-07-07,
2013-07-08,1.1006
2013-07-09,1.5026000000000002
2013-07-10,1.5558999999999998
2013-07-11,-0.357
2013-07-12,1.2987
2013-07-13,
2013-07-14,
2013-07-15,0.56
2013-07-16,-0.5129
2013-07-17,0.9722
2013-07-18,1.6047
2013-07-19,0.201
2013-07-20,
2013-07-21,
2013-07-22,0.4299
2013-07-23,-3.2244
2013-07-24,-0.4423
2013-07-25,-5.9233
2013-07-26,-1.4167
2013-07-27,
2013-07-28,
2013-07-29,-0.0479
2013-07-30,3.9776
2013-07-31,-1.0908
2013-08-01,3.1998
2013-08-02,-1.9266
2013-08-03,
2013-08-04,
2013-08-05,-0.5525
2013-08-06,-0.5247
2013-08-07,-1.3031
2013-08-08,4.857
2013-08-09,1.1842
2013-08-10,
2013-08-11,
2013-08-12,0.9926
2013-08-13,0.3521
2013-08-14,0.1169
2013-08-15,-3.621
2013-08-16,-2.136
2013-08-17,
2013-08-18,
2013-08-19,-0.6192
2013-08-20,1.2461
2013-08-21,2.1077
2013-08-22,1.4012
2013-08-23,-2.7786
2013-08-24,
2013-08-25,
2013-08-26,-0.9629
2013-08-27,-5.1852
2013-08-28,1.6602000000000001
2013-08-29,-2.7858
2013-08-30,2.108
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,2.0323
2013-09-04,2.5134
2013-09-05,0.3547
2013-09-06,-0.1383
2013-09-07,
2013-09-08,
2013-09-09,0.6309
2013-09-10,1.055
2013-09-11,-0.3783
2013-09-12,-2.0656
2013-09-13,-0.1861
2013-09-14,
2013-09-15,
2013-09-16,1.0255
2013-09-17,0.1077
2013-09-18,-1.2137
2013-09-19,0.2177
2013-09-20,-1.1794
2013-09-21,
2013-09-22,
2013-09-23,-0.6438
2013-09-24,2.2285
2013-09-25,1.1596
2013-09-26,-2.8427
2013-09-27,0.0
2013-09-28,
2013-09-29,
2013-09-30,0.1263
2013-10-01,1.0095
2013-10-02,0.7808
2013-10-03,-0.6043
2013-10-04,1.3718
2013-10-05,
2013-10-06,
2013-10-07,-0.9688
2013-10-08,-1.5838999999999999
2013-10-09,-0.4102
2013-10-10,3.8181000000000003
2013-10-11,1.8312
2013-10-12,
2013-10-13,
2013-10-14,3.207
2013-10-15,-0.7986
2013-10-16,1.4198
2013-10-17,1.7029999999999998
2013-10-18,1.8448
2013-10-19,
2013-10-20,
2013-10-21,0.7524
2013-10-22,-0.1106
2013-10-23,-2.8797
2013-10-24,0.556
2013-10-25,2.9629
2013-10-26,
2013-10-27,
2013-10-28,-0.2754
2013-10-29,0.428
2013-10-30,0.6599
2013-10-31,-4.9030000000000005
2013-11-01,0.2441
2013-11-02,
2013-11-03,
2013-11-04,3.2521
2013-11-05,-1.221
2013-11-06,0.2528
2013-11-07,-1.5553
2013-11-08,2.0068
2013-11-09,
2013-11-10,
2013-11-11,-0.1535
2013-11-12,0.7965
2013-11-13,0.4298
2013-11-14,4.7073
2013-11-15,-0.3955
2013-11-16,
2013-11-17,
2013-11-18,-1.7075
2013-11-19,-0.8753
2013-11-20,0.4483
2013-11-21,1.2037
2013-11-22,0.4009
2013-11-23,
2013-11-24,
2013-11-25,-0.4126
2013-11-26,0.0535
2013-11-27,1.7766
2013-11-28,
2013-11-29,-1.5093999999999999
2013-11-30,
2013-12-01,
2013-12-02,0.533
2013-12-03,0.1193
2013-12-04,2.7009
2013-12-05,-1.0184
2013-12-06,2.7742
2013-12-07,
2013-12-08,
2013-12-09,-0.1394
2013-12-10,0.6726
2013-12-11,-1.8656000000000001
2013-12-12,1.2974
2013-12-13,0.2409
2013-12-14,
2013-12-15,
2013-12-16,3.2891
2013-12-17,2.1433
2013-12-18,-1.5588
2013-12-19,0.0
2013-12-20,0.7065
2013-12-21,
2013-12-22,
2013-12-23,-0.0605
2013-12-24,0.2783
2013-12-25,
2013-12-26,0.6298
2013-12-27,-0.313
2013-12-28,
2013-12-29,
2013-12-30,0.9297
2013-12-31,0.3709
2014-01-01,
2014-01-02,-1.4541
2014-01-03,0.7257
2014-01-04,
2014-01-05,
2014-01-06,-0.4683
2014-01-07,3.2935
2014-01-08,0.9227
2014-01-09,-1.7243
2014-01-10,0.6359
2014-01-11,
2014-01-12,
2014-01-13,-0.9946
2014-01-14,3.8766
2014-01-15,1.2402
2014-01-16,-0.0337
2014-01-17,-0.1461
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,0.045
2014-01-22,-0.8778
2014-01-23,-1.1694
2014-01-24,-2.355
2014-01-25,
2014-01-26,
2014-01-27,-0.4824
2014-01-28,-1.4423
2014-01-29,0.9956
2014-01-30,3.2542
2014-01-31,-0.8857
2014-02-01,
2014-02-02,
2014-02-03,-3.0985
2014-02-04,0.0
2014-02-05,-0.9102
2014-02-06,0.7372
2014-02-07,1.6077
2014-02-08,
2014-02-09,
2014-02-10,0.0
2014-02-11,0.2125
2014-02-12,1.4139
2014-02-13,0.7436
2014-02-14,0.0
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,-0.4267
2014-02-19,-1.0308
2014-02-20,0.9245
2014-02-21,2.0524
2014-02-22,
2014-02-23,
2014-02-24,0.6704
2014-02-25,-0.9142
2014-02-26,1.6972
2014-02-27,-0.9633
2014-02-28,-1.6173
2014-03-01,
2014-03-02,
2014-03-03,1.0461
2014-03-04,0.9784
2014-03-05,-0.4845
2014-03-06,-1.8227
2014-03-07,-2.8482
2014-03-08,
2014-03-09,
2014-03-10,1.0208
2014-03-11,-2.2324
2014-03-12,1.1417
2014-03-13,0.0594
2014-03-14,0.9619
2014-03-15,
2014-03-16,
2014-03-17,0.1411
2014-03-18,1.3860000000000001
2014-03-19,-0.5213
2014-03-20,2.4688
2014-03-21,0.716
2014-03-22,
2014-03-23,
2014-03-24,-0.7222
2014-03-25,2.1255
2014-03-26,-0.2449
2014-03-27,0.4142
2014-03-28,-0.3233
2014-03-29,
2014-03-30,
2014-03-31,2.6954000000000002
2014-04-01,1.8732
2014-04-02,0.6414
2014-04-03,-0.7223
2014-04-04,-3.1671
2014-04-05,
2014-04-06,
2014-04-07,-0.9945
2014-04-08,1.5402
2014-04-09,0.2968
2014-04-10,-3.3753
2014-04-11,0.0454
2014-04-12,
2014-04-13,
2014-04-14,2.426
2014-04-15,-1.0847
2014-04-16,1.0182
2014-04-17,0.8529
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,1.3289
2014-04-22,-0.1843
2014-04-23,-1.7917
2014-04-24,-0.7077
2014-04-25,-2.2606
2014-04-26,
2014-04-27,
2014-04-28,-0.2734
2014-04-29,-0.0914
2014-04-30,0.7776
2014-05-01,-6.6379
2014-05-02,1.7015
2014-05-03,
2014-05-04,
2014-05-05,0.2629
2014-05-06,0.6079
2014-05-07,-1.2558
2014-05-08,0.2879
2014-05-09,-1.962
2014-05-10,
2014-05-11,
2014-05-12,0.6223
2014-05-13,0.1698
2014-05-14,3.3051
2014-05-15,-0.0352
2014-05-16,0.7151
2014-05-17,
2014-05-18,
2014-05-19,-0.6984
2014-05-20,-1.7231
2014-05-21,-0.2147
2014-05-22,-0.0239
2014-05-23,1.4228
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,3.0532
2014-05-28,-0.2517
2014-05-29,-0.0803
2014-05-30,0.8264
2014-05-31,
2014-06-01,
2014-06-02,-0.2163
2014-06-03,0.2624
2014-06-04,1.4336
2014-06-05,3.1408
2014-06-06,0.2284
2014-06-07,
2014-06-08,
2014-06-09,-0.5642
2014-06-10,-0.9385
2014-06-11,-0.0881
2014-06-12,-1.0584
2014-06-13,2.6521
2014-06-14,
2014-06-15,
2014-06-16,-0.7165
2014-06-17,0.9403
2014-06-18,0.7257
2014-06-19,-1.8389
2014-06-20,0.1972
2014-06-21,
2014-06-22,
2014-06-23,0.1421
2014-06-24,-1.0591
2014-06-25,1.8980000000000001
2014-06-26,-0.0544
2014-06-27,1.0991
2014-06-28,
2014-06-29,
2014-06-30,-0.6459
2014-07-01,2.3402
2014-07-02,1.5455999999999999
2014-07-03,0.6464
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.839
2014-07-08,-1.4311
2014-07-09,-0.0636
2014-07-10,1.1771
2014-07-11,2.4735
2014-07-12,
2014-07-13,
2014-07-14,0.6751
2014-07-15,0.2845
2014-07-16,2.5529
2014-07-17,-3.0426
2014-07-18,1.3347
2014-07-19,
2014-07-20,
2014-07-21,-0.4323
2014-07-22,1.1411
2014-07-23,-0.5591
2014-07-24,0.0
2014-07-25,-0.241
2014-07-26,
2014-07-27,
2014-07-28,1.4593
2014-07-29,-0.0198
2014-07-30,0.377
2014-07-31,-1.3245
2014-08-01,0.4708
2014-08-02,
2014-08-03,
2014-08-04,1.7946
2014-08-05,-0.4407
2014-08-06,0.2263
2014-08-07,-0.2748
2014-08-08,-0.2953
2014-08-09,
2014-08-10,
2014-08-11,-0.3554
2014-08-12,-1.4167
2014-08-13,0.8944
2014-08-14,-0.0398
2014-08-15,0.2591
2014-08-16,
2014-08-17,
2014-08-18,0.2186
2014-08-19,-0.8231
2014-08-20,0.23
2014-08-21,0.4589
2014-08-22,0.2979
2014-08-23,
2014-08-24,
2014-08-25,0.901
2014-08-26,0.0393
2014-08-27,0.7455
2014-08-28,-0.6231
2014-08-29,0.9209
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,-0.9805
2014-09-03,-0.2549
2014-09-04,-0.7765
2014-09-05,-0.0297
2014-09-06,
2014-09-07,
2014-09-08,-0.4756
2014-09-09,-0.5874
2014-09-10,0.0401
2014-09-11,0.1702
2014-09-12,-0.1699
2014-09-13,
2014-09-14,
2014-09-15,-2.3426
2014-09-16,0.5638
2014-09-17,-0.2854
2014-09-18,1.7992
2014-09-19,-1.0645
2014-09-20,
2014-09-21,
2014-09-22,-0.3248
2014-09-23,-1.2016
2014-09-24,1.3709
2014-09-25,-2.1962
2014-09-26,1.1436
2014-09-27,
2014-09-28,
2014-09-29,-1.069
2014-09-30,1.1117
2014-10-01,-2.4044
2014-10-02,0.5604
2014-10-03,0.3049
2014-10-04,
2014-10-05,
2014-10-06,-0.7338
2014-10-07,-1.4678
2014-10-08,2.5185
2014-10-09,-2.373
2014-10-10,-3.1374
2014-10-11,
2014-10-12,
2014-10-13,-4.4108
2014-10-14,-0.6939
2014-10-15,-0.8967
2014-10-16,0.564
2014-10-17,1.4723
2014-10-18,
2014-10-19,
2014-10-20,1.1400000000000001
2014-10-21,3.2449
2014-10-22,-1.5549
2014-10-23,1.4787
2014-10-24,1.2032
2014-10-25,
2014-10-26,
2014-10-27,1.3853
2014-10-28,0.1399
2014-10-29,2.9115
2014-10-30,-0.6264
2014-10-31,3.3407
2014-11-01,
2014-11-02,
2014-11-03,2.4194
2014-11-04,-0.7444
2014-11-05,1.28
2014-11-06,-3.3718
2014-11-07,-0.1686
2014-11-08,
2014-11-09,
2014-11-10,-0.0614
2014-11-11,-0.7067
2014-11-12,0.7014
2014-11-13,0.2049
2014-11-14,0.5929
2014-11-15,
2014-11-16,
2014-11-17,0.1321
2014-11-18,1.8774
2014-11-19,-0.4831
2014-11-20,1.8668
2014-11-21,-0.0688
2014-11-22,
2014-11-23,
2014-11-24,1.0423
2014-11-25,-0.1265
2014-11-26,1.0133
2014-11-27,
2014-11-28,-0.3858
2014-11-29,
2014-11-30,
2014-12-01,-1.0845
2014-12-02,0.558
2014-12-03,0.4089
2014-12-04,0.5623
2014-12-05,1.3016
2014-12-06,
2014-12-07,
2014-12-08,-0.019
2014-12-09,2.6178
2014-12-10,-0.5288
2014-12-11,0.7554
2014-12-12,-2.2307
2014-12-13,
2014-12-14,
2014-12-15,-0.2177
2014-12-16,-0.8634
2014-12-17,3.3113
2014-12-18,4.0852
2014-12-19,1.3528
2014-12-20,
2014-12-21,
2014-12-22,0.3512
2014-12-23,-0.8619
2014-12-24,-0.1633
2014-12-25,
2014-12-26,-0.0177
2014-12-27,
2014-12-28,
2014-12-29,-0.0486
2014-12-30,-0.2875
2014-12-31,-1.4335
2015-01-01,
2015-01-02,-0.2439
2015-01-03,
2015-01-04,
2015-01-05,-1.3221
2015-01-06,-2.23
2015-01-07,1.5018
2015-01-08,2.0714
2015-01-09,1.667
2015-01-10,
2015-01-11,
2015-01-12,-1.6931
2015-01-13,-0.8521
2015-01-14,-0.5577
2015-01-15,-3.7418
2015-01-16,1.595
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,0.2068
2015-01-21,0.0375
2015-01-22,-1.2567
2015-01-23,0.7693
2015-01-24,
2015-01-25,
2015-01-26,-4.8256
2015-01-27,-3.3175
2015-01-28,2.2534
2015-01-29,1.2321
2015-01-30,-3.7898
2015-01-31,
2015-02-01,
2015-02-02,1.2239
2015-02-03,2.3014
2015-02-04,3.3322
2015-02-05,0.0673
2015-02-06,-0.682
2015-02-07,
2015-02-08,
2015-02-09,-0.7737
2015-02-10,1.4425
2015-02-11,1.9312
2015-02-12,1.0369
2015-02-13,0.3918
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,-0.7806
2015-02-18,2.0886
2015-02-19,0.7706
2015-02-20,1.3383
2015-02-21,
2015-02-22,
2015-02-23,-0.1976
2015-02-24,-1.9083999999999999
2015-02-25,-2.5879
2015-02-26,1.1211
2015-02-27,-0.3354
2015-02-28,
2015-03-01,
2015-03-02,1.6825999999999999
2015-03-03,-2.9509
2015-03-04,-0.1989
2015-03-05,0.019
2015-03-06,-2.7045
2015-03-07,
2015-03-08,
2015-03-09,0.0488
2015-03-10,-3.1098
2015-03-11,-1.5091999999999999
2015-03-12,0.6844
2015-03-13,-1.3900000000000001
2015-03-14,
2015-03-15,
2015-03-16,1.0392
2015-03-17,-1.609
2015-03-18,1.3041
2015-03-19,1.4508
2015-03-20,1.148
2015-03-21,
2015-03-22,
2015-03-23,-0.7965
2015-03-24,-1.7061
2015-03-25,-3.3898
2015-03-26,-1.0357
2015-03-27,-0.9718
2015-03-28,
2015-03-29,
2015-03-30,0.2157
2015-03-31,-1.528
2015-04-01,1.4724
2015-04-02,0.7038
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,0.2043
2015-04-07,0.9872
2015-04-08,-0.2125
2015-04-09,0.1171
2015-04-10,1.9889000000000001
2015-04-11,
2015-04-12,
2015-04-13,-0.4067
2015-04-14,0.6911
2015-04-15,2.9898
2015-04-16,-1.2167
2015-04-17,1.6457000000000002
2015-04-18,
2015-04-19,
2015-04-20,2.1521
2015-04-21,-1.8704
2015-04-22,0.632
2015-04-23,-0.0399
2015-04-24,-0.5186
2015-04-25,
2015-04-26,
2015-04-27,-0.8521
2015-04-28,-1.0111
2015-04-29,-2.1144
2015-04-30,1.9931
2015-05-01,1.6268
2015-05-02,
2015-05-03,
2015-05-04,0.1762
2015-05-05,-2.7285
2015-05-06,-1.9837
2015-05-07,-0.0316
2015-05-08,1.7819
2015-05-09,
2015-05-10,
2015-05-11,-0.5024
2015-05-12,-0.0885
2015-05-13,0.0
2015-05-14,2.5531
2015-05-15,-0.752
2015-05-16,
2015-05-17,
2015-05-18,0.2048
2015-05-19,-2.3296
2015-05-20,-0.7951
2015-05-21,0.4429
2015-05-22,-0.021
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-2.1369
2015-05-27,1.2608
2015-05-28,5.1499
2015-05-29,-1.8845
2015-05-30,
2015-05-31,
2015-06-01,-0.2362
2015-06-02,-0.1853
2015-06-03,1.2274
2015-06-04,-2.7919
2015-06-05,-0.5556
2015-06-06,
2015-06-07,
2015-06-08,-2.3927
2015-06-09,-0.6048
2015-06-10,1.6949
2015-06-11,0.9188
2015-06-12,-1.5350000000000001
2015-06-13,
2015-06-14,
2015-06-15,-1.3547
2015-06-16,-0.7629
2015-06-17,1.0653
2015-06-18,0.4347
2015-06-19,-1.5148000000000001
2015-06-20,
2015-06-21,
2015-06-22,0.6372
2015-06-23,-3.2533
2015-06-24,-1.0043
2015-06-25,-2.029
2015-06-26,-1.7452
2015-06-27,
2015-06-28,
2015-06-29,-2.9485
2015-06-30,-3.7091
2015-07-01,1.3007
2015-07-02,1.8001
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-1.3046
2015-07-07,0.0063
2015-07-08,-1.8918
2015-07-09,-1.2259
2015-07-10,-0.3232
2015-07-11,
2015-07-12,
2015-07-13,0.7912
2015-07-14,0.8364
2015-07-15,0.4211
2015-07-16,0.2542
2015-07-17,0.0507
2015-07-18,
2015-07-19,
2015-07-20,-0.6968
2015-07-21,0.3955
2015-07-22,-0.216
2015-07-23,-0.7896
2015-07-24,-0.8216
2015-07-25,
2015-07-26,
2015-07-27,-0.9966
2015-07-28,1.6341999999999999
2015-07-29,1.2992
2015-07-30,9.7651
2015-07-31,-0.4396
2015-08-01,
2015-08-02,
2015-08-03,-0.244
2015-08-04,-1.7006000000000001
2015-08-05,0.3555
2015-08-06,-0.5904
2015-08-07,-0.8077
2015-08-08,
2015-08-09,
2015-08-10,1.7363
2015-08-11,-2.0833
2015-08-12,-0.0361
2015-08-13,-1.912
2015-08-14,1.1401
2015-08-15,
2015-08-16,
2015-08-17,1.3333
2015-08-18,-0.3469
2015-08-19,-1.9205
2015-08-20,-2.3498
2015-08-21,-0.4387
2015-08-22,
2015-08-23,
2015-08-24,-3.1722
2015-08-25,-2.2881
2015-08-26,4.6168
2015-08-27,3.5355
2015-08-28,-0.1597
2015-08-29,
2015-08-30,
2015-08-31,0.8366
2015-09-01,-1.8424
2015-09-02,0.8701
2015-09-03,0.801
2015-09-04,-2.176
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,4.8488
2015-09-09,-1.7997999999999998
2015-09-10,-1.3958
2015-09-11,-0.874
2015-09-12,
2015-09-13,
2015-09-14,0.1366
2015-09-15,0.124
2015-09-16,0.5202
2015-09-17,-0.5298
2015-09-18,-6.0201
2015-09-19,
2015-09-20,
2015-09-21,0.514
2015-09-22,-5.5206
2015-09-23,-0.8466
2015-09-24,-0.056
2015-09-25,-1.3025
2015-09-26,
2015-09-27,
2015-09-28,-3.1503
2015-09-29,1.641
2015-09-30,15.2371
2015-10-01,-1.9512
2015-10-02,1.99
2015-10-03,
2015-10-04,
2015-10-05,3.3988
2015-10-06,1.0713
2015-10-07,1.7707000000000002
2015-10-08,0.9232
2015-10-09,0.8561
2015-10-10,
2015-10-11,
2015-10-12,-1.1512
2015-10-13,-0.7529
2015-10-14,-1.3986
2015-10-15,-2.4883
2015-10-16,-1.9724
2015-10-17,
2015-10-18,
2015-10-19,1.2072
2015-10-20,-6.9831
2015-10-21,-4.5685
2015-10-22,-2.0717
2015-10-23,-0.8862
2015-10-24,
2015-10-25,
2015-10-26,-3.1439
2015-10-27,0.0149
2015-10-28,0.5211
2015-10-29,0.4443
2015-10-30,-1.4745
2015-10-31,
2015-11-01,
2015-11-02,1.5265
2015-11-03,1.0171
2015-11-04,0.0292
2015-11-05,-1.0212
2015-11-06,0.059
2015-11-07,
2015-11-08,
2015-11-09,-1.8854
2015-11-10,-4.5489
