date,PAYC UN Equity
2015-07-14,1.5625
2015-07-15,-0.7977
2015-07-16,0.8616
2015-07-17,-0.1424
2015-07-18,
2015-07-19,
2015-07-20,1.8820000000000001
2015-07-21,-0.4758
2015-07-22,0.4499
2015-07-23,0.6439
2015-07-24,-6.1196
2015-07-25,
2015-07-26,
2015-07-27,-6.3704
2015-07-28,-1.0443
2015-07-29,2.2066
2015-07-30,0.8135
2015-07-31,-0.6828
2015-08-01,
2015-08-02,
2015-08-03,-1.75
2015-08-04,1.9402
2015-08-05,18.0967
2015-08-06,-2.3514
2015-08-07,1.2175
2015-08-08,
2015-08-09,
2015-08-10,0.9088
2015-08-11,0.6887
2015-08-12,-1.2365
2015-08-13,0.9057
2015-08-14,1.2408
2015-08-15,
2015-08-16,
2015-08-17,6.6754
2015-08-18,-2.2244
2015-08-19,0.175
2015-08-20,-4.1428
2015-08-21,-1.2497
2015-08-22,
2015-08-23,
2015-08-24,-1.2391
2015-08-25,-1.4415
2015-08-26,3.467
2015-08-27,0.6021
2015-08-28,-0.3123
2015-08-29,
2015-08-30,
2015-08-31,0.6004
2015-09-01,-3.3472
2015-09-02,2.094
2015-09-03,-1.157
2015-09-04,-2.2346
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,3.3741
2015-09-09,-0.3422
2015-09-10,-0.2905
2015-09-11,1.7483
2015-09-12,
2015-09-13,
2015-09-14,0.9112
2015-09-15,4.7472
2015-09-16,-6.4039
2015-09-17,-0.1579
2015-09-18,-0.2899
2015-09-19,
2015-09-20,
2015-09-21,0.5287
2015-09-22,-0.7363
2015-09-23,0.7947
2015-09-24,-5.3088
2015-09-25,-4.7738
2015-09-26,
2015-09-27,
2015-09-28,-0.8452
2015-09-29,1.5579
2015-09-30,3.9363
2015-10-01,0.1949
2015-10-02,2.9739
2015-10-03,
2015-10-04,
2015-10-05,3.4818
2015-10-06,-0.4434
2015-10-07,3.2224
2015-10-08,-0.1015
2015-10-09,2.4644
2015-10-10,
2015-10-11,
2015-10-12,0.4215
2015-10-13,-2.7654
2015-10-14,0.9396
2015-10-15,1.6101
2015-10-16,3.6395
2015-10-17,
2015-10-18,
2015-10-19,-2.4367
2015-10-20,-5.5583
2015-10-21,-0.726
2015-10-22,0.888
2015-10-23,-2.4592
2015-10-24,
2015-10-25,
2015-10-26,-0.69
2015-10-27,-3.3672
2015-10-28,7.7434
2015-10-29,-0.1797
2015-10-30,-2.2628
2015-10-31,
2015-11-01,
2015-11-02,2.552
2015-11-03,0.4361
2015-11-04,16.8072
2015-11-05,-3.1271
2015-11-06,1.3093
2015-11-07,
2015-11-08,
2015-11-09,-3.164
2015-11-10,-0.7823
2015-11-11,0.9508
2015-11-12,1.8838
2015-11-13,-7.4634
2015-11-14,
2015-11-15,
2015-11-16,0.4386
2015-11-17,0.8734
2015-11-18,1.0101
2015-11-19,1.5
2015-11-20,-1.0321
2015-11-21,
2015-11-22,
2015-11-23,-1.0903
2015-11-24,2.4682
2015-11-25,1.0758
2015-11-26,
2015-11-27,1.0643
2015-11-28,
2015-11-29,
2015-11-30,-0.1832
2015-12-01,1.2385
2015-12-02,-6.1622
2015-12-03,-3.1627
2015-12-04,0.1247
2015-12-05,
2015-12-06,
2015-12-07,-1.6932
2015-12-08,-1.2158
2015-12-09,-2.8974
2015-12-10,2.1389
2015-12-11,-2.4819
2015-12-12,
2015-12-13,
2015-12-14,-0.6893
2015-12-15,3.2034
2015-12-16,-0.0259
2015-12-17,-1.9146
2015-12-18,-0.3693
2015-12-19,
2015-12-20,
2015-12-21,2.0122
2015-12-22,-0.0779
2015-12-23,1.9481000000000002
2015-12-24,-1.9108
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,0.0
2015-12-29,0.5714
2015-12-30,-1.0331
2015-12-31,-1.8006
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-4.4114
2016-01-05,-3.0581
2016-01-06,0.3441
2016-01-07,1.5718999999999999
2016-01-08,-6.4153
2016-01-09,
2016-01-10,
2016-01-11,-0.902
2016-01-12,0.8192
2016-01-13,-7.0117
2016-01-14,2.945
2016-01-15,0.6602
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,-3.0606
2016-01-20,-0.7088
2016-01-21,1.9468
2016-01-22,2.8007999999999997
2016-01-23,
2016-01-24,
2016-01-25,-3.2817
2016-01-26,-2.3688000000000002
2016-01-27,-5.6393
2016-01-28,1.5288
2016-01-29,3.1828
2016-01-30,
2016-01-31,
2016-02-01,3.9469
2016-02-02,-1.404
2016-02-03,-2.0388
2016-02-04,2.3125
2016-02-05,-14.401
2016-02-06,
2016-02-07,
2016-02-08,-8.5628
2016-02-09,-7.1782
2016-02-10,4.8
2016-02-11,3.3079
2016-02-12,-0.1232
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,7.0284
2016-02-17,4.6851
2016-02-18,2.0176
2016-02-19,0.5034
2016-02-20,
2016-02-21,
2016-02-22,4.7227
2016-02-23,0.1367
2016-02-24,3.0705999999999998
2016-02-25,0.1655
2016-02-26,5.2214
2016-02-27,
2016-02-28,
2016-02-29,0.1256
2016-03-01,3.9523
2016-03-02,0.3621
2016-03-03,-1.8942
2016-03-04,0.2452
2016-03-05,
2016-03-06,
2016-03-07,1.07
2016-03-08,-3.5693
2016-03-09,1.3488
2016-03-10,-2.2594
2016-03-11,1.4883
2016-03-12,
2016-03-13,
2016-03-14,2.1529
2016-03-15,-3.3903
2016-03-16,2.3712
2016-03-17,3.3663
2016-03-18,1.2847
2016-03-19,
2016-03-20,
2016-03-21,0.4425
2016-03-22,-0.3231
2016-03-23,-1.0312
2016-03-24,0.3275
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,1.1276
2016-03-29,2.7582
2016-03-30,0.6282
2016-03-31,1.0216
2016-04-01,-0.4775
2016-04-02,
2016-04-03,
2016-04-04,1.0443
2016-04-05,-3.8268
2016-04-06,3.1658
2016-04-07,-3.857
2016-04-08,0.4392
2016-04-09,
2016-04-10,
2016-04-11,-3.3819
2016-04-12,1.2674
2016-04-13,3.7545
2016-04-14,0.6605
2016-04-15,-0.9986
2016-04-16,
2016-04-17,
2016-04-18,2.3919
2016-04-19,3.1804
2016-04-20,0.5456
2016-04-21,1.6549
2016-04-22,-0.1601
2016-04-23,
2016-04-24,
2016-04-25,-2.1919
2016-04-26,1.4212
2016-04-27,2.2635
2016-04-28,0.8169
2016-04-29,-0.1307
2016-04-30,
2016-05-01,
2016-05-02,1.9367
2016-05-03,-1.7202
2016-05-04,4.6238
2016-05-05,-3.3958
2016-05-06,-3.1791
2016-05-07,
2016-05-08,
2016-05-09,2.8830999999999998
2016-05-10,2.8801
2016-05-11,-0.2018
2016-05-12,-1.8448
2016-05-13,1.1329
2016-05-14,
2016-05-15,
2016-05-16,1.7311999999999999
2016-05-17,-1.4014
2016-05-18,3.401
2016-05-19,-1.5464
2016-05-20,1.9197
2016-05-21,
2016-05-22,
2016-05-23,-0.2202
2016-05-24,2.1084
2016-05-25,-4.4178
2016-05-26,3.6172
2016-05-27,-0.9939
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,-0.9794
2016-06-01,1.5579
2016-06-02,0.073
2016-06-03,-0.365
2016-06-04,
2016-06-05,
2016-06-06,-0.3663
2016-06-07,1.2745
2016-06-08,0.7018
2016-06-09,-0.4807
2016-06-10,-0.8211
2016-06-11,
2016-06-12,
2016-06-13,0.2678
2016-06-14,0.5342
2016-06-15,1.7149999999999999
2016-06-16,-0.3087
2016-06-17,-0.2859
2016-06-18,
2016-06-19,
2016-06-20,1.3617
2016-06-21,0.4007
2016-06-22,-1.9952999999999999
2016-06-23,3.3772
2016-06-24,-5.3058
2016-06-25,
2016-06-26,
2016-06-27,-3.7925
2016-06-28,2.7213000000000003
2016-06-29,3.1196
2016-06-30,3.7455
2016-07-01,0.8563
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-0.413
2016-07-06,1.4747
2016-07-07,1.8392
2016-07-08,1.4047
2016-07-09,
2016-07-10,
2016-07-11,1.2533
2016-07-12,0.9555
2016-07-13,-1.8068
2016-07-14,1.3143
2016-07-15,-0.1081
2016-07-16,
2016-07-17,
2016-07-18,1.1039
2016-07-19,-0.8992
2016-07-20,2.3763
2016-07-21,-4.3469
2016-07-22,3.2649
2016-07-23,
2016-07-24,
2016-07-25,0.5127
2016-07-26,0.5313
2016-07-27,-0.0423
2016-07-28,0.846
2016-07-29,-0.9857
2016-07-30,
2016-07-31,
2016-08-01,1.2921
2016-08-02,-1.0038
2016-08-03,7.7102
2016-08-04,0.5884
2016-08-05,0.4094
2016-08-06,
2016-08-07,
2016-08-08,-1.4757
2016-08-09,-0.6504
2016-08-10,-0.5951
2016-08-11,0.5388
2016-08-12,0.794
2016-08-13,
2016-08-14,
2016-08-15,0.8665
2016-08-16,-0.9957
2016-08-17,-2.6029999999999998
2016-08-18,0.081
2016-08-19,-0.9104
2016-08-20,
2016-08-21,
2016-08-22,0.3471
2016-08-23,1.6684
2016-08-24,1.0006
2016-08-25,1.2681
2016-08-26,0.3326
2016-08-27,
2016-08-28,
2016-08-29,-0.195
2016-08-30,0.5471
2016-08-31,-0.2332
2016-09-01,0.0195
2016-09-02,1.4606
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-0.1919
2016-09-07,0.8077
2016-09-08,-0.744
2016-09-09,-4.8626000000000005
2016-09-10,
2016-09-11,
2016-09-12,1.1515
2016-09-13,-3.8746
2016-09-14,-0.1247
2016-09-15,1.6018
2016-09-16,-0.5733
2016-09-17,
2016-09-18,
2016-09-19,-2.883
2016-09-20,-1.3571
2016-09-21,3.0095
2016-09-22,4.8414
2016-09-23,-0.4976
2016-09-24,
2016-09-25,
2016-09-26,0.8802
2016-09-27,1.2889
2016-09-28,-1.1942
2016-09-29,-0.9511
2016-09-30,0.2801
2016-10-01,
2016-10-02,
2016-10-03,-0.4389
2016-10-04,-1.1421000000000001
2016-10-05,-1.0336
2016-10-06,2.2118
2016-10-07,-0.541
2016-10-08,
2016-10-09,
2016-10-10,1.7526000000000002
2016-10-11,-2.3362
2016-10-12,0.6487
2016-10-13,0.5639
2016-10-14,-0.4606
2016-10-15,
2016-10-16,
2016-10-17,0.2414
2016-10-18,0.3814
2016-10-19,-1.7397
2016-10-20,-0.7937
2016-10-21,2.5026
2016-10-22,
2016-10-23,
2016-10-24,4.943
2016-10-25,-0.9153
2016-10-26,-0.4426
2016-10-27,-2.0878
2016-10-28,1.9546000000000001
2016-10-29,
2016-10-30,
2016-10-31,0.1743
2016-11-01,0.5219
2016-11-02,-15.961500000000001
2016-11-03,-1.3043
2016-11-04,-0.3478
2016-11-05,
2016-11-06,
2016-11-07,3.7925
2016-11-08,2.3986
2016-11-09,-7.3774
2016-11-10,-6.9723
2016-11-11,5.4878
2016-11-12,
2016-11-13,
2016-11-14,0.6021
2016-11-15,-0.4549
2016-11-16,3.9442
2016-11-17,0.3933
2016-11-18,0.9219
2016-11-19,
2016-11-20,
2016-11-21,-0.1827
2016-11-22,-1.304
2016-11-23,0.3245
2016-11-24,
2016-11-25,0.0924
2016-11-26,
2016-11-27,
2016-11-28,-1.2696
2016-11-29,2.2212
2016-11-30,2.6304
2016-12-01,-5.0368
2016-12-02,2.1826
2016-12-03,
2016-12-04,
2016-12-05,1.9752
2016-12-06,3.4685
2016-12-07,1.6761
2016-12-08,0.2783
2016-12-09,0.1708
2016-12-10,
2016-12-11,
2016-12-12,-1.8968
2016-12-13,-1.1514
2016-12-14,-0.3077
2016-12-15,-1.4771
2016-12-16,2.7523
2016-12-17,
2016-12-18,
2016-12-19,1.1324
2016-12-20,-0.3015
2016-12-21,-1.2095
2016-12-22,-2.5361000000000002
2016-12-23,2.5122999999999998
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,2.6258
2016-12-28,-1.6844000000000001
2016-12-29,0.0434
2016-12-30,-1.3874
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,2.1543
2017-01-04,1.8721999999999999
2017-01-05,-0.7182
2017-01-06,1.0426
2017-01-07,
2017-01-08,
2017-01-09,1.9162
2017-01-10,-0.3926
2017-01-11,1.2031
2017-01-12,-1.4346999999999999
2017-01-13,1.31
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-1.6831
2017-01-18,0.3549
2017-01-19,-0.3953
2017-01-20,2.7359999999999998
2017-01-21,
2017-01-22,
2017-01-23,1.4231
2017-01-24,0.8619
2017-01-25,-0.6161
2017-01-26,-2.7794
2017-01-27,1.2135
2017-01-28,
2017-01-29,
2017-01-30,-4.369
2017-01-31,-1.7425000000000002
2017-02-01,-4.9957
2017-02-02,0.8878
2017-02-03,3.7681
2017-02-04,
2017-02-05,
2017-02-06,-3.0224
2017-02-07,1.7936999999999999
2017-02-08,-0.3084
2017-02-09,13.3893
2017-02-10,1.968
2017-02-11,
2017-02-12,
2017-02-13,-0.9364
2017-02-14,0.6944
2017-02-15,1.1303
2017-02-16,-0.7009
2017-02-17,1.8314
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,-0.5058
2017-02-22,0.8285
2017-02-23,0.9524
2017-02-24,2.2937
2017-02-25,
2017-02-26,
2017-02-27,-1.0669
2017-02-28,-1.6085
2017-03-01,3.4925
2017-03-02,-0.9155
2017-03-03,2.3551
2017-03-04,
2017-03-05,
2017-03-06,0.3009
2017-03-07,0.1412
2017-03-08,-1.2687
2017-03-09,-0.3213
2017-03-10,0.5909
2017-03-11,
2017-03-12,
2017-03-13,0.4984
2017-03-14,-0.7085
2017-03-15,0.446
2017-03-16,0.4972
2017-03-17,-0.2121
2017-03-18,
2017-03-19,
2017-03-20,-0.0531
2017-03-21,-2.7817
2017-03-22,0.7472
2017-03-23,-2.1527
2017-03-24,1.5715
2017-03-25,
2017-03-26,
2017-03-27,1.6928
2017-03-28,1.0918
2017-03-29,0.8676
2017-03-30,0.3862
2017-03-31,0.5595
2017-04-01,
2017-04-02,
2017-04-03,0.4869
2017-04-04,0.398
2017-04-05,-1.3444
2017-04-06,1.153
2017-04-07,-0.0864
2017-04-08,
2017-04-09,
2017-04-10,-0.7779
2017-04-11,0.9756
2017-04-12,-0.1553
2017-04-13,-0.2246
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,1.0218
2017-04-18,1.2172
2017-04-19,0.6775
2017-04-20,0.0841
2017-04-21,-0.353
2017-04-22,
2017-04-23,
2017-04-24,1.2483
2017-04-25,0.7997
2017-04-26,-0.876
2017-04-27,0.8004
2017-04-28,-0.3309
2017-04-29,
2017-04-30,
2017-05-01,0.8465
2017-05-02,-0.395
2017-05-03,4.5935
2017-05-04,0.4423
2017-05-05,1.7930000000000001
2017-05-06,
2017-05-07,
2017-05-08,0.618
2017-05-09,-0.9982
2017-05-10,-0.031
2017-05-11,-0.5741
2017-05-12,1.4513
2017-05-13,
2017-05-14,
2017-05-15,0.6153
2017-05-16,0.2446
2017-05-17,-3.6145
2017-05-18,1.6139000000000001
2017-05-19,1.0433
2017-05-20,
2017-05-21,
2017-05-22,0.1695
2017-05-23,-0.6154
2017-05-24,0.7585
2017-05-25,1.2598
2017-05-26,0.0759
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,0.1819
2017-05-31,-0.9685
2017-06-01,2.552
2017-06-02,1.1325
2017-06-03,
2017-06-04,
2017-06-05,0.663
2017-06-06,-0.2488
2017-06-07,0.719
2017-06-08,0.539
2017-06-09,-4.9993
2017-06-10,
2017-06-11,
2017-06-12,1.5406
2017-06-13,1.397
2017-06-14,-1.363
2017-06-15,2.1929
2017-06-16,1.94
2017-06-17,
2017-06-18,
2017-06-19,2.1338
2017-06-20,-0.6917
2017-06-21,1.7484
2017-06-22,0.2934
2017-06-23,1.7273
2017-06-24,
2017-06-25,
2017-06-26,-1.7252999999999998
2017-06-27,-3.2883
2017-06-28,0.4466
2017-06-29,-3.1268
2017-06-30,1.2881
2017-07-01,
2017-07-02,
2017-07-03,-3.5375
2017-07-04,
2017-07-05,1.1062
2017-07-06,-0.4496
2017-07-07,1.8368
2017-07-08,
2017-07-09,
2017-07-10,-0.8131
2017-07-11,1.6992
2017-07-12,2.301
2017-07-13,-1.8911
2017-07-14,0.3797
2017-07-15,
2017-07-16,
2017-07-17,0.3782
2017-07-18,0.5362
2017-07-19,0.3171
2017-07-20,0.661
2017-07-21,-0.5853
2017-07-22,
2017-07-23,
2017-07-24,2.9581
2017-07-25,-1.0042
2017-07-26,-0.2959
2017-07-27,-2.1337
2017-07-28,1.7326000000000001
2017-07-29,
2017-07-30,
2017-07-31,-0.5251
2017-08-01,1.5694
2017-08-02,-4.3265
2017-08-03,1.8793
2017-08-04,0.1297
2017-08-05,
2017-08-06,
2017-08-07,0.734
2017-08-08,-0.1286
2017-08-09,-0.5293
2017-08-10,-2.0279
2017-08-11,1.2331
2017-08-12,
2017-08-13,
2017-08-14,3.0017
2017-08-15,0.7039
2017-08-16,-0.1678
2017-08-17,-1.3443
2017-08-18,-0.2839
2017-08-19,
2017-08-20,
2017-08-21,1.452
2017-08-22,3.606
2017-08-23,0.1896
2017-08-24,-0.7029
2017-08-25,-0.9393
2017-08-26,
2017-08-27,
2017-08-28,-0.0412
2017-08-29,-1.1136
2017-08-30,1.9741
2017-08-31,1.7178
2017-09-01,0.2144
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-0.1605
2017-09-06,-1.8218
2017-09-07,0.7777
2017-09-08,-0.3114
2017-09-09,
2017-09-10,
2017-09-11,2.2274
2017-09-12,-0.7174
2017-09-13,0.2542
2017-09-14,0.0534
2017-09-15,-0.2268
2017-09-16,
2017-09-17,
2017-09-18,0.3878
