date,WRK UN Equity
2015-11-28,
2015-11-29,
2015-11-30,0.4364
2015-12-01,0.7703
2015-12-02,-1.274
2015-12-03,0.3176
2015-12-04,-0.2177
2015-12-05,
2015-12-06,
2015-12-07,-2.8957
2015-12-08,-1.9607999999999999
2015-12-09,0.1042
2015-12-10,-2.3725
2015-12-11,-2.4515000000000002
2015-12-12,
2015-12-13,
2015-12-14,-3.5183999999999997
2015-12-15,-1.3136999999999999
2015-12-16,3.0985
2015-12-17,-0.1113
2015-12-18,-1.7384
2015-12-19,
2015-12-20,
2015-12-21,0.8846
2015-12-22,-0.9892
2015-12-23,3.3379
2015-12-24,0.0
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,0.2637
2015-12-29,0.526
2015-12-30,-0.2398
2015-12-31,-0.3059
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-0.2192
2016-01-05,-0.0659
2016-01-06,-2.7698
2016-01-07,-0.9948
2016-01-08,-4.2475
2016-01-09,
2016-01-10,
2016-01-11,-5.1753
2016-01-12,-3.5463
2016-01-13,-1.0169
2016-01-14,1.4226
2016-01-15,-3.7662
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,-1.5924
2016-01-20,-1.1245
2016-01-21,0.9986
2016-01-22,3.6528
2016-01-23,
2016-01-24,
2016-01-25,-14.9179
2016-01-26,-0.0934
2016-01-27,1.6209
2016-01-28,-2.9141
2016-01-29,11.4692
2016-01-30,
2016-01-31,
2016-02-01,-0.7653
2016-02-02,-4.7129
2016-02-03,-0.1499
2016-02-04,3.3624
2016-02-05,-2.9916
2016-02-06,
2016-02-07,
2016-02-08,-3.6228
2016-02-09,1.5533000000000001
2016-02-10,-2.952
2016-02-11,-4.4976
2016-02-12,3.6406
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,1.5469
2016-02-17,3.8083
2016-02-18,0.0611
2016-02-19,-3.5747
2016-02-20,
2016-02-21,
2016-02-22,2.5032
2016-02-23,0.711
2016-02-24,-0.8287
2016-02-25,0.3405
2016-02-26,3.5163
2016-02-27,
2016-02-28,
2016-02-29,0.6257
2016-03-01,4.8268
2016-03-02,4.2373
2016-03-03,2.1138
2016-03-04,-2.4416
2016-03-05,
2016-03-06,
2016-03-07,-1.4146
2016-03-08,-2.4283
2016-03-09,0.6787
2016-03-10,-1.573
2016-03-11,5.4795
2016-03-12,
2016-03-13,
2016-03-14,2.868
2016-03-15,-2.6302
2016-03-16,2.6202
2016-03-17,3.6852
2016-03-18,0.1015
2016-03-19,
2016-03-20,
2016-03-21,1.7246000000000001
2016-03-22,0.1995
2016-03-23,-2.4633
2016-03-24,-1.7092
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,-0.1817
2016-03-29,1.3001
2016-03-30,-1.8224
2016-03-31,2.0392
2016-04-01,0.4356
2016-04-02,
2016-04-03,
2016-04-04,-3.4694
2016-04-05,-3.6205
2016-04-06,2.4129
2016-04-07,-0.9371
2016-04-08,0.5135
2016-04-09,
2016-04-10,
2016-04-11,0.1076
2016-04-12,1.9071
2016-04-13,3.0838
2016-04-14,-2.0455
2016-04-15,0.8092
2016-04-16,
2016-04-17,
2016-04-18,1.0098
2016-04-19,1.9995
2016-04-20,-0.6032
2016-04-21,-0.354
2016-04-22,3.3748
2016-04-23,
2016-04-24,
2016-04-25,-2.4546
2016-04-26,2.6673
2016-04-27,2.0343
2016-04-28,0.2883
2016-04-29,0.2395
2016-04-30,
2016-05-01,
2016-05-02,-1.2664
2016-05-03,-3.364
2016-05-04,-1.4901
2016-05-05,3.1571
2016-05-06,1.7666
2016-05-07,
2016-05-08,
2016-05-09,1.6381000000000001
2016-05-10,2.0688
2016-05-11,0.8249
2016-05-12,-0.6311
2016-05-13,0.1176
2016-05-14,
2016-05-15,
2016-05-16,3.2345
2016-05-17,-4.1887
2016-05-18,-1.5011999999999999
2016-05-19,-1.0695000000000001
2016-05-20,2.4324
2016-05-21,
2016-05-22,
2016-05-23,0.3958
2016-05-24,1.682
2016-05-25,1.8351
2016-05-26,-0.203
2016-05-27,1.1699
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,-0.4274
2016-06-01,-0.0505
2016-06-02,0.7072
2016-06-03,-0.3261
2016-06-04,
2016-06-05,
2016-06-06,1.2582
2016-06-07,-0.1988
2016-06-08,0.7719
2016-06-09,-0.4201
2016-06-10,-3.2258
2016-06-11,
2016-06-12,
2016-06-13,-2.641
2016-06-14,-0.3424
2016-06-15,1.4006
2016-06-16,1.4855
2016-06-17,2.0288
2016-06-18,
2016-06-19,
2016-06-20,2.5673
2016-06-21,0.3681
2016-06-22,-1.0758
2016-06-23,2.5952
2016-06-24,-7.0344
2016-06-25,
2016-06-26,
2016-06-27,-7.0485
2016-06-28,3.903
2016-06-29,1.905
2016-06-30,2.3433
2016-07-01,0.4631
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-5.1472
2016-07-06,1.0259
2016-07-07,-0.6948
2016-07-08,3.7406
2016-07-09,
2016-07-10,
2016-07-11,0.8301
2016-07-12,2.2382
2016-07-13,-0.3271
2016-07-14,1.5148000000000001
2016-07-15,5.72
2016-07-16,
2016-07-17,
2016-07-18,1.7408000000000001
2016-07-19,-0.763
2016-07-20,1.5377
2016-07-21,-0.6654
2016-07-22,-0.3696
2016-07-23,
2016-07-24,
2016-07-25,-0.6724
2016-07-26,1.8441
2016-07-27,-0.8939
2016-07-28,-1.087
2016-07-29,0.3273
2016-07-30,
2016-07-31,
2016-08-01,-2.3072
2016-08-02,-2.1708
2016-08-03,2.2921
2016-08-04,4.2193
2016-08-05,0.8234
2016-08-06,
2016-08-07,
2016-08-08,-0.1588
2016-08-09,-0.409
2016-08-10,0.924
2016-08-11,3.2148
2016-08-12,-1.7671999999999999
2016-08-13,
2016-08-14,
2016-08-15,-1.0569
2016-08-16,1.9545
2016-08-17,1.4043999999999999
2016-08-18,0.1759
2016-08-19,-0.3511
2016-08-20,
2016-08-21,
2016-08-22,-2.3343
2016-08-23,0.7441
2016-08-24,-0.47
2016-08-25,5.8466000000000005
2016-08-26,2.082
2016-08-27,
2016-08-28,
2016-08-29,1.1238
2016-08-30,-0.1029
2016-08-31,-1.3185
2016-09-01,1.2735
2016-09-02,0.0825
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,0.5767
2016-09-07,0.512
2016-09-08,-1.8134000000000001
2016-09-09,-3.5277
2016-09-10,
2016-09-11,
2016-09-12,1.7208
2016-09-13,-1.5436999999999999
2016-09-14,-1.2671999999999999
2016-09-15,1.2182
2016-09-16,2.5575
2016-09-17,
2016-09-18,
2016-09-19,-0.1048
2016-09-20,-0.902
2016-09-21,2.2227
2016-09-22,0.145
2016-09-23,0.0827
2016-09-24,
2016-09-25,
2016-09-26,-1.4668999999999999
2016-09-27,-0.1887
2016-09-28,0.2941
2016-09-29,-0.9007
2016-09-30,2.4731
2016-10-01,
2016-10-02,
2016-10-03,-0.5569
2016-10-04,-0.7052
2016-10-05,-2.7784
2016-10-06,1.9553
2016-10-07,-2.0021
2016-10-08,
2016-10-09,
2016-10-10,1.0323
2016-10-11,-2.8097
2016-10-12,0.7446
2016-10-13,-2.0652
2016-10-14,3.6848
2016-10-15,
2016-10-16,
2016-10-17,1.884
2016-10-18,0.4413
2016-10-19,1.7782
2016-10-20,-3.5766
2016-10-21,-1.0019
2016-10-22,
2016-10-23,
2016-10-24,1.6581000000000001
2016-10-25,-0.5295
2016-10-26,-0.0213
2016-10-27,-1.3206
2016-10-28,-0.3669
2016-10-29,
2016-10-30,
2016-10-31,0.065
2016-11-01,-1.9052
2016-11-02,1.1476
2016-11-03,-0.4582
2016-11-04,1.6002
2016-11-05,
2016-11-06,
2016-11-07,-2.3301
2016-11-08,0.9278
2016-11-09,4.3773
2016-11-10,1.4468
2016-11-11,-0.8888
2016-11-12,
2016-11-13,
2016-11-14,3.0657
2016-11-15,0.4654
2016-11-16,0.7855
2016-11-17,0.2798
2016-11-18,0.9843
2016-11-19,
2016-11-20,
2016-11-21,0.378
2016-11-22,0.5351
2016-11-23,0.2563
2016-11-24,
2016-11-25,0.4915
2016-11-26,
2016-11-27,
2016-11-28,-0.3717
2016-11-29,-0.0589
2016-11-30,0.6092
2016-12-01,-0.5469
2016-12-02,0.1767
2016-12-03,
2016-12-04,
2016-12-05,0.9998
2016-12-06,0.4852
2016-12-07,1.9703
2016-12-08,-0.1137
2016-12-09,-0.531
2016-12-10,
2016-12-11,
2016-12-12,-2.6311
2016-12-13,0.0979
2016-12-14,0.6847
2016-12-15,1.7292
2016-12-16,0.6875
2016-12-17,
2016-12-18,
2016-12-19,-0.7777
2016-12-20,0.325
2016-12-21,-0.3049
2016-12-22,-1.5099
2016-12-23,0.6986
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,0.7323
2016-12-28,-1.4157
2016-12-29,0.1552
2016-12-30,-1.6276000000000002
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,0.8864
2017-01-04,1.5032999999999999
2017-01-05,0.4616
2017-01-06,0.4978
2017-01-07,
2017-01-08,
2017-01-09,-0.5525
2017-01-10,-0.2299
2017-01-11,0.672
2017-01-12,-0.4196
2017-01-13,0.2681
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-1.7001
2017-01-18,0.4275
2017-01-19,-0.774
2017-01-20,1.8136
2017-01-21,
2017-01-22,
2017-01-23,1.8195999999999999
2017-01-24,1.6742
2017-01-25,2.9047
2017-01-26,-2.1575
2017-01-27,-0.9372
2017-01-28,
2017-01-29,
2017-01-30,-0.2782
2017-01-31,-0.744
2017-02-01,-0.2811
2017-02-02,0.8457
2017-02-03,1.2486
2017-02-04,
2017-02-05,
2017-02-06,-0.2393
2017-02-07,-0.5535
2017-02-08,0.9647
2017-02-09,-3.1655
2017-02-10,0.325
2017-02-11,
2017-02-12,
2017-02-13,0.4192
2017-02-14,1.556
2017-02-15,0.6353
2017-02-16,0.8726
2017-02-17,-3.0738
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,2.2218
2017-02-22,-1.1889
2017-02-23,0.282
2017-02-24,0.1687
2017-02-25,
2017-02-26,
2017-02-27,0.5615
2017-02-28,-0.0186
2017-03-01,1.5636999999999999
2017-03-02,-0.9348
2017-03-03,-0.0185
2017-03-04,
2017-03-05,
2017-03-06,-3.4789
2017-03-07,-2.4156
2017-03-08,0.7859
2017-03-09,-0.7212
2017-03-10,0.6087
2017-03-11,
2017-03-12,
2017-03-13,0.1561
2017-03-14,-0.8769
2017-03-15,1.8085
2017-03-16,1.2744
2017-03-17,-0.1335
2017-03-18,
2017-03-19,
2017-03-20,1.3555
2017-03-21,-3.0326
2017-03-22,1.9037
2017-03-23,0.8578
2017-03-24,-0.9639
2017-03-25,
2017-03-26,
2017-03-27,-1.5267
2017-03-28,2.4419
2017-03-29,-1.5702
2017-03-30,1.0186
2017-03-31,-1.0084
2017-04-01,
2017-04-02,
2017-04-03,-1.5375999999999999
2017-04-04,0.6246
2017-04-05,0.097
2017-04-06,0.5233
2017-04-07,-1.5230000000000001
2017-04-08,
2017-04-09,
2017-04-10,0.2153
2017-04-11,-0.3907
2017-04-12,-2.275
2017-04-13,-0.9833
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,1.6417000000000002
2017-04-18,0.9571
2017-04-19,4.4835
2017-04-20,0.3403
2017-04-21,-0.113
2017-04-22,
2017-04-23,
2017-04-24,1.8860999999999999
2017-04-25,0.6294
2017-04-26,-1.3061
2017-04-27,1.1929
2017-04-28,-1.3446
2017-04-29,
2017-04-30,
2017-05-01,1.0269
2017-05-02,0.1478
2017-05-03,0.3691
2017-05-04,0.2223
2017-05-05,1.6818
2017-05-06,
2017-05-07,
2017-05-08,-0.7452
2017-05-09,-2.1974
2017-05-10,1.3106
2017-05-11,0.3142
2017-05-12,-1.1054
2017-05-13,
2017-05-14,
2017-05-15,0.5961
2017-05-16,-0.3889
2017-05-17,-3.0675
2017-05-18,-1.0549
2017-05-19,0.7753
2017-05-20,
2017-05-21,
2017-05-22,0.6155
2017-05-23,0.7456
2017-05-24,3.055
2017-05-25,1.8045
2017-05-26,-0.2532
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,-0.1813
2017-05-31,-1.1444
2017-06-01,1.5619
2017-06-02,-0.3076
2017-06-03,
2017-06-04,
2017-06-05,-0.8167
2017-06-06,-0.9698
2017-06-07,2.9933
2017-06-08,-0.5023
2017-06-09,3.3177
2017-06-10,
2017-06-11,
2017-06-12,-0.0524
2017-06-13,0.3667
2017-06-14,-1.183
2017-06-15,0.9859
2017-06-16,0.2266
2017-06-17,
2017-06-18,
2017-06-19,0.8001
2017-06-20,-1.2252
2017-06-21,-0.4542
2017-06-22,-0.2282
2017-06-23,0.8091
2017-06-24,
2017-06-25,
2017-06-26,-0.4886
2017-06-27,-0.5436
2017-06-28,-0.0529
2017-06-29,-0.6703
2017-06-30,0.6216
2017-07-01,
2017-07-02,
2017-07-03,0.8119
2017-07-04,
2017-07-05,0.0
2017-07-06,-1.2429999999999999
2017-07-07,1.5955
2017-07-08,
2017-07-09,
2017-07-10,1.71
2017-07-11,-0.7205
2017-07-12,1.3133
2017-07-13,1.8079
2017-07-14,-0.067
2017-07-15,
2017-07-16,
2017-07-17,0.1341
2017-07-18,-1.0213
2017-07-19,0.6428
2017-07-20,-0.9916
2017-07-21,-0.3565
2017-07-22,
2017-07-23,
2017-07-24,-0.1363
2017-07-25,0.3582
2017-07-26,-1.1559
2017-07-27,0.9802
2017-07-28,-2.3842
2017-07-29,
2017-07-30,
2017-07-31,0.1745
2017-08-01,0.6095
2017-08-02,-0.2077
2017-08-03,-1.8387
2017-08-04,1.3077
2017-08-05,
2017-08-06,
2017-08-07,-0.2965
2017-08-08,-1.0497
2017-08-09,-0.0354
2017-08-10,-1.6209
2017-08-11,0.688
2017-08-12,
2017-08-13,
2017-08-14,1.6724
2017-08-15,-0.4068
2017-08-16,1.7581
2017-08-17,-2.1466
2017-08-18,0.3924
2017-08-19,
2017-08-20,
2017-08-21,-3.482
2017-08-22,0.9203
2017-08-23,-0.4195
2017-08-24,0.1465
2017-08-25,1.0059
2017-08-26,
2017-08-27,
2017-08-28,-0.1086
2017-08-29,0.1631
2017-08-30,1.5925
2017-08-31,1.3716
2017-09-01,1.7923
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.8816000000000002
2017-09-06,-0.088
2017-09-07,-0.5635
2017-09-08,0.0
2017-09-09,
2017-09-10,
2017-09-11,2.2667
2017-09-12,0.381
2017-09-13,-1.104
2017-09-14,0.157
2017-09-15,0.2438
2017-09-16,
2017-09-17,
2017-09-18,0.3127
2017-09-19,-0.6928
2017-09-20,1.587
2017-09-21,-1.0987
2017-09-22,-3.3675
2017-09-23,
2017-09-24,
2017-09-25,-0.8263
2017-09-26,0.7064
2017-09-27,1.3129
2017-09-28,0.7989
2017-09-29,-0.0881
2017-09-30,
2017-10-01,
2017-10-02,2.3621
2017-10-03,-0.0172
2017-10-04,0.2239
2017-10-05,-0.5156
2017-10-06,0.4837
2017-10-07,
2017-10-08,
2017-10-09,0.6361
2017-10-10,0.7345
2017-10-11,-0.6783
2017-10-12,0.239
2017-10-13,0.2555
2017-10-14,
2017-10-15,
2017-10-16,0.4587
2017-10-17,0.7949
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,1.5604
2017-10-21,
2017-10-22,
2017-10-23,0.38
2017-10-24,0.5102
2017-10-25,-0.1637
2017-10-26,-0.8201
2017-10-27,0.5953
2017-10-28,
2017-10-29,
2017-10-30,-0.8384
2017-10-31,1.6743999999999999
2017-11-01,0.0
2017-11-02,-2.4621
2017-11-03,0.2173
2017-11-04,
2017-11-05,
2017-11-06,-1.1343
2017-11-07,-0.5399
2017-11-08,0.6616
2017-11-09,0.2022
2017-11-10,-0.6268
2017-11-11,
2017-11-12,
2017-11-13,0.3069
2017-11-14,-0.3059
2017-11-15,0.1705
2017-11-16,0.6637
2017-11-17,0.5917
2017-11-18,
2017-11-19,
2017-11-20,-1.7647
2017-11-21,0.3593
2017-11-22,0.2216
2017-11-23,
2017-11-24,0.1191
2017-11-25,
2017-11-26,
2017-11-27,-0.2888
2017-11-28,1.0053
2017-11-29,1.6532
2017-11-30,3.5679
2017-12-01,-0.016
2017-12-02,
2017-12-03,
2017-12-04,1.7147000000000001
2017-12-05,-0.2521
2017-12-06,0.1737
2017-12-07,0.2208
2017-12-08,1.3531
2017-12-09,
2017-12-10,
2017-12-11,0.0
2017-12-12,-0.7451
2017-12-13,0.563
2017-12-14,-2.7216
2017-12-15,0.8953
2017-12-16,
2017-12-17,
2017-12-18,1.1884000000000001
2017-12-19,-0.7203
2017-12-20,0.5205
2017-12-21,0.1726
2017-12-22,-0.1723
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,-0.7532
2017-12-27,-0.2688
2017-12-28,0.1902
2017-12-29,0.0158
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,2.373
2018-01-03,1.0663
2018-01-04,2.5076
2018-01-05,0.4027
2018-01-06,
2018-01-07,
2018-01-08,0.6685
2018-01-09,-0.5313
2018-01-10,0.0148
2018-01-11,1.2609
2018-01-12,1.3771
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-0.737
2018-01-17,0.8444
2018-01-18,-1.7901
2018-01-19,1.661
2018-01-20,
2018-01-21,
2018-01-22,-0.5495
2018-01-23,-0.5379
2018-01-24,0.497
2018-01-25,0.4945
2018-01-26,1.7079
2018-01-27,
2018-01-28,
2018-01-29,-2.6469
2018-01-30,-0.3654
2018-01-31,-2.2447
2018-02-01,-0.5253
2018-02-02,1.4484
2018-02-03,
2018-02-04,
2018-02-05,-4.878
2018-02-06,0.9225
2018-02-07,-0.2014
2018-02-08,-5.4176
2018-02-09,2.2977
2018-02-10,
2018-02-11,
2018-02-12,1.5081
2018-02-13,0.2529
2018-02-14,1.3716
2018-02-15,1.6174
2018-02-16,2.1722
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,-1.8245
2018-02-21,0.0307
2018-02-22,0.2303
2018-02-23,1.2713999999999999
2018-02-24,
2018-02-25,
2018-02-26,1.8454000000000002
2018-02-27,-0.9951
2018-02-28,-1.3501
2018-03-01,-1.2013
2018-03-02,0.6618
2018-03-03,
2018-03-04,
2018-03-05,0.9174
2018-03-06,0.6061
2018-03-07,-0.3012
2018-03-08,-0.2266
2018-03-09,1.5443
2018-03-10,
2018-03-11,
2018-03-12,-0.0298
2018-03-13,-0.0597
2018-03-14,-1.2088
2018-03-15,0.4683
2018-03-16,-0.2105
2018-03-17,
2018-03-18,
2018-03-19,-2.3354
2018-03-20,-0.3703
2018-03-21,0.4026
2018-03-22,-3.2387
2018-03-23,-2.7096
2018-03-24,
2018-03-25,
2018-03-26,4.5708
2018-03-27,-0.5953
2018-03-28,-0.4571
2018-03-29,1.5991
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-3.4596
2018-04-03,1.9693
2018-04-04,1.0923
2018-04-05,0.9239
2018-04-06,-2.7929
2018-04-07,
2018-04-08,
2018-04-09,0.5587
2018-04-10,2.4762
2018-04-11,-0.4802
2018-04-12,0.9183
2018-04-13,0.2468
2018-04-14,
2018-04-15,
2018-04-16,0.5538
2018-04-17,1.1322
2018-04-18,0.3933
2018-04-19,0.3767
2018-04-20,-0.5104
2018-04-21,
2018-04-22,
2018-04-23,0.1509
2018-04-24,-2.5162
2018-04-25,0.6182
2018-04-26,-1.1521
2018-04-27,-5.5322
2018-04-28,
2018-04-29,
2018-04-30,-2.6814
2018-05-01,1.1156
2018-05-02,-2.1063
2018-05-03,0.4952
2018-05-04,1.6945999999999999
2018-05-05,
2018-05-06,
2018-05-07,0.9931
2018-05-08,0.1833
2018-05-09,0.6155
2018-05-10,0.1157
2018-05-11,0.7927
2018-05-12,
2018-05-13,
2018-05-14,0.2949
2018-05-15,-0.5718
2018-05-16,1.6924000000000001
2018-05-17,0.6302
2018-05-18,-0.3051
2018-05-19,
2018-05-20,
2018-05-21,-1.1274
2018-05-22,-0.0489
2018-05-23,-0.9615
2018-05-24,-0.181
2018-05-25,-1.154
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-1.5510000000000002
2018-05-30,1.2367
2018-05-31,-1.4726
2018-06-01,2.106
2018-06-02,
2018-06-03,
2018-06-04,0.9315
2018-06-05,0.1483
2018-06-06,0.2304
2018-06-07,-0.5746
2018-06-08,0.6605
2018-06-09,
2018-06-10,
2018-06-11,0.7874
2018-06-12,0.6185
2018-06-13,-2.1352
2018-06-14,0.0
2018-06-15,-1.1405
2018-06-16,
2018-06-17,
2018-06-18,-0.6855
2018-06-19,-1.532
2018-06-20,-0.0513
2018-06-21,-1.7448000000000001
2018-06-22,0.9227
2018-06-23,
2018-06-24,
2018-06-25,0.4485
2018-06-26,0.0687
2018-06-27,-1.3043
2018-06-28,-0.8172
2018-06-29,-0.0351
2018-06-30,
2018-07-01,
2018-07-02,-0.1578
2018-07-03,-0.5972
2018-07-04,
2018-07-05,0.2121
2018-07-06,0.3703
2018-07-07,
2018-07-08,
2018-07-09,1.3528
2018-07-10,0.728
2018-07-11,-1.3939
2018-07-12,1.0297
2018-07-13,-0.7773
2018-07-14,
2018-07-15,
2018-07-16,-0.6964
2018-07-17,0.4383
2018-07-18,0.6109
2018-07-19,0.2602
2018-07-20,-0.5018
2018-07-21,
2018-07-22,
2018-07-23,-0.5565
2018-07-24,0.4897
2018-07-25,-0.4003
2018-07-26,-1.4678
2018-07-27,-0.4788
2018-07-28,
2018-07-29,
2018-07-30,2.0848
2018-07-31,1.2044
2018-08-01,-1.4833
2018-08-02,-2.9937
2018-08-03,0.7399
2018-08-04,
2018-08-05,
2018-08-06,0.842
2018-08-07,0.7639
2018-08-08,-0.9697
2018-08-09,-0.3205
2018-08-10,-1.0079
2018-08-11,
2018-08-12,
2018-08-13,-0.5273
2018-08-14,2.1751
2018-08-15,-1.6816
2018-08-16,0.2911
2018-08-17,0.3628
2018-08-18,
2018-08-19,
2018-08-20,0.5061
2018-08-21,-0.1799
2018-08-22,-1.1892
2018-08-23,-0.0365
2018-08-24,1.058
2018-08-25,
2018-08-26,
2018-08-27,1.2455
2018-08-28,-0.6775
2018-08-29,0.4129
2018-08-30,-0.7329
2018-08-31,-0.8104
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-1.7066
2018-09-05,1.9209
2018-09-06,-0.5437
2018-09-07,0.1822
2018-09-08,
2018-09-09,
2018-09-10,1.0913
2018-09-11,-0.5398
2018-09-12,-0.3437
2018-09-13,0.7624
2018-09-14,0.5585
2018-09-15,
2018-09-16,
2018-09-17,0.2329
2018-09-18,0.3753
2018-09-19,0.8013
2018-09-20,0.4063
2018-09-21,-0.8973
2018-09-22,
2018-09-23,
2018-09-24,-1.5622
2018-09-25,-2.3084
2018-09-26,-0.8861
2018-09-27,-0.298
2018-09-28,-0.1681
2018-09-29,
2018-09-30,
2018-10-01,0.2994
2018-10-02,-0.4291
2018-10-03,-2.9417
2018-10-04,-0.4054
2018-10-05,-1.9965000000000002
2018-10-06,
2018-10-07,
2018-10-08,-2.8283
2018-10-09,-7.8974
2018-10-10,-3.5801
2018-10-11,-3.8506
2018-10-12,1.5733000000000001
2018-10-13,
2018-10-14,
2018-10-15,-0.6102
2018-10-16,1.7946
2018-10-17,0.0928
2018-10-18,-1.066
2018-10-19,-0.4919
2018-10-20,
2018-10-21,
2018-10-22,-5.2024
2018-10-23,3.3027
2018-10-24,-3.774
2018-10-25,3.7972
2018-10-26,0.0
2018-10-27,
2018-10-28,
2018-10-29,-1.4681
2018-10-30,4.6409
2018-10-31,0.3035
2018-11-01,4.1657
2018-11-02,-0.2011
2018-11-03,
2018-11-04,
2018-11-05,1.567
2018-11-06,2.9976000000000003
2018-11-07,0.1498
2018-11-08,0.0107
2018-11-09,-1.165
2018-11-10,
2018-11-11,
2018-11-12,-2.2266
2018-11-13,1.2056
2018-11-14,0.5074
2018-11-15,-0.2853
2018-11-16,1.5849
2018-11-17,
2018-11-18,
2018-11-19,-0.1733
2018-11-20,-0.738
2018-11-21,-0.3936
2018-11-22,
2018-11-23,-0.5049
2018-11-24,
2018-11-25,
2018-11-26,2.4492
2018-11-27,0.28
2018-11-28,-0.2363
2018-11-29,-0.2153
