date,TER UW Equity
2019-03-15,3.0303
2019-03-16,
2019-03-17,
2019-03-18,-0.173
2019-03-19,0.3714
2019-03-20,-2.368
2019-03-21,2.3497
2019-03-22,-2.2217000000000002
2019-03-23,
2019-03-24,
2019-03-25,-0.2525
2019-03-26,0.734
2019-03-27,-1.2563
2019-03-28,-0.2036
2019-03-29,1.5808
2019-03-30,
2019-03-31,
2019-04-01,4.8695
2019-04-02,0.5744
2019-04-03,3.7601
2019-04-04,0.0688
2019-04-05,1.1918
2019-04-06,
2019-04-07,
2019-04-08,0.3624
2019-04-09,-1.3767
2019-04-10,0.5034
2019-04-11,-0.7058
2019-04-12,1.2153
2019-04-13,
2019-04-14,
2019-04-15,-0.4531
2019-04-16,2.7082
2019-04-17,-0.6204
2019-04-18,-0.0892
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,0.0893
2019-04-23,-0.5797
2019-04-24,7.625
2019-04-25,0.3334
2019-04-26,1.2669000000000001
2019-04-27,
2019-04-28,
2019-04-29,0.6973
2019-04-30,-0.2037
2019-05-01,-0.5306
2019-05-02,0.4514
2019-05-03,0.96
2019-05-04,
2019-05-05,
2019-05-06,-1.7196
2019-05-07,-0.9469
2019-05-08,0.1455
2019-05-09,-0.4565
2019-05-10,0.5837
2019-05-11,
2019-05-12,
2019-05-13,-5.1606
2019-05-14,1.0271
2019-05-15,1.2113
2019-05-16,0.3847
2019-05-17,-2.278
2019-05-18,
2019-05-19,
2019-05-20,-4.5098
2019-05-21,0.2053
2019-05-22,-0.9563
2019-05-23,-2.7356
2019-05-24,-0.9927
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,-0.4774
2019-05-29,1.7308
2019-05-30,0.5435
2019-05-31,-0.9636
2019-06-01,
2019-06-02,
2019-06-03,0.3797
2019-06-04,4.7754
2019-06-05,0.4964
2019-06-06,0.7858
2019-06-07,0.7129
2019-06-08,
2019-06-09,
2019-06-10,3.7602
2019-06-11,0.9593
2019-06-12,-4.0329
2019-06-13,-0.7921
2019-06-14,-2.3509
2019-06-15,
2019-06-16,
2019-06-17,0.1363
2019-06-18,3.9238
2019-06-19,-0.7639
2019-06-20,1.6055000000000001
2019-06-21,-0.3247
2019-06-22,
2019-06-23,
2019-06-24,0.3909
2019-06-25,-1.6872
2019-06-26,1.0781
2019-06-27,1.5455
2019-06-28,2.701
2019-06-29,
2019-06-30,
2019-07-01,1.9203000000000001
2019-07-02,-2.6212999999999997
2019-07-03,-0.5258
2019-07-04,
2019-07-05,-0.8245
2019-07-06,
2019-07-07,
2019-07-08,-0.5543
2019-07-09,-0.6431
2019-07-10,-0.9277
2019-07-11,-1.4155
2019-07-12,2.1869
2019-07-13,
2019-07-14,
2019-07-15,0.4756
2019-07-16,-2.8399
2019-07-17,-0.155
2019-07-18,2.6835
2019-07-19,-0.7343
2019-07-20,
2019-07-21,
2019-07-22,1.9146999999999998
2019-07-23,2.6687
2019-07-24,20.4824
2019-07-25,-3.5209
2019-07-26,0.805
2019-07-27,
2019-07-28,
2019-07-29,2.2005
2019-07-30,-0.3994
2019-07-31,-2.8417
2019-08-01,-1.6688
2019-08-02,-2.427
2019-08-03,
2019-08-04,
2019-08-05,-3.2542
2019-08-06,-0.9086
2019-08-07,-1.5802
2019-08-08,3.8651999999999997
2019-08-09,-0.4389
2019-08-10,
2019-08-11,
2019-08-12,0.1533
2019-08-13,2.5455
2019-08-14,-4.274
2019-08-15,1.4428
2019-08-16,1.7682
2019-08-17,
2019-08-18,
2019-08-19,0.3211
2019-08-20,-0.113
2019-08-21,0.6973
2019-08-22,0.4118
2019-08-23,-3.0941
2019-08-24,
2019-08-25,
2019-08-26,0.8848
2019-08-27,-0.9152
2019-08-28,-0.3464
2019-08-29,1.6606
2019-08-30,0.6078
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-1.2649
2019-09-04,2.7389
2019-09-05,4.2506
2019-09-06,0.2861
2019-09-07,
2019-09-08,
2019-09-09,2.3538
2019-09-10,-0.9582
2019-09-11,1.5831
2019-09-12,-0.6234
2019-09-13,0.7841
2019-09-14,
2019-09-15,
2019-09-16,0.1729
2019-09-17,0.1036
2019-09-18,0.8621
2019-09-19,0.4103
2019-09-20,-0.9023
2019-09-21,
2019-09-22,
2019-09-23,0.859
2019-09-24,-0.9538
2019-09-25,2.184
2019-09-26,-0.3366
2019-09-27,-3.0733
2019-09-28,
2019-09-29,
2019-09-30,0.8885
2019-10-01,0.3454
2019-10-02,-1.3251
2019-10-03,1.9009
2019-10-04,2.61
2019-10-05,
2019-10-06,
2019-10-07,-0.9757
2019-10-08,-2.2402
2019-10-09,3.1185
2019-10-10,0.0501
2019-10-11,2.171
2019-10-12,
2019-10-13,
2019-10-14,-0.9235
2019-10-15,1.7734999999999999
2019-10-16,-2.318
2019-10-17,0.083
2019-10-18,-2.2882
2019-10-19,
2019-10-20,
2019-10-21,1.9175
2019-10-22,-1.5152
2019-10-23,2.6205
2019-10-24,3.9703
2019-10-25,0.8081
2019-10-26,
2019-10-27,
2019-10-28,0.6916
2019-10-29,-0.6869
2019-10-30,-1.3361
2019-10-31,-2.4693
2019-11-01,1.9111
2019-11-02,
2019-11-03,
2019-11-04,0.7694
2019-11-05,-0.4454
2019-11-06,0.679
2019-11-07,-0.7062
2019-11-08,1.5023
2019-11-09,
2019-11-10,
2019-11-11,0.8818
2019-11-12,1.7325
2019-11-13,0.7364
2019-11-14,-0.1371
2019-11-15,1.8300999999999998
2019-11-16,
2019-11-17,
2019-11-18,-2.4861
2019-11-19,-1.4591
2019-11-20,-0.4832
2019-11-21,-3.242
2019-11-22,0.2914
2019-11-23,
2019-11-24,
2019-11-25,2.6307
2019-11-26,0.2673
2019-11-27,0.4712
2019-11-28,
2019-11-29,-2.1573
2019-11-30,
2019-12-01,
2019-12-02,-0.0799
2019-12-03,-1.4391
2019-12-04,1.7197
2019-12-05,-0.0638
2019-12-06,2.0428
2019-12-07,
2019-12-08,
2019-12-09,-0.6569
2019-12-10,0.8659
2019-12-11,2.3256
2019-12-12,1.2965
2019-12-13,0.4216
2019-12-14,
2019-12-15,
2019-12-16,2.4441
2019-12-17,0.2927
2019-12-18,-0.1751
2019-12-19,0.2339
2019-12-20,1.1522999999999999
2019-12-21,
2019-12-22,
2019-12-23,-0.4037
2019-12-24,-0.1158
2019-12-25,
2019-12-26,0.9277
2019-12-27,-0.7037
2019-12-28,
2019-12-29,
2019-12-30,-0.5496
2019-12-31,-0.829
2020-01-01,
2020-01-02,2.1851
2020-01-03,-2.0809
2020-01-04,
2020-01-05,
2020-01-06,-2.1691
2020-01-07,2.2022
2020-01-08,0.1173
2020-01-09,-0.0586
2020-01-10,-0.4834
2020-01-11,
2020-01-12,
2020-01-13,1.9726
2020-01-14,1.4436
2020-01-15,-1.5939
2020-01-16,1.9523000000000001
2020-01-17,-0.2979
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,1.7926
2020-01-22,2.8512
2020-01-23,3.5603
2020-01-24,-5.393
2020-01-25,
2020-01-26,
2020-01-27,-3.62
2020-01-28,2.3888
2020-01-29,-1.5812
2020-01-30,-1.678
2020-01-31,-4.154
2020-02-01,
2020-02-02,
2020-02-03,2.7428
2020-02-04,3.9381
2020-02-05,1.1494
2020-02-06,0.1263
2020-02-07,-2.6902
2020-02-08,
2020-02-09,
2020-02-10,1.5838999999999999
2020-02-11,2.6223
2020-02-12,0.9669
2020-02-13,-0.7114
2020-02-14,-3.3343
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,-3.9481
2020-02-19,0.8755
2020-02-20,0.0147
2020-02-21,-2.7839
2020-02-22,
2020-02-23,
2020-02-24,-3.2121
2020-02-25,-3.5221999999999998
2020-02-26,-0.3245
2020-02-27,-4.9162
2020-02-28,0.5992
2020-02-29,
2020-03-01,
2020-03-02,2.9442
2020-03-03,-3.3394
2020-03-04,6.8411
2020-03-05,-2.9614000000000003
2020-03-06,-2.8044000000000002
2020-03-07,
2020-03-08,
2020-03-09,-6.5173
2020-03-10,7.1350999999999996
2020-03-11,-6.9988
2020-03-12,-9.2019
2020-03-13,9.4321
2020-03-14,
2020-03-15,
2020-03-16,-11.7
2020-03-17,7.4143
2020-03-18,-10.711500000000001
2020-03-19,1.7757
2020-03-20,-5.766
2020-03-21,
2020-03-22,
2020-03-23,3.7932
2020-03-24,14.901
2020-03-25,2.6884
2020-03-26,6.0288
2020-03-27,-4.6253
2020-03-28,
2020-03-29,
2020-03-30,0.711
2020-03-31,-1.937
2020-04-01,-3.7475
2020-04-02,2.4741
2020-04-03,-1.0668
2020-04-04,
2020-04-05,
2020-04-06,11.9939
2020-04-07,-0.0169
2020-04-08,6.0652
2020-04-09,-2.5964
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-0.3107
2020-04-14,3.855
2020-04-15,-3.4908
2020-04-16,4.5172
2020-04-17,-0.047
2020-04-18,
2020-04-19,
2020-04-20,-2.1307
2020-04-21,-2.4652
2020-04-22,3.0362999999999998
2020-04-23,-2.5167
2020-04-24,1.3072
2020-04-25,
2020-04-26,
2020-04-27,2.8226
2020-04-28,-0.8784
2020-04-29,6.5358
2020-04-30,-7.1004
2020-05-01,-7.4992
2020-05-02,
2020-05-03,
2020-05-04,1.2619
2020-05-05,1.4681
2020-05-06,1.7833
2020-05-07,3.1901
2020-05-08,4.2608
2020-05-09,
2020-05-10,
2020-05-11,-3.0419
2020-05-12,-2.868
2020-05-13,-2.5612
2020-05-14,2.7792
2020-05-15,-7.3302
2020-05-16,
2020-05-17,
2020-05-18,6.6091999999999995
2020-05-19,0.7749
2020-05-20,3.9431000000000003
2020-05-21,-2.8176
2020-05-22,1.6359
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,3.5060000000000002
2020-05-27,4.2251
2020-05-28,-4.4829
2020-05-29,3.8104
2020-05-30,
2020-05-31,
2020-06-01,0.2089
2020-06-02,3.4098
2020-06-03,4.1325
2020-06-04,1.203
2020-06-05,4.8777
2020-06-06,
2020-06-07,
2020-06-08,-2.4231
2020-06-09,-0.0467
2020-06-10,1.8901
2020-06-11,-7.1709
2020-06-12,1.3275000000000001
2020-06-13,
2020-06-14,
2020-06-15,3.9303
2020-06-16,3.2989
2020-06-17,1.8045
2020-06-18,1.5175
2020-06-19,3.9442
2020-06-20,
2020-06-21,
2020-06-22,1.3293
2020-06-23,-0.1312
2020-06-24,-2.8421
2020-06-25,4.265
2020-06-26,-3.5129
2020-06-27,
2020-06-28,
2020-06-29,1.1973
2020-06-30,2.0283
2020-07-01,-1.8933
2020-07-02,2.0142
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,4.1972
2020-07-07,-2.0311
2020-07-08,1.6331
2020-07-09,0.8091
2020-07-10,-1.2209
2020-07-11,
2020-07-12,
2020-07-13,-0.6065
2020-07-14,-0.2763
2020-07-15,-0.0924
2020-07-16,-0.4969
2020-07-17,0.3717
2020-07-18,
2020-07-19,
2020-07-20,3.8417
2020-07-21,-0.0223
2020-07-22,-0.2564
2020-07-23,-3.7881
2020-07-24,-2.9849
2020-07-25,
2020-07-26,
2020-07-27,5.7345
2020-07-28,-1.4946
2020-07-29,2.0345
2020-07-30,-0.1802
2020-07-31,0.395
2020-08-01,
2020-08-02,
2020-08-03,1.4613
2020-08-04,-0.8088
2020-08-05,1.251
2020-08-06,0.2317
2020-08-07,-3.621
2020-08-08,
2020-08-09,
2020-08-10,-0.5367
2020-08-11,-0.9529
2020-08-12,3.9179
2020-08-13,0.3681
2020-08-14,0.0889
2020-08-15,
2020-08-16,
2020-08-17,2.1319
2020-08-18,-0.8154
2020-08-19,-1.0852
2020-08-20,-1.6733
2020-08-21,-0.8227
2020-08-22,
2020-08-23,
2020-08-24,1.2386
2020-08-25,1.3694
2020-08-26,-0.4872
2020-08-27,-5.6637
2020-08-28,1.1205
2020-08-29,
2020-08-30,
2020-08-31,-0.8865
2020-09-01,0.4472
2020-09-02,3.6555
2020-09-03,-7.2875
2020-09-04,-4.0644
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,-3.9059
2020-09-09,1.7741
2020-09-10,-1.8603
2020-09-11,-0.6893
2020-09-12,
2020-09-13,
2020-09-14,2.536
2020-09-15,0.4947
2020-09-16,-1.1269
2020-09-17,1.7162
2020-09-18,-1.6358000000000001
2020-09-19,
2020-09-20,
2020-09-21,0.7202
2020-09-22,-0.468
2020-09-23,-1.5021
2020-09-24,1.1802
2020-09-25,1.8545
2020-09-26,
2020-09-27,
2020-09-28,1.9108
2020-09-29,0.8333
2020-09-30,-0.5009
2020-10-01,2.3156
2020-10-02,-3.2964
2020-10-03,
2020-10-04,
2020-10-05,3.3198
2020-10-06,-0.1477
2020-10-07,1.4548
2020-10-08,0.2309
2020-10-09,4.3889
2020-10-10,
2020-10-11,
2020-10-12,0.6156
2020-10-13,1.1543
2020-10-14,-0.7988
2020-10-15,0.4141
2020-10-16,-0.8019
2020-10-17,
2020-10-18,
2020-10-19,0.0924
2020-10-20,1.4653
2020-10-21,4.6964
2020-10-22,-1.2273
2020-10-23,1.1656
2020-10-24,
2020-10-25,
2020-10-26,-2.6196
2020-10-27,-2.3775
2020-10-28,-2.1953
2020-10-29,3.5071
2020-10-30,-0.7793
2020-10-31,
2020-11-01,
2020-11-02,2.1059
2020-11-03,0.1449
2020-11-04,6.7015
2020-11-05,3.6202
2020-11-06,0.9464
2020-11-07,
2020-11-08,
2020-11-09,1.2667
2020-11-10,-3.3291
2020-11-11,3.0871
2020-11-12,-0.6918
2020-11-13,1.8014000000000001
2020-11-14,
2020-11-15,
2020-11-16,4.7805
2020-11-17,-1.1849
2020-11-18,-1.0292
2020-11-19,1.5741
2020-11-20,-0.1315
2020-11-21,
2020-11-22,
2020-11-23,1.8715000000000002
2020-11-24,0.7109
2020-11-25,-0.5964
2020-11-26,
2020-11-27,0.9784
2020-11-28,
2020-11-29,
2020-11-30,0.8592
2020-12-01,4.3321
2020-12-02,-1.0076
2020-12-03,-0.1931
2020-12-04,2.0134
2020-12-05,
2020-12-06,
2020-12-07,0.9739
2020-12-08,1.2888
2020-12-09,-3.9184
2020-12-10,1.4559
2020-12-11,-0.268
2020-12-12,
2020-12-13,
2020-12-14,1.5689
2020-12-15,2.782
2020-12-16,-0.5563
2020-12-17,-0.3507
2020-12-18,1.039
2020-12-19,
2020-12-20,
2020-12-21,-0.7132
2020-12-22,-0.9688
2020-12-23,-1.1048
2020-12-24,1.3815
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,-0.9674
2020-12-29,-0.4502
2020-12-30,2.6365
2020-12-31,-0.3325
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,-0.5839
2021-01-05,1.9297
2021-01-06,0.7573
2021-01-07,6.127
2021-01-08,1.7243
2021-01-09,
2021-01-10,
2021-01-11,2.6863
2021-01-12,1.0243
2021-01-13,-0.7805
2021-01-14,1.7424
2021-01-15,-0.7876
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,2.4253
2021-01-20,-1.4364
2021-01-21,1.176
2021-01-22,-1.6329
2021-01-23,
2021-01-24,
2021-01-25,1.5657999999999999
2021-01-26,-1.4346
