date,TRIP UW Equity
2012-05-06,
2012-05-07,1.9154
2012-05-08,0.5614
2012-05-09,-1.2621
2012-05-10,0.3196
2012-05-11,2.2543
2012-05-12,
2012-05-13,
2012-05-14,-0.2157
2012-05-15,2.4256
2012-05-16,2.3212
2012-05-17,-5.9808
2012-05-18,-0.9018
2012-05-19,
2012-05-20,
2012-05-21,3.7137000000000002
2012-05-22,1.0908
2012-05-23,5.9113
2012-05-24,-1.6611
2012-05-25,1.3514
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,0.5778
2012-05-30,-4.6399
2012-05-31,-0.6487
2012-06-01,-4.3377
2012-06-02,
2012-06-03,
2012-06-04,1.1458
2012-06-05,-0.9641
2012-06-06,4.624
2012-06-07,-3.0705
2012-06-08,3.2397
2012-06-09,
2012-06-10,
2012-06-11,-0.186
2012-06-12,4.844
2012-06-13,-3.5318
2012-06-14,1.4276
2012-06-15,0.7491
2012-06-16,
2012-06-17,
2012-06-18,1.1492
2012-06-19,-1.448
2012-06-20,-2.1474
2012-06-21,-0.6468
2012-06-22,5.8591
2012-06-23,
2012-06-24,
2012-06-25,-3.2067
2012-06-26,-0.1361
2012-06-27,0.9316
2012-06-28,-1.891
2012-06-29,2.547
2012-06-30,
2012-07-01,
2012-07-02,2.9313000000000002
2012-07-03,0.1087
2012-07-04,
2012-07-05,0.4777
2012-07-06,0.1945
2012-07-07,
2012-07-08,
2012-07-09,-1.9845000000000002
2012-07-10,-1.4965
2012-07-11,-1.0724
2012-07-12,-0.9033
2012-07-13,4.4895
2012-07-14,
2012-07-15,
2012-07-16,0.6543
2012-07-17,-1.3651
2012-07-18,-0.2197
2012-07-19,-0.6165
2012-07-20,-0.5317
2012-07-21,
2012-07-22,
2012-07-23,1.5813000000000001
2012-07-24,-4.692
2012-07-25,-16.7702
2012-07-26,-3.0956
2012-07-27,0.9983
2012-07-28,
2012-07-29,
2012-07-30,1.6944
2012-07-31,3.8878
2012-08-01,-2.2454
2012-08-02,-0.9844
2012-08-03,1.298
2012-08-04,
2012-08-05,
2012-08-06,3.626
2012-08-07,1.7101
2012-08-08,-4.8888
2012-08-09,-1.6046
2012-08-10,-2.9851
2012-08-11,
2012-08-12,
2012-08-13,-4.5014
2012-08-14,-1.074
2012-08-15,2.4125
2012-08-16,-0.3239
2012-08-17,-1.1817
2012-08-18,
2012-08-19,
2012-08-20,1.1659
2012-08-21,0.6206
2012-08-22,-0.3231
2012-08-23,-1.1786
2012-08-24,1.5206
2012-08-25,
2012-08-26,
2012-08-27,-0.2349
2012-08-28,0.8537
2012-08-29,-0.1459
2012-08-30,-1.4616
2012-08-31,-0.8009
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,3.6184
2012-09-05,2.1645
2012-09-06,0.1412
2012-09-07,0.4513
2012-09-08,
2012-09-09,
2012-09-10,-0.8986
2012-09-11,0.255
2012-09-12,-0.3674
2012-09-13,3.0922
2012-09-14,-0.7705
2012-09-15,
2012-09-16,
2012-09-17,-0.6933
2012-09-18,-3.0159
2012-09-19,0.4895
2012-09-20,-1.2034
2012-09-21,0.145
2012-09-22,
2012-09-23,
2012-09-24,-2.3458
2012-09-25,0.0593
2012-09-26,-1.4819
2012-09-27,0.5415
2012-09-28,-1.4662
2012-09-29,
2012-09-30,
2012-10-01,-3.0064
2012-10-02,1.4089
2012-10-03,-0.8336
2012-10-04,3.9851
2012-10-05,0.2695
2012-10-06,
2012-10-07,
2012-10-08,0.2389
2012-10-09,-3.1278
2012-10-10,-0.9225
2012-10-11,-3.3209
2012-10-12,0.2247
2012-10-13,
2012-10-14,
2012-10-15,0.8648
2012-10-16,-0.9844
2012-10-17,-0.2886
2012-10-18,-1.6726
2012-10-19,-2.0936
2012-10-20,
2012-10-21,
2012-10-22,2.5727
2012-10-23,2.6059
2012-10-24,-0.3175
2012-10-25,-1.9745
2012-10-26,-1.6569
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,0.0661
2012-11-01,-2.9052
2012-11-02,19.2792
2012-11-03,
2012-11-04,
2012-11-05,-1.7959
2012-11-06,-1.7997
2012-11-07,0.4138
2012-11-08,0.5593
2012-11-09,0.4391
2012-11-10,
2012-11-11,
2012-11-12,1.9527999999999999
2012-11-13,1.6009
2012-11-14,0.2814
2012-11-15,2.6936
2012-11-16,3.8251
2012-11-17,
2012-11-18,
2012-11-19,0.4211
2012-11-20,-2.3061
2012-11-21,0.3219
2012-11-22,
2012-11-23,1.6042999999999998
2012-11-24,
2012-11-25,
2012-11-26,-0.2105
2012-11-27,-0.3956
2012-11-28,0.3442
2012-11-29,-0.0792
2012-11-30,0.845
2012-12-01,
2012-12-02,
2012-12-03,-1.2831000000000001
2012-12-04,-0.4509
2012-12-05,2.2382
2012-12-06,2.3977
2012-12-07,-1.7816
2012-12-08,
2012-12-09,
2012-12-10,-0.5183
2012-12-11,6.5642
2012-12-12,4.2777
2012-12-13,0.1172
2012-12-14,-2.435
2012-12-15,
2012-12-16,
2012-12-17,4.2717
2012-12-18,-1.0587
2012-12-19,0.977
2012-12-20,-0.9445
2012-12-21,-2.3952999999999998
2012-12-22,
2012-12-23,
2012-12-24,0.6671
2012-12-25,
2012-12-26,-1.0888
2012-12-27,0.335
2012-12-28,-1.4071
2012-12-29,
2012-12-30,
2012-12-31,1.4998
2013-01-01,
2013-01-02,5.2431
2013-01-03,-0.5435
2013-01-04,0.4554
2013-01-05,
2013-01-06,
2013-01-07,2.2665
2013-01-08,-0.7979
2013-01-09,-0.9607
2013-01-10,-1.8949
2013-01-11,1.1267
2013-01-12,
2013-01-13,
2013-01-14,0.3865
2013-01-15,0.0
2013-01-16,-0.4077
2013-01-17,0.2729
2013-01-18,-0.9299
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,1.4652
2013-01-23,1.1733
2013-01-24,-0.0446
2013-01-25,2.5435
2013-01-26,
2013-01-27,
2013-01-28,1.1532
2013-01-29,-1.2691
2013-01-30,-0.8279
2013-01-31,1.6696
2013-02-01,0.0432
2013-02-02,
2013-02-03,
2013-02-04,-1.4255
2013-02-05,2.6292999999999997
2013-02-06,0.3416
2013-02-07,-0.3191
2013-02-08,0.3629
2013-02-09,
2013-02-10,
2013-02-11,-1.6801
2013-02-12,0.9301
2013-02-13,0.5144
2013-02-14,-7.1429
2013-02-15,1.9977
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,-2.0261
2013-02-20,-1.7463
2013-02-21,0.421
2013-02-22,2.1192
2013-02-23,
2013-02-24,
2013-02-25,-0.4789
2013-02-26,0.2062
2013-02-27,3.5216
2013-02-28,0.4197
2013-03-01,0.352
2013-03-02,
2013-03-03,
2013-03-04,-0.2411
2013-03-05,4.7682
2013-03-06,1.9924
2013-03-07,4.0304
2013-03-08,0.8697
2013-03-09,
2013-03-10,
2013-03-11,0.7251
2013-03-12,-0.4864
2013-03-13,2.4242
2013-03-14,0.3818
2013-03-15,-0.2662
2013-03-16,
2013-03-17,
2013-03-18,-0.0381
2013-03-19,-0.2479
2013-03-20,1.74
2013-03-21,-2.7438000000000002
2013-03-22,1.4493
2013-03-23,
2013-03-24,
2013-03-25,-0.4952
2013-03-26,0.3828
2013-03-27,-0.4577
2013-03-28,0.613
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-1.5613000000000001
2013-04-02,-2.3017
2013-04-03,-2.7717
2013-04-04,0.8349
2013-04-05,-1.2924
2013-04-06,
2013-04-07,
2013-04-08,-0.4092
2013-04-09,-0.8012
2013-04-10,3.6861
2013-04-11,3.6349
2013-04-12,1.1562999999999999
2013-04-13,
2013-04-14,
2013-04-15,-1.7718
2013-04-16,2.6765
2013-04-17,-1.4734
2013-04-18,-1.6296
2013-04-19,-0.4288
2013-04-20,
2013-04-21,
2013-04-22,0.0
2013-04-23,2.3684
2013-04-24,-1.8164
2013-04-25,3.2327
2013-04-26,1.3394
2013-04-27,
2013-04-28,
2013-04-29,-1.21
2013-04-30,-0.9233
2013-05-01,-0.8939
2013-05-02,2.6866
2013-05-03,3.3452
2013-05-04,
2013-05-05,
2013-05-06,-0.2351
2013-05-07,-0.29
2013-05-08,-4.5809999999999995
2013-05-09,-0.9526
2013-05-10,3.5584
2013-05-11,
2013-05-12,
2013-05-13,1.7645
2013-05-14,5.877
2013-05-15,2.3272
2013-05-16,-0.5559
2013-05-17,1.4399
2013-05-18,
2013-05-19,
2013-05-20,4.5925
2013-05-21,-0.463
2013-05-22,-1.3314
2013-05-23,0.8942
2013-05-24,-0.5962
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,4.2308
2013-05-29,-1.1509
2013-05-30,0.6765
2013-05-31,0.7814
2013-06-01,
2013-06-02,
2013-06-03,-3.768
2013-06-04,0.2095
2013-06-05,-1.0773
2013-06-06,0.829
2013-06-07,3.2565
2013-06-08,
2013-06-09,
2013-06-10,0.4059
2013-06-11,-0.6997
2013-06-12,-1.0648
2013-06-13,2.1051
2013-06-14,-1.1781
2013-06-15,
2013-06-16,
2013-06-17,0.9569
2013-06-18,-0.7924
2013-06-19,-0.1253
2013-06-20,-3.5282999999999998
2013-06-21,-2.0156
2013-06-22,
2013-06-23,
2013-06-24,0.6967
2013-06-25,1.3674
2013-06-26,0.6176
2013-06-27,-1.7283
2013-06-28,0.0493
2013-06-29,
2013-06-30,
2013-07-01,0.3286
2013-07-02,-1.3755
2013-07-03,0.9298
2013-07-04,
2013-07-05,1.4969999999999999
2013-07-06,
2013-07-07,
2013-07-08,2.3663
2013-07-09,-0.665
2013-07-10,-1.2591999999999999
2013-07-11,-2.4374000000000002
2013-07-12,1.0093
2013-07-13,
2013-07-14,
2013-07-15,-0.9828
2013-07-16,0.2812
2013-07-17,0.7753
2013-07-18,1.9316
2013-07-19,-2.6498
2013-07-20,
2013-07-21,
2013-07-22,0.0495
2013-07-23,0.0165
2013-07-24,0.7913
2013-07-25,16.2905
2013-07-26,4.0084
2013-07-27,
2013-07-28,
2013-07-29,-0.8925
2013-07-30,-0.0273
2013-07-31,2.3884
2013-08-01,1.173
2013-08-02,-0.1449
2013-08-03,
2013-08-04,
2013-08-05,2.9291
2013-08-06,1.6280000000000001
2013-08-07,-1.6271
2013-08-08,2.2054
2013-08-09,1.5431
2013-08-10,
2013-08-11,
2013-08-12,0.3954
2013-08-13,-0.3692
2013-08-14,-9.1527
2013-08-15,-4.1196
2013-08-16,0.6665
2013-08-17,
2013-08-18,
2013-08-19,-2.437
2013-08-20,0.7941
2013-08-21,0.5587
2013-08-22,1.4386999999999999
2013-08-23,0.9268
2013-08-24,
2013-08-25,
2013-08-26,0.5287
2013-08-27,-1.6609
2013-08-28,2.069
2013-08-29,2.289
2013-08-30,-0.2831
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,-0.2028
2013-09-04,1.2463
2013-09-05,-0.0937
2013-09-06,-0.75
2013-09-07,
2013-09-08,
2013-09-09,0.5262
2013-09-10,-2.5235
2013-09-11,1.6111
2013-09-12,0.9486
2013-09-13,-2.2419000000000002
2013-09-14,
2013-09-15,
2013-09-16,-0.3021
2013-09-17,0.4545
2013-09-18,1.4672
2013-09-19,0.3649
2013-09-20,1.1445
2013-09-21,
2013-09-22,
2013-09-23,-1.0916
2013-09-24,1.3458999999999999
2013-09-25,-0.6906
2013-09-26,0.6954
2013-09-27,0.7304
2013-09-28,
2013-09-29,
2013-09-30,-0.0132
2013-10-01,3.5074
2013-10-02,1.4777
2013-10-03,-1.2553
2013-10-04,-0.3178
2013-10-05,
2013-10-06,
2013-10-07,-3.2649
2013-10-08,-5.4713
2013-10-09,-1.4365
2013-10-10,2.2640000000000002
2013-10-11,2.4076
2013-10-12,
2013-10-13,
2013-10-14,1.3512
2013-10-15,-1.5198
2013-10-16,1.5297
2013-10-17,-3.0267
2013-10-18,-1.1825
2013-10-19,
2013-10-20,
2013-10-21,3.1167
2013-10-22,1.8620999999999999
2013-10-23,-0.3709
2013-10-24,-0.4787
2013-10-25,2.8457
2013-10-26,
2013-10-27,
2013-10-28,1.0522
2013-10-29,5.7462
2013-10-30,-2.4798999999999998
2013-10-31,3.104
2013-11-01,0.8101
2013-11-02,
2013-11-03,
2013-11-04,5.8047
2013-11-05,-0.17
2013-11-06,-1.6578
2013-11-07,-3.1521
2013-11-08,0.7153
2013-11-09,
2013-11-10,
2013-11-11,0.6984
2013-11-12,-0.1998
2013-11-13,3.0153
2013-11-14,1.9323000000000001
2013-11-15,-1.548
2013-11-16,
2013-11-17,
2013-11-18,-0.3988
2013-11-19,0.103
2013-11-20,-0.4342
2013-11-21,0.1607
2013-11-22,0.149
2013-11-23,
2013-11-24,
2013-11-25,-0.9039
2013-11-26,0.889
2013-11-27,1.0643
2013-11-28,
2013-11-29,0.0113
2013-11-30,
2013-12-01,
2013-12-02,-0.8832
2013-12-03,-1.8506
2013-12-04,-0.9195
2013-12-05,0.4816
2013-12-06,0.0818
2013-12-07,
2013-12-08,
2013-12-09,-0.9812
2013-12-10,0.2477
2013-12-11,-2.5770999999999997
2013-12-12,-0.2295
2013-12-13,-1.4769999999999999
2013-12-14,
2013-12-15,
2013-12-16,0.6267
2013-12-17,-1.2089
2013-12-18,0.6304
2013-12-19,0.7493
2013-12-20,1.3533
2013-12-21,
2013-12-22,
2013-12-23,0.3248
2013-12-24,-0.6954
2013-12-25,
2013-12-26,0.7848
2013-12-27,-2.1924
2013-12-28,
2013-12-29,
2013-12-30,0.0367
2013-12-31,1.4203999999999999
2014-01-01,
2014-01-02,-2.8371
2014-01-03,0.5467
2014-01-04,
2014-01-05,
2014-01-06,-0.6673
2014-01-07,5.6357
2014-01-08,0.2827
2014-01-09,0.0235
2014-01-10,1.9138
2014-01-11,
2014-01-12,
2014-01-13,-2.7074
2014-01-14,-0.1658
2014-01-15,0.0356
2014-01-16,0.498
2014-01-17,-1.0146
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,-2.8605
2014-01-22,1.1902
2014-01-23,-1.3702
2014-01-24,-1.2048
2014-01-25,
2014-01-26,
2014-01-27,-3.0488
2014-01-28,-0.1797
2014-01-29,-1.4144
2014-01-30,1.4607999999999999
2014-01-31,-0.7713
2014-02-01,
2014-02-02,
2014-02-03,-4.2493
2014-02-04,3.3284000000000002
2014-02-05,-0.275
2014-02-06,1.2868
2014-02-07,9.4763
2014-02-08,
2014-02-09,
2014-02-10,-0.4737
2014-02-11,0.1785
2014-02-12,7.209
2014-02-13,2.2488
2014-02-14,-1.1376
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,2.3014
2014-02-19,0.4392
2014-02-20,3.2423
2014-02-21,0.124
2014-02-22,
2014-02-23,
2014-02-24,1.3826
2014-02-25,2.8292
2014-02-26,-0.8511
2014-02-27,-0.4592
2014-02-28,0.5215
2014-03-01,
2014-03-02,
2014-03-03,0.3093
2014-03-04,6.3053
2014-03-05,0.3836
2014-03-06,1.0065
2014-03-07,-0.2953
2014-03-08,
2014-03-09,
2014-03-10,-0.4812
2014-03-11,-2.613
2014-03-12,1.8715000000000002
2014-03-13,-3.2618
2014-03-14,-0.2132
2014-03-15,
2014-03-16,
2014-03-17,1.4953
2014-03-18,0.641
2014-03-19,-1.3688
2014-03-20,-0.3855
2014-03-21,-1.7899
2014-03-22,
2014-03-23,
2014-03-24,-3.8715
2014-03-25,-1.1273
2014-03-26,-3.9074999999999998
2014-03-27,-2.977
2014-03-28,0.1112
2014-03-29,
2014-03-30,
2014-03-31,0.5997
2014-04-01,5.4752
2014-04-02,-0.4082
2014-04-03,-4.0563
2014-04-04,-6.1446
2014-04-05,
2014-04-06,
2014-04-07,-2.7191
2014-04-08,3.251
2014-04-09,2.3702
2014-04-10,-7.048
2014-04-11,-3.5531
2014-04-12,
2014-04-13,
2014-04-14,0.9875
2014-04-15,4.4252
2014-04-16,1.8007
2014-04-17,1.0377
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,-1.0271
2014-04-22,1.1439
2014-04-23,-2.9031000000000002
2014-04-24,0.2402
2014-04-25,-7.2952
2014-04-26,
2014-04-27,
2014-04-28,-0.1421
2014-04-29,4.5937
2014-04-30,-0.1113
2014-05-01,3.4927
2014-05-02,-1.1489
2014-05-03,
2014-05-04,
2014-05-05,2.5545
2014-05-06,-4.0727
2014-05-07,3.3596
2014-05-08,-0.9168
2014-05-09,1.6823000000000001
2014-05-10,
2014-05-11,
2014-05-12,5.7788
2014-05-13,-3.8208
2014-05-14,-2.207
2014-05-15,-0.6889
2014-05-16,-1.7342
2014-05-17,
2014-05-18,
2014-05-19,5.1728
2014-05-20,-0.6249
2014-05-21,2.6668
2014-05-22,3.2328
2014-05-23,3.7468
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,1.0591
2014-05-28,-0.241
2014-05-29,3.1621
2014-05-30,-1.0489
2014-05-31,
2014-06-01,
2014-06-02,0.6175
2014-06-03,0.2352
2014-06-04,1.3776
2014-06-05,3.7041
2014-06-06,0.99
2014-06-07,
2014-06-08,
2014-06-09,-0.3364
2014-06-10,-0.9836
2014-06-11,0.8181
2014-06-12,-1.7388
2014-06-13,0.2556
2014-06-14,
2014-06-15,
2014-06-16,1.9514
2014-06-17,0.5771
2014-06-18,0.6407
2014-06-19,-2.1475
2014-06-20,0.5341
2014-06-21,
2014-06-22,
2014-06-23,0.3284
2014-06-24,0.7798
2014-06-25,3.6492
2014-06-26,-0.5806
2014-06-27,2.1693
2014-06-28,
2014-06-29,
2014-06-30,-1.4064
2014-07-01,0.3221
2014-07-02,-0.8164
2014-07-03,0.9804
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-1.6212
2014-07-08,-5.5488
2014-07-09,2.0404
2014-07-10,-0.1642
2014-07-11,1.3836
2014-07-12,
2014-07-13,
2014-07-14,-0.6967
2014-07-15,-1.3167
2014-07-16,-0.7012
2014-07-17,-0.7944
2014-07-18,2.9857
2014-07-19,
2014-07-20,
2014-07-21,-0.9888
2014-07-22,0.9986
2014-07-23,3.0623
2014-07-24,-5.1882
2014-07-25,-1.8763999999999998
2014-07-26,
2014-07-27,
2014-07-28,-0.5807
2014-07-29,-0.0906
2014-07-30,0.8164
2014-07-31,-5.179
2014-08-01,-1.0228
2014-08-02,
2014-08-03,
2014-08-04,0.9801
2014-08-05,-0.7596
2014-08-06,-0.0425
2014-08-07,0.4467
2014-08-08,0.8894
2014-08-09,
2014-08-10,
2014-08-11,0.3568
2014-08-12,-0.9202
2014-08-13,2.2058
2014-08-14,0.1342
2014-08-15,0.1341
2014-08-16,
2014-08-17,
2014-08-18,0.8857
2014-08-19,-0.6023
2014-08-20,0.8011
2014-08-21,-0.2547
2014-08-22,4.1777
2014-08-23,
2014-08-24,
2014-08-25,1.7649
2014-08-26,0.6937
2014-08-27,-2.6122
2014-08-28,-2.3679
2014-08-29,-0.2818
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,0.3532
2014-09-03,-1.1665
2014-09-04,0.0102
2014-09-05,-0.0305
2014-09-06,
2014-09-07,
2014-09-08,0.9872
2014-09-09,-2.8822
2014-09-10,1.7225000000000001
2014-09-11,0.4794
2014-09-12,0.8325
2014-09-13,
2014-09-14,
2014-09-15,-4.1281
2014-09-16,0.6091
2014-09-17,0.2192
2014-09-18,2.0206
2014-09-19,0.4288
2014-09-20,
2014-09-21,
2014-09-22,-4.1476
2014-09-23,-1.4211
2014-09-24,1.4847000000000001
2014-09-25,-3.3287
2014-09-26,1.0527
2014-09-27,
2014-09-28,
2014-09-29,-1.465
2014-09-30,0.6828
2014-10-01,-2.1111
2014-10-02,-1.2292
2014-10-03,0.2715
2014-10-04,
2014-10-05,
2014-10-06,0.3272
2014-10-07,-2.2042
2014-10-08,1.8169
2014-10-09,-2.9704
2014-10-10,-3.8645
2014-10-11,
2014-10-12,
2014-10-13,-3.5719
2014-10-14,-0.8413
2014-10-15,-0.1013
2014-10-16,0.7986
2014-10-17,1.924
2014-10-18,
2014-10-19,
2014-10-20,3.0722
2014-10-21,5.4405
2014-10-22,-2.4579
2014-10-23,1.9902
2014-10-24,0.7075
2014-10-25,
2014-10-26,
2014-10-27,-1.4958
2014-10-28,2.1742
2014-10-29,-1.6213
2014-10-30,-1.2245
2014-10-31,2.7227
2014-11-01,
2014-11-02,
2014-11-03,-3.8913
2014-11-04,-1.6665
2014-11-05,-14.1306
2014-11-06,2.8562
2014-11-07,-0.4797
2014-11-08,
2014-11-09,
2014-11-10,-1.0319
2014-11-11,-3.9786
2014-11-12,0.5572
2014-11-13,-1.9324
2014-11-14,1.2894999999999999
2014-11-15,
2014-11-16,
2014-11-17,-1.974
2014-11-18,2.4515000000000002
2014-11-19,1.6949
2014-11-20,0.07
2014-11-21,-0.1959
2014-11-22,
2014-11-23,
2014-11-24,0.7082
2014-11-25,0.0627
2014-11-26,1.2664
2014-11-27,
2014-11-28,1.2093
2014-11-29,
2014-11-30,
2014-12-01,-3.5302
2014-12-02,7.924
2014-12-03,-1.2389000000000001
2014-12-04,1.9675
2014-12-05,-0.1036
2014-12-06,
2014-12-07,
2014-12-08,-4.0705
2014-12-09,0.0811
2014-12-10,-2.1874000000000002
2014-12-11,0.497
2014-12-12,-0.5769
2014-12-13,
2014-12-14,
2014-12-15,-0.2625
2014-12-16,-1.3575
2014-12-17,1.8537
2014-12-18,3.502
2014-12-19,0.7726
2014-12-20,
2014-12-21,
2014-12-22,1.6127
2014-12-23,-1.2749
2014-12-24,0.3294
2014-12-25,
2014-12-26,1.0113
2014-12-27,
2014-12-28,
2014-12-29,-1.4953
2014-12-30,-0.3564
2014-12-31,-1.0995
2015-01-01,
2015-01-02,-0.0938
2015-01-03,
2015-01-04,
2015-01-05,-2.4936
2015-01-06,-3.7399
2015-01-07,1.1855
2015-01-08,3.4161
2015-01-09,1.7336
2015-01-10,
2015-01-11,
2015-01-12,-4.1326
2015-01-13,0.028
2015-01-14,-2.4346
2015-01-15,-4.7899
2015-01-16,2.6962
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,1.5547
2015-01-21,0.1589
2015-01-22,2.5523
2015-01-23,-1.8982
2015-01-24,
2015-01-25,
2015-01-26,-0.645
2015-01-27,-0.3174
2015-01-28,-1.6932
2015-01-29,0.103
2015-01-30,-1.4559
2015-01-31,
2015-02-01,
2015-02-02,1.0297
2015-02-03,4.5938
2015-02-04,0.5225
2015-02-05,-0.8429
2015-02-06,-2.8337
2015-02-07,
2015-02-08,
2015-02-09,-0.1604
2015-02-10,2.2053
2015-02-11,-3.8725
2015-02-12,22.4915
2015-02-13,2.9248
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,-0.6485
2015-02-18,1.5666
2015-02-19,3.599
2015-02-20,0.1353
2015-02-21,
2015-02-22,
2015-02-23,0.1014
2015-02-24,-0.4163
2015-02-25,0.7571
2015-02-26,0.7738
2015-02-27,-0.6788
2015-02-28,
2015-03-01,
2015-03-02,2.1961
2015-03-03,-0.8113
2015-03-04,-1.3596
2015-03-05,-1.4119
2015-03-06,-2.5915
2015-03-07,
2015-03-08,
2015-03-09,0.3617
2015-03-10,-2.1393
2015-03-11,-1.1287
2015-03-12,1.1175
2015-03-13,-1.937
2015-03-14,
2015-03-15,
2015-03-16,0.7877
2015-03-17,0.2705
2015-03-18,1.0972
2015-03-19,-0.6049
2015-03-20,3.043
2015-03-21,
2015-03-22,
2015-03-23,0.1853
2015-03-24,-1.3062
2015-03-25,-1.4055
2015-03-26,-0.6652
2015-03-27,0.2033
2015-03-28,
2015-03-29,
2015-03-30,-0.2148
2015-03-31,-0.5263
2015-04-01,-0.998
2015-04-02,0.2004
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,1.0848
2015-04-07,-0.6835
2015-04-08,0.2656
2015-04-09,0.1565
2015-04-10,-0.3006
2015-04-11,
2015-04-12,
2015-04-13,0.7114
2015-04-14,-0.2993
2015-04-15,-0.2162
2015-04-16,-0.5897
2015-04-17,-2.2881
2015-04-18,
2015-04-19,
2015-04-20,0.3221
2015-04-21,0.3829
2015-04-22,1.7654999999999998
2015-04-23,0.0846
2015-04-24,-1.4677
2015-04-25,
2015-04-26,
2015-04-27,0.1471
2015-04-28,-0.1591
2015-04-29,0.1717
2015-04-30,-1.4809999999999999
2015-05-01,0.41
2015-05-02,
2015-05-03,
2015-05-04,-1.126
2015-05-05,-2.7406
2015-05-06,-1.1837
2015-05-07,2.1745
2015-05-08,4.4093
2015-05-09,
2015-05-10,
2015-05-11,-0.3662
2015-05-12,-0.9923
2015-05-13,0.4083
