date,HII UN Equity
2011-08-02,-1.1876
2011-08-03,-1.1094
2011-08-04,-1.5270000000000001
2011-08-05,-1.4873
2011-08-06,
2011-08-07,
2011-08-08,-3.9833
2011-08-09,-0.5688
2011-08-10,-5.7537
2011-08-11,-0.6426
2011-08-12,0.6827
2011-08-13,
2011-08-14,
2011-08-15,2.0343
2011-08-16,3.113
2011-08-17,0.0339
2011-08-18,-2.8823
2011-08-19,-0.0349
2011-08-20,
2011-08-21,
2011-08-22,-0.8034
2011-08-23,2.993
2011-08-24,4.6154
2011-08-25,-3.0392
2011-08-26,1.9548
2011-08-27,
2011-08-28,
2011-08-29,1.8182
2011-08-30,-0.5844
2011-08-31,-2.2208
2011-09-01,-1.4362
2011-09-02,-6.4046
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-0.1086
2011-09-07,3.987
2011-09-08,-5.4026
2011-09-09,-1.5107
2011-09-10,
2011-09-11,
2011-09-12,1.7583
2011-09-13,2.8308999999999997
2011-09-14,1.5373999999999999
2011-09-15,-0.5986
2011-09-16,1.6649
2011-09-17,
2011-09-18,
2011-09-19,-1.4634
2011-09-20,-3.43
2011-09-21,0.4028
2011-09-22,-1.167
2011-09-23,-0.0369
2011-09-24,
2011-09-25,
2011-09-26,-0.4061
2011-09-27,-0.0741
2011-09-28,-8.8279
2011-09-29,-0.5696
2011-09-30,-0.4501
2011-10-01,
2011-10-02,
2011-10-03,-3.5758
2011-10-04,-0.7673
2011-10-05,-1.8471
2011-10-06,3.6324
2011-10-07,0.7179
2011-10-08,
2011-10-09,
2011-10-10,2.348
2011-10-11,3.4002
2011-10-12,0.5943
2011-10-13,0.9059
2011-10-14,3.5129
2011-10-15,
2011-10-16,
2011-10-17,-0.0754
2011-10-18,-0.1132
2011-10-19,-0.4156
2011-10-20,1.6313
2011-10-21,2.7996
2011-10-22,
2011-10-23,
2011-10-24,4.321
2011-10-25,0.7309
2011-10-26,-0.7602
2011-10-27,1.8801999999999999
2011-10-28,0.5468
2011-10-29,
2011-10-30,
2011-10-31,0.2719
2011-11-01,-3.5593
2011-11-02,1.7926
2011-11-03,2.8315
2011-11-04,-0.0672
2011-11-05,
2011-11-06,
2011-11-07,-0.5376
2011-11-08,1.6892
2011-11-09,-3.0897
2011-11-10,6.2736
2011-11-11,-1.4839
2011-11-12,
2011-11-13,
2011-11-14,-0.6549
2011-11-15,4.3507
2011-11-16,-2.0215
2011-11-17,-2.45
2011-11-18,1.7845
2011-11-19,
2011-11-20,
2011-11-21,-2.7922000000000002
2011-11-22,-1.1356
2011-11-23,-1.0135
2011-11-24,
2011-11-25,0.5119
2011-11-26,
2011-11-27,
2011-11-28,4.0068
2011-11-29,1.208
2011-11-30,2.4194
2011-12-01,-0.1575
2011-12-02,-1.5773000000000001
2011-12-03,
2011-12-04,
2011-12-05,0.4808
2011-12-06,-0.1595
2011-12-07,0.7029
2011-12-08,-3.1726
2011-12-09,1.0157
2011-12-10,
2011-12-11,
2011-12-12,-2.303
2011-12-13,0.9296
2011-12-14,1.8420999999999998
2011-12-15,0.2907
2011-12-16,1.8357
2011-12-17,
2011-12-18,
2011-12-19,0.6958
2011-12-20,1.0678
2011-12-21,0.9944
2011-12-22,-0.3692
2011-12-23,-0.1235
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,0.2783
2011-12-28,-2.8369
2011-12-29,1.3646
2011-12-30,-2.0664
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,3.5166
2012-01-04,-1.7912
2012-01-05,0.3145
2012-01-06,1.2539
2012-01-07,
2012-01-08,
2012-01-09,-1.3622
2012-01-10,2.4482
2012-01-11,4.0135
2012-01-12,-0.5302
2012-01-13,-0.5626
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,1.8463
2012-01-18,0.4094
2012-01-19,-0.8445
2012-01-20,-0.9104
2012-01-21,
2012-01-22,
2012-01-23,0.7706
2012-01-24,0.4706
2012-01-25,2.7518000000000002
2012-01-26,3.9316
2012-01-27,2.193
2012-01-28,
2012-01-29,
2012-01-30,-0.5633
2012-01-31,1.6455
2012-02-01,3.052
2012-02-02,-0.6953
2012-02-03,-0.2853
2012-02-04,
2012-02-05,
2012-02-06,-0.13
2012-02-07,-1.3542
2012-02-08,0.2904
2012-02-09,-1.8952
2012-02-10,-1.8245
2012-02-11,
2012-02-12,
2012-02-13,-0.1093
2012-02-14,0.383
2012-02-15,-0.2453
2012-02-16,-0.4645
2012-02-17,-0.0823
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,-0.3022
2012-02-22,-1.0471
2012-02-23,1.2810000000000001
2012-02-24,0.0
2012-02-25,
2012-02-26,
2012-02-27,-1.2373
2012-02-28,-1.1414
2012-02-29,1.042
2012-03-01,1.3935
2012-03-02,-0.8521
2012-03-03,
2012-03-04,
2012-03-05,0.8594
2012-03-06,-0.7422
2012-03-07,0.0831
2012-03-08,0.4427
2012-03-09,3.1955999999999998
2012-03-10,
2012-03-11,
2012-03-12,1.0144
2012-03-13,-0.8985
2012-03-14,-0.9333
2012-03-15,0.9421
2012-03-16,0.6667
2012-03-17,
2012-03-18,
2012-03-19,1.1391
2012-03-20,-1.8072
2012-03-21,0.2934
2012-03-22,-1.117
2012-03-23,0.6186
2012-03-24,
2012-03-25,
2012-03-26,1.8444
2012-03-27,-0.5249
2012-03-28,6.7546
2012-03-29,-1.1369
2012-03-30,0.6
2012-03-31,
2012-04-01,
2012-04-02,-1.4662
2012-04-03,0.8827
2012-04-04,0.825
2012-04-05,-1.0414
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-0.6014
2012-04-10,-4.4618
2012-04-11,2.9551
2012-04-12,1.1533
2012-04-13,-1.8748
2012-04-14,
2012-04-15,
2012-04-16,-0.6713
2012-04-17,0.8838
2012-04-18,-0.3865
2012-04-19,-1.4744
2012-04-20,2.9142
2012-04-21,
2012-04-22,
2012-04-23,-0.8673
2012-04-24,-0.6176
2012-04-25,0.1813
2012-04-26,0.672
2012-04-27,1.258
2012-04-28,
2012-04-29,
2012-04-30,0.0254
2012-05-01,-0.1267
2012-05-02,0.6599
2012-05-03,0.0504
2012-05-04,-2.3689999999999998
2012-05-05,
2012-05-06,
2012-05-07,0.9293
2012-05-08,0.6138
2012-05-09,-5.694
2012-05-10,-1.2129
2012-05-11,0.0819
2012-05-12,
2012-05-13,
2012-05-14,-0.6816
2012-05-15,0.4392
2012-05-16,-1.0932
2012-05-17,-0.8013
2012-05-18,-0.1671
2012-05-19,
2012-05-20,
2012-05-21,0.3069
2012-05-22,0.751
2012-05-23,-0.4141
2012-05-24,0.4713
2012-05-25,0.4967
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,1.8671
2012-05-30,-1.3208
2012-05-31,0.4644
2012-06-01,-0.7613
2012-06-02,
2012-06-03,
2012-06-04,-0.137
2012-06-05,-0.8779
2012-06-06,1.8544
2012-06-07,-1.2772000000000001
2012-06-08,-0.2753
2012-06-09,
2012-06-10,
2012-06-11,0.138
2012-06-12,1.1852
2012-06-13,1.0079
2012-06-14,1.7799
2012-06-15,1.7488000000000001
2012-06-16,
2012-06-17,
2012-06-18,0.9115
2012-06-19,0.8258
2012-06-20,2.3803
2012-06-21,-1.775
2012-06-22,-0.1018
2012-06-23,
2012-06-24,
2012-06-25,-0.7898
2012-06-26,-0.0514
2012-06-27,1.1048
2012-06-28,-0.0508
2012-06-29,2.3138
2012-06-30,
2012-07-01,
2012-07-02,-0.3976
2012-07-03,1.2974
2012-07-04,
2012-07-05,1.3054000000000001
2012-07-06,0.778
2012-07-07,
2012-07-08,
2012-07-09,-0.9891
2012-07-10,-1.5838
2012-07-11,0.4457
2012-07-12,-2.2677
2012-07-13,0.4792
2012-07-14,
2012-07-15,
2012-07-16,-0.3765
2012-07-17,0.0504
2012-07-18,-0.2266
2012-07-19,-0.2019
2012-07-20,-1.8715000000000002
2012-07-21,
2012-07-22,
2012-07-23,-0.567
2012-07-24,-0.2592
2012-07-25,1.6112
2012-07-26,-0.9207
2012-07-27,0.5163
2012-07-28,
2012-07-29,
2012-07-30,0.1541
2012-07-31,-0.0256
2012-08-01,-0.872
2012-08-02,-1.2419
2012-08-03,2.6199
2012-08-04,
2012-08-05,
2012-08-06,-0.6382
2012-08-07,-0.7194
2012-08-08,4.1149000000000004
2012-08-09,2.4111000000000002
2012-08-10,-1.7718
2012-08-11,
2012-08-12,
2012-08-13,-0.3212
2012-08-14,-0.1983
2012-08-15,-0.5464
2012-08-16,0.8741
2012-08-17,-0.4457
2012-08-18,
2012-08-19,
2012-08-20,-0.0995
2012-08-21,0.0249
2012-08-22,0.4729
2012-08-23,-0.9908
2012-08-24,0.2252
2012-08-25,
2012-08-26,
2012-08-27,-0.0749
2012-08-28,-0.1999
2012-08-29,0.1252
2012-08-30,-0.775
2012-08-31,0.9574
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,0.8236
2012-09-05,0.4208
2012-09-06,0.5669
2012-09-07,-0.1225
2012-09-08,
2012-09-09,
2012-09-10,-0.4417
2012-09-11,-0.0493
2012-09-12,1.0358
2012-09-13,0.9519
2012-09-14,1.3780999999999999
2012-09-15,
2012-09-16,
2012-09-17,-0.9301
2012-09-18,-2.3351
2012-09-19,2.1444
2012-09-20,0.6033
2012-09-21,-0.2159
2012-09-22,
2012-09-23,
2012-09-24,-0.8894
2012-09-25,1.0187
2012-09-26,-0.3842
2012-09-27,1.88
2012-09-28,-0.5205
2012-09-29,
2012-09-30,
2012-10-01,-0.0476
2012-10-02,1.6417000000000002
2012-10-03,-3.1601
2012-10-04,1.9821
2012-10-05,0.8296
2012-10-06,
2012-10-07,
2012-10-08,-1.1283
2012-10-09,-1.2839
2012-10-10,0.3613
2012-10-11,2.3998
2012-10-12,-3.2576
2012-10-13,
2012-10-14,
2012-10-15,-1.3808
2012-10-16,0.6878
2012-10-17,2.8056
2012-10-18,-0.356
2012-10-19,0.0953
2012-10-20,
2012-10-21,
2012-10-22,-1.8082
2012-10-23,1.3327
2012-10-24,-1.076
2012-10-25,2.6831
2012-10-26,-1.4123999999999999
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,1.1939
2012-11-01,2.6192
2012-11-02,-0.7818
2012-11-03,
2012-11-04,
2012-11-05,1.9929999999999999
2012-11-06,2.1586
2012-11-07,-3.3363
2012-11-08,-4.9931
2012-11-09,-2.6399
2012-11-10,
2012-11-11,
2012-11-12,-0.8209
2012-11-13,1.3293
2012-11-14,-1.1139000000000001
2012-11-15,0.6258
2012-11-16,0.2488
2012-11-17,
2012-11-18,
2012-11-19,0.7196
2012-11-20,0.0739
2012-11-21,0.6401
2012-11-22,
2012-11-23,0.2935
2012-11-24,
2012-11-25,
2012-11-26,0.6829
2012-11-27,-0.4118
2012-11-28,-0.2432
2012-11-29,0.22
2012-11-30,-0.3659
2012-12-01,
2012-12-02,
2012-12-03,-1.8115
2012-12-04,0.3989
2012-12-05,-0.0745
2012-12-06,-0.3479
2012-12-07,1.5211999999999999
2012-12-08,
2012-12-09,
2012-12-10,0.6878
2012-12-11,0.122
2012-12-12,2.1686
2012-12-13,-1.1209
2012-12-14,0.0482
2012-12-15,
2012-12-16,
2012-12-17,0.3616
2012-12-18,1.8736000000000002
2012-12-19,-0.3065
2012-12-20,2.176
2012-12-21,-0.5787
2012-12-22,
2012-12-23,
2012-12-24,-0.3725
2012-12-25,
2012-12-26,-0.1636
2012-12-27,-0.632
2012-12-28,-0.7303
2012-12-29,
2012-12-30,
2012-12-31,2.8477
2013-01-01,
2013-01-02,1.6613
2013-01-03,-0.4766
2013-01-04,0.4333
2013-01-05,
2013-01-06,
2013-01-07,-0.8174
2013-01-08,-0.87
2013-01-09,-0.2309
2013-01-10,0.6019
2013-01-11,-0.4142
2013-01-12,
2013-01-13,
2013-01-14,0.2079
2013-01-15,0.8992
2013-01-16,-1.3483
2013-01-17,2.5249
2013-01-18,0.8134
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,0.8516
2013-01-23,1.3556
2013-01-24,-0.0877
2013-01-25,-0.2194
2013-01-26,
2013-01-27,
2013-01-28,-1.2756
2013-01-29,-0.3119
2013-01-30,-0.8268
2013-01-31,-0.1803
2013-02-01,0.5192
2013-02-02,
2013-02-03,
2013-02-04,-0.7186
2013-02-05,-0.0905
2013-02-06,0.4981
2013-02-07,1.1039
2013-02-08,1.1364
2013-02-09,
2013-02-10,
2013-02-11,-0.3525
2013-02-12,0.0442
2013-02-13,0.663
2013-02-14,-0.7684
2013-02-15,0.3319
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,0.419
2013-02-20,-0.2196
2013-02-21,-1.7826
2013-02-22,0.717
2013-02-23,
2013-02-24,
2013-02-25,-1.4683
2013-02-26,2.89
2013-02-27,3.6288
2013-02-28,1.9525000000000001
2013-03-01,-0.2706
2013-03-02,
2013-03-03,
2013-03-04,-1.3776
2013-03-05,1.7354
2013-03-06,2.2883
2013-03-07,-0.2441
2013-03-08,3.0785
2013-03-09,
2013-03-10,
2013-03-11,0.6725
2013-03-12,0.8644
2013-03-13,2.9412000000000003
2013-03-14,2.3273
2013-03-15,-0.1109
2013-03-16,
2013-03-17,
2013-03-18,-0.7034
2013-03-19,-2.1253
2013-03-20,0.6095
2013-03-21,-1.4578
2013-03-22,0.6916
2013-03-23,
2013-03-24,
2013-03-25,-0.0954
2013-03-26,1.6042999999999998
2013-03-27,-0.4511
2013-03-28,0.6986
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,0.8438
2013-04-02,-2.4173
2013-04-03,-1.0099
2013-04-04,-0.077
2013-04-05,-0.6357
2013-04-06,
2013-04-07,
2013-04-08,-0.5428
2013-04-09,-0.4288
2013-04-10,1.5270000000000001
2013-04-11,0.5206
2013-04-12,2.9158
2013-04-13,
2013-04-14,
2013-04-15,-3.3178
2013-04-16,-0.7133
2013-04-17,-1.6893
2013-04-18,-1.0271
2013-04-19,0.3193
2013-04-20,
2013-04-21,
2013-04-22,-0.2984
2013-04-23,1.7159
2013-04-24,0.5885
2013-04-25,2.3401
2013-04-26,-1.1433
2013-04-27,
2013-04-28,
2013-04-29,1.9854
2013-04-30,-0.0189
2013-05-01,-1.8336000000000001
2013-05-02,1.9642
2013-05-03,0.7365
2013-05-04,
2013-05-05,
2013-05-06,0.1875
2013-05-07,1.0479
2013-05-08,-0.8889
2013-05-09,0.2616
2013-05-10,0.2795
2013-05-11,
2013-05-12,
2013-05-13,-0.5575
2013-05-14,1.196
2013-05-15,0.7941
2013-05-16,1.081
2013-05-17,1.1782
2013-05-18,
2013-05-19,
2013-05-20,-1.0032
2013-05-21,1.3391
2013-05-22,-0.7679
2013-05-23,0.7738
2013-05-24,-1.1786
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,0.7047
2013-05-29,-1.4355
2013-05-30,0.839
2013-05-31,-0.1266
2013-06-01,
2013-06-02,
2013-06-03,-1.3763
2013-06-04,0.7528
2013-06-05,-0.7837
2013-06-06,1.396
2013-06-07,1.4855
2013-06-08,
2013-06-09,
2013-06-10,1.1424
2013-06-11,-1.1118999999999999
2013-06-12,-1.3564
2013-06-13,1.3027
2013-06-14,0.1786
2013-06-15,
2013-06-16,
2013-06-17,0.3922
2013-06-18,2.3619
2013-06-19,-1.7176
2013-06-20,-1.271
2013-06-21,-1.5734
2013-06-22,
2013-06-23,
2013-06-24,-0.0182
2013-06-25,-0.6541
2013-06-26,1.1887
2013-06-27,2.2772
2013-06-28,-0.1944
2013-06-29,
2013-06-30,
2013-07-01,0.779
2013-07-02,-0.5622
2013-07-03,1.2367
2013-07-04,
2013-07-05,1.3089
2013-07-06,
2013-07-07,
2013-07-08,-0.4651
2013-07-09,0.848
2013-07-10,1.5274
2013-07-11,2.4172000000000002
2013-07-12,-0.6602
2013-07-13,
2013-07-14,
2013-07-15,1.1298
2013-07-16,-1.3963999999999999
2013-07-17,0.7997
2013-07-18,2.4628
2013-07-19,1.2905
2013-07-20,
2013-07-21,
2013-07-22,0.223
2013-07-23,0.5244
2013-07-24,0.1265
2013-07-25,-0.3947
2013-07-26,-0.9193
2013-07-27,
2013-07-28,
2013-07-29,-0.6719
2013-07-30,-0.2577
2013-07-31,0.4037
2013-08-01,1.6404
2013-08-02,0.2373
2013-08-03,
2013-08-04,
2013-08-05,0.3157
2013-08-06,-0.5665
2013-08-07,0.2216
2013-08-08,0.3158
2013-08-09,0.913
2013-08-10,
2013-08-11,
2013-08-12,0.4523
2013-08-13,0.6211
2013-08-14,-1.358
2013-08-15,-1.0638
2013-08-16,0.3637
2013-08-17,
2013-08-18,
2013-08-19,0.0473
2013-08-20,0.7244
2013-08-21,-0.0469
2013-08-22,2.0022
2013-08-23,0.2147
2013-08-24,
2013-08-25,
2013-08-26,0.4132
2013-08-27,-2.5907
2013-08-28,0.6258
2013-08-29,0.6073
2013-08-30,-1.9966
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,0.4264
2013-09-04,1.0222
2013-09-05,-0.1712
2013-09-06,0.998
2013-09-07,
2013-09-08,
2013-09-09,1.7755
2013-09-10,1.3805
2013-09-11,1.0923
2013-09-12,0.6513
2013-09-13,-0.2206
2013-09-14,
2013-09-15,
2013-09-16,1.2528000000000001
2013-09-17,0.9025
2013-09-18,0.2452
2013-09-19,-0.5756
2013-09-20,-1.8816000000000002
2013-09-21,
2013-09-22,
2013-09-23,-0.2508
2013-09-24,-0.2218
2013-09-25,-0.1334
2013-09-26,0.0445
2013-09-27,0.0148
2013-09-28,
2013-09-29,
2013-09-30,-0.0297
2013-10-01,1.9585
2013-10-02,-0.9459
2013-10-03,-0.6464
2013-10-04,0.3549
2013-10-05,
2013-10-06,
2013-10-07,-0.442
2013-10-08,-0.3848
2013-10-09,0.1486
2013-10-10,4.3614
2013-10-11,0.5828
2013-10-12,
2013-10-13,
2013-10-14,0.7631
2013-10-15,-0.1543
2013-10-16,0.4776
2013-10-17,0.5872
2013-10-18,1.501
2013-10-19,
2013-10-20,
2013-10-21,-1.0407
2013-10-22,-0.0692
2013-10-23,-0.2077
2013-10-24,0.4856
2013-10-25,-0.6628
2013-10-26,
2013-10-27,
2013-10-28,-0.3892
2013-10-29,0.4745
2013-10-30,-0.5278
2013-10-31,-0.0977
2013-11-01,0.3913
2013-11-02,
2013-11-03,
2013-11-04,1.3365
2013-11-05,-0.7419
2013-11-06,0.5536
2013-11-07,0.4267
2013-11-08,4.2763
2013-11-09,
2013-11-10,
2013-11-11,0.8544
2013-11-12,0.6777
2013-11-13,1.5405
2013-11-14,0.6757
2013-11-15,0.4939
2013-11-16,
2013-11-17,
2013-11-18,-0.315
2013-11-19,0.0632
2013-11-20,0.3663
2013-11-21,1.3342
2013-11-22,-0.0497
2013-11-23,
2013-11-24,
2013-11-25,0.6462
2013-11-26,1.3212
2013-11-27,1.075
2013-11-28,
2013-11-29,-0.6164
2013-11-30,
2013-12-01,
2013-12-02,0.2432
2013-12-03,0.6915
2013-12-04,-0.2771
2013-12-05,-1.2082
2013-12-06,0.6604
2013-12-07,
2013-12-08,
2013-12-09,-1.0084
2013-12-10,-1.3132
2013-12-11,-1.1068
2013-12-12,0.9054
2013-12-13,1.4083
2013-12-14,
2013-12-15,
2013-12-16,1.7328000000000001
2013-12-17,1.9087
2013-12-18,0.3912
2013-12-19,-0.4015
2013-12-20,3.1891
2013-12-21,
2013-12-22,
2013-12-23,0.6664
2013-12-24,0.2739
2013-12-25,
2013-12-26,0.4211
2013-12-27,0.6234
2013-12-28,
2013-12-29,
2013-12-30,0.0451
2013-12-31,1.3397999999999999
2014-01-01,
2014-01-02,-2.3331
2014-01-03,0.5801
2014-01-04,
2014-01-05,
2014-01-06,1.8322
2014-01-07,1.2772000000000001
2014-01-08,-0.4825
2014-01-09,0.1322
2014-01-10,1.9038
2014-01-11,
2014-01-12,
2014-01-13,0.4536
2014-01-14,1.204
2014-01-15,1.2322
2014-01-16,-0.0839
2014-01-17,0.021
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,0.9555
2014-01-22,1.8513
2014-01-23,-0.7454
2014-01-24,-3.858
2014-01-25,
2014-01-26,
2014-01-27,-0.4922
2014-01-28,0.9571
2014-01-29,-0.6924
2014-01-30,0.7294
2014-01-31,1.182
2014-02-01,
2014-02-02,
2014-02-03,-5.5883
2014-02-04,1.1036
2014-02-05,-0.1544
2014-02-06,0.2871
2014-02-07,2.2792
2014-02-08,
2014-02-09,
2014-02-10,-1.5718
2014-02-11,1.5093999999999999
2014-02-12,0.7219
2014-02-13,1.9683000000000002
2014-02-14,0.7239
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,1.2082
2014-02-19,-1.2041
2014-02-20,2.0938
2014-02-21,0.0918
2014-02-22,
2014-02-23,
2014-02-24,-0.0102
2014-02-25,-1.1112
2014-02-26,-0.1031
2014-02-27,3.9009
2014-02-28,0.6456
2014-03-01,
2014-03-02,
2014-03-03,1.9047
2014-03-04,1.2493
2014-03-05,-0.44
2014-03-06,1.0299
2014-03-07,-0.1429
2014-03-08,
2014-03-09,
2014-03-10,0.5343
2014-03-11,-1.6513
2014-03-12,0.2219
2014-03-13,-1.502
2014-03-14,0.0489
2014-03-15,
2014-03-16,
2014-03-17,-0.4494
2014-03-18,0.4122
2014-03-19,-1.212
2014-03-20,-0.376
2014-03-21,-1.1818
2014-03-22,
2014-03-23,
2014-03-24,0.3819
2014-03-25,0.4806
2014-03-26,-0.9566
2014-03-27,0.5634
2014-03-28,-0.06
2014-03-29,
2014-03-30,
2014-03-31,2.3624
2014-04-01,1.0366
2014-04-02,0.813
2014-04-03,0.3168
2014-04-04,-3.5219
2014-04-05,
2014-04-06,
2014-04-07,-0.982
2014-04-08,-1.5929
2014-04-09,2.0768
2014-04-10,-0.8577
2014-04-11,-1.2474
2014-04-12,
2014-04-13,
2014-04-14,0.3565
2014-04-15,1.3094000000000001
2014-04-16,1.553
2014-04-17,2.644
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,-0.0865
2014-04-22,-0.3078
2014-04-23,0.4535
2014-04-24,-0.269
2014-04-25,-3.1401
2014-04-26,
2014-04-27,
2014-04-28,-1.4718
2014-04-29,2.2204
2014-04-30,1.6983000000000001
2014-05-01,0.2136
2014-05-02,1.0366
2014-05-03,
2014-05-04,
2014-05-05,-0.6904
2014-05-06,-1.4966
2014-05-07,1.6957
2014-05-08,-2.8819
2014-05-09,-0.526
2014-05-10,
2014-05-11,
2014-05-12,1.0077
2014-05-13,0.4544
2014-05-14,-1.9666000000000001
2014-05-15,-3.2598
2014-05-16,-0.311
2014-05-17,
2014-05-18,
2014-05-19,-0.156
2014-05-20,-0.8125
2014-05-21,1.2497
2014-05-22,0.8194
2014-05-23,1.4609
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,0.6692
2014-05-28,0.8662
2014-05-29,-0.5603
2014-05-30,0.4528
2014-05-31,
2014-06-01,
2014-06-02,1.182
2014-06-03,0.0792
2014-06-04,0.0396
2014-06-05,0.6724
2014-06-06,0.6777
2014-06-07,
2014-06-08,
2014-06-09,0.722
2014-06-10,-0.6199
2014-06-11,-1.54
2014-06-12,-1.861
2014-06-13,-0.3026
2014-06-14,
2014-06-15,
2014-06-16,-0.4148
2014-06-17,0.3861
2014-06-18,-0.9513
2014-06-19,-0.5415
2014-06-20,-0.1952
2014-06-21,
2014-06-22,
2014-06-23,-0.8646
2014-06-24,-2.5023
2014-06-25,0.2556
2014-06-26,-0.5842
2014-06-27,0.6838
2014-06-28,
2014-06-29,
2014-06-30,0.382
2014-07-01,0.7929
2014-07-02,-1.1852
2014-07-03,-0.1804
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.5423
2014-07-08,-1.4113
2014-07-09,-0.1844
2014-07-10,0.4129
2014-07-11,-0.3354
2014-07-12,
2014-07-13,
2014-07-14,0.7057
2014-07-15,0.1186
2014-07-16,-1.2168
2014-07-17,-1.3843
2014-07-18,1.7464
2014-07-19,
2014-07-20,
2014-07-21,0.2607
2014-07-22,0.8127
2014-07-23,0.215
2014-07-24,0.1716
2014-07-25,0.0
2014-07-26,
2014-07-27,
2014-07-28,0.2463
2014-07-29,-0.6942
2014-07-30,0.086
2014-07-31,-2.2996
2014-08-01,-0.5609
2014-08-02,
2014-08-03,
2014-08-04,-1.2388
2014-08-05,0.7504
2014-08-06,-0.6225
2014-08-07,4.2058
2014-08-08,1.8248
2014-08-09,
2014-08-10,
2014-08-11,1.2334
2014-08-12,-0.1666
2014-08-13,3.4943
2014-08-14,0.9877
2014-08-15,-0.489
2014-08-16,
2014-08-17,
2014-08-18,1.7349999999999999
2014-08-19,1.3308
2014-08-20,0.0681
2014-08-21,0.5542
2014-08-22,-0.5028
2014-08-23,
2014-08-24,
2014-08-25,0.2526
