date,XYL UN Equity
2013-04-20,
2013-04-21,
2013-04-22,-0.5558
2013-04-23,2.0492
2013-04-24,1.0953
2013-04-25,0.6139
2013-04-26,-0.5384
2013-04-27,
2013-04-28,
2013-04-29,1.9487999999999999
2013-04-30,-1.7699
2013-05-01,-0.9009
2013-05-02,-0.2182
2013-05-03,-0.2915
2013-05-04,
2013-05-05,
2013-05-06,0.1827
2013-05-07,0.985
2013-05-08,1.5535
2013-05-09,-0.8182
2013-05-10,-0.2869
2013-05-11,
2013-05-12,
2013-05-13,-0.9353
2013-05-14,2.7959
2013-05-15,1.0244
2013-05-16,0.1399
2013-05-17,1.0126
2013-05-18,
2013-05-19,
2013-05-20,0.2295
2013-05-21,-0.6233
2013-05-22,-0.662
2013-05-23,-1.6135000000000002
2013-05-24,-0.713
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,0.754
2013-05-29,-0.0356
2013-05-30,1.7825
2013-05-31,-1.4361
2013-06-01,
2013-06-02,
2013-06-03,0.3909
2013-06-04,-1.3805
2013-06-05,-2.3689999999999998
2013-06-06,0.3676
2013-06-07,0.9158
2013-06-08,
2013-06-09,
2013-06-10,-0.1815
2013-06-11,-1.0545
2013-06-12,-0.735
2013-06-13,0.9626
2013-06-14,-0.5501
2013-06-15,
2013-06-16,
2013-06-17,0.5531
2013-06-18,1.4301
2013-06-19,-1.4823
2013-06-20,-3.0826000000000002
2013-06-21,-1.1738
2013-06-22,
2013-06-23,
2013-06-24,-1.2644
2013-06-25,0.6209
2013-06-26,0.5785
2013-06-27,2.1089
2013-06-28,1.1641
2013-06-29,
2013-06-30,
2013-07-01,2.6355
2013-07-02,-0.5425
2013-07-03,0.4727
2013-07-04,
2013-07-05,1.2667
2013-07-06,
2013-07-07,
2013-07-08,0.6433
2013-07-09,1.3494
2013-07-10,1.5067
2013-07-11,0.2071
2013-07-12,0.1722
2013-07-13,
2013-07-14,
2013-07-15,-0.0688
2013-07-16,-1.6518000000000002
2013-07-17,0.1749
2013-07-18,1.0479
2013-07-19,-0.4839
2013-07-20,
2013-07-21,
2013-07-22,0.2779
2013-07-23,-0.5542
2013-07-24,-0.418
2013-07-25,0.8395
2013-07-26,-0.555
2013-07-27,
2013-07-28,
2013-07-29,-0.7325
2013-07-30,-10.26
2013-07-31,-2.3884
2013-08-01,1.0429
2013-08-02,0.3176
2013-08-03,
2013-08-04,
2013-08-05,0.0396
2013-08-06,0.5934
2013-08-07,-2.0842
2013-08-08,0.3213
2013-08-09,0.0
2013-08-10,
2013-08-11,
2013-08-12,-0.6005
2013-08-13,0.5638
2013-08-14,0.0801
2013-08-15,-1.0804
2013-08-16,-0.8091
2013-08-17,
2013-08-18,
2013-08-19,0.4078
2013-08-20,-1.2998
2013-08-21,-0.4527
2013-08-22,0.7854
2013-08-23,-0.3281
2013-08-24,
2013-08-25,
2013-08-26,1.1522999999999999
2013-08-27,-1.2612
2013-08-28,0.9889
2013-08-29,1.7952
2013-08-30,-0.2148
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,1.2107
2013-09-04,1.6745999999999999
2013-09-05,1.6078000000000001
2013-09-06,1.0035
2013-09-07,
2013-09-08,
2013-09-09,2.3309
2013-09-10,1.0829
2013-09-11,0.1478
2013-09-12,-0.5533
2013-09-13,-0.0371
2013-09-14,
2013-09-15,
2013-09-16,0.7792
2013-09-17,0.3314
2013-09-18,0.8807
2013-09-19,0.0728
2013-09-20,-1.2359
2013-09-21,
2013-09-22,
2013-09-23,-0.6257
2013-09-24,1.3333
2013-09-25,0.6213
2013-09-26,2.5427
2013-09-27,-0.8502
2013-09-28,
2013-09-29,
2013-09-30,-0.2144
2013-10-01,1.1099
2013-10-02,-0.4249
2013-10-03,-0.7824
2013-10-04,1.0036
2013-10-05,
2013-10-06,
2013-10-07,-0.6388
2013-10-08,-2.1429
2013-10-09,-0.6934
2013-10-10,2.6461
2013-10-11,0.6087
2013-10-12,
2013-10-13,
2013-10-14,0.2491
2013-10-15,-0.8875
2013-10-16,0.0
2013-10-17,-1.5401
2013-10-18,1.2368000000000001
2013-10-19,
2013-10-20,
2013-10-21,2.2149
2013-10-22,-0.4236
2013-10-23,0.4608
2013-10-24,1.2349999999999999
2013-10-25,1.0457
2013-10-26,
2013-10-27,
2013-10-28,-0.207
2013-10-29,12.4438
2013-10-30,2.9204
2013-10-31,3.0466
2013-11-01,-3.7100999999999997
2013-11-02,
2013-11-03,
2013-11-04,2.0771
2013-11-05,-0.4718
2013-11-06,-0.7111
2013-11-07,-1.1937
2013-11-08,2.6276
2013-11-09,
2013-11-10,
2013-11-11,-0.0589
2013-11-12,-0.0589
2013-11-13,1.1196
2013-11-14,0.1748
2013-11-15,0.2618
2013-11-16,
2013-11-17,
2013-11-18,-1.5375999999999999
2013-11-19,0.6187
2013-11-20,0.4392
2013-11-21,0.8163
2013-11-22,0.0
2013-11-23,
2013-11-24,
2013-11-25,-0.1446
2013-11-26,0.4054
2013-11-27,0.2884
2013-11-28,
2013-11-29,-0.604
2013-11-30,
2013-12-01,
2013-12-02,-1.8808
2013-12-03,-0.9732
2013-12-04,-0.0596
2013-12-05,0.6555
2013-12-06,-0.7993
2013-12-07,
2013-12-08,
2013-12-09,0.3581
2013-12-10,-0.2676
2013-12-11,-1.8784
2013-12-12,1.8232
2013-12-13,0.8953
2013-12-14,
2013-12-15,
2013-12-16,0.2366
2013-12-17,0.6197
2013-12-18,1.7595
2013-12-19,-1.5562
2013-12-20,-0.2342
2013-12-21,
2013-12-22,
2013-12-23,0.3228
2013-12-24,0.4095
2013-12-25,
2013-12-26,1.0486
2013-12-27,-0.4036
2013-12-28,
2013-12-29,
2013-12-30,0.0868
2013-12-31,0.0578
2014-01-01,
2014-01-02,-1.2717
2014-01-03,0.9075
2014-01-04,
2014-01-05,
2014-01-06,-0.1741
2014-01-07,0.2906
2014-01-08,-0.058
2014-01-09,0.4059
2014-01-10,0.8085
2014-01-11,
2014-01-12,
2014-01-13,0.3151
2014-01-14,1.5991
2014-01-15,2.2203
2014-01-16,0.7424
2014-01-17,-0.191
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,-1.7774
2014-01-22,1.5869
2014-01-23,-2.8775
2014-01-24,-4.9661
2014-01-25,
2014-01-26,
2014-01-27,-0.861
2014-01-28,1.5574
2014-01-29,-1.9758
2014-01-30,0.361
2014-01-31,0.0
2014-02-01,
2014-02-02,
2014-02-03,-1.6787
2014-02-04,10.5793
2014-02-05,-2.0678
2014-02-06,2.6464
2014-02-07,1.3714
2014-02-08,
2014-02-09,
2014-02-10,-0.2165
2014-02-11,0.5965
2014-02-12,0.8086
2014-02-13,1.1764999999999999
2014-02-14,0.8932
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,1.3666
2014-02-19,-2.4631
2014-02-20,2.8974
2014-02-21,0.3875
2014-02-22,
2014-02-23,
2014-02-24,1.3896
2014-02-25,-1.6244
2014-02-26,1.2642
2014-02-27,0.3057
2014-02-28,-0.0508
2014-03-01,
2014-03-02,
2014-03-03,-1.9060000000000001
2014-03-04,0.4922
2014-03-05,-0.7476
2014-03-06,-0.5195
2014-03-07,0.8877
2014-03-08,
2014-03-09,
2014-03-10,-1.5269
2014-03-11,-0.5256
2014-03-12,-1.1889
2014-03-13,-1.7647
2014-03-14,0.1361
2014-03-15,
2014-03-16,
2014-03-17,0.0544
2014-03-18,-0.0815
2014-03-19,-0.9244
2014-03-20,-0.2744
2014-03-21,-0.1651
2014-03-22,
2014-03-23,
2014-03-24,-1.5711
2014-03-25,2.5483000000000002
2014-03-26,-2.13
2014-03-27,-0.1674
2014-03-28,0.6149
2014-03-29,
2014-03-30,
2014-03-31,1.1667
2014-04-01,2.0044
2014-04-02,1.6689
2014-04-03,-1.3237999999999999
2014-04-04,0.0805
2014-04-05,
2014-04-06,
2014-04-07,-2.4665
2014-04-08,-0.9346
2014-04-09,2.6915
2014-04-10,-2.9722
2014-04-11,-1.9215
2014-04-12,
2014-04-13,
2014-04-14,-0.2839
2014-04-15,-0.6549
2014-04-16,1.7197
2014-04-17,-0.5354
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,0.6232
2014-04-22,0.5349
2014-04-23,-0.084
2014-04-24,0.3363
2014-04-25,-1.0894
2014-04-26,
2014-04-27,
2014-04-28,-0.1412
2014-04-29,3.0543
2014-04-30,3.1559
2014-05-01,-1.6760000000000002
2014-05-02,-0.2706
2014-05-03,
2014-05-04,
2014-05-05,-0.2442
2014-05-06,0.4351
2014-05-07,0.7853
2014-05-08,0.2149
2014-05-09,-0.2949
2014-05-10,
2014-05-11,
2014-05-12,2.2587
2014-05-13,-0.1841
2014-05-14,-0.5269
2014-05-15,-1.4036
2014-05-16,-0.8864
2014-05-17,
2014-05-18,
2014-05-19,3.0569
2014-05-20,-1.6359
2014-05-21,1.4485000000000001
2014-05-22,0.3437
2014-05-23,1.2385
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,0.3123
2014-05-28,-0.986
2014-05-29,-3.695
2014-05-30,1.4966
2014-05-31,
2014-06-01,
2014-06-02,0.6166
2014-06-03,-0.7994
2014-06-04,-0.9401
2014-06-05,1.3286
2014-06-06,1.0169
2014-06-07,
2014-06-08,
2014-06-09,0.9536
2014-06-10,0.0525
2014-06-11,-0.4458
2014-06-12,-0.5005
2014-06-13,2.1975
2014-06-14,
2014-06-15,
2014-06-16,-0.3368
2014-06-17,0.2859
2014-06-18,0.8813
2014-06-19,1.0791
2014-06-20,0.8388
2014-06-21,
2014-06-22,
2014-06-23,0.2773
2014-06-24,-1.3826
2014-06-25,0.3569
2014-06-26,-0.6096
2014-06-27,0.3067
2014-06-28,
2014-06-29,
2014-06-30,-0.4331
2014-07-01,0.1279
2014-07-02,-1.2267000000000001
2014-07-03,0.9573
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-2.614
2014-07-08,-1.6842000000000001
2014-07-09,0.4818
2014-07-10,-0.7991
2014-07-11,-0.3759
2014-07-12,
2014-07-13,
2014-07-14,1.1320999999999999
2014-07-15,-0.7729
2014-07-16,0.967
2014-07-17,-2.2878
2014-07-18,1.9603000000000002
2014-07-19,
2014-07-20,
2014-07-21,0.534
2014-07-22,-0.1328
2014-07-23,-0.7181
2014-07-24,-0.3215
2014-07-25,-0.9944
2014-07-26,
2014-07-27,
2014-07-28,-1.0315
2014-07-29,2.0296
2014-07-30,-2.0699
2014-07-31,-3.1293
2014-08-01,-0.8784
2014-08-02,
2014-08-03,
2014-08-04,0.9148
2014-08-05,0.9348
2014-08-06,0.0281
2014-08-07,1.1223
2014-08-08,0.0555
2014-08-09,
2014-08-10,
2014-08-11,1.3866
2014-08-12,-0.1368
2014-08-13,0.63
2014-08-14,-0.1361
2014-08-15,0.0818
2014-08-16,
2014-08-17,
2014-08-18,1.8519
2014-08-19,0.2941
2014-08-20,1.333
2014-08-21,-0.6051
2014-08-22,-1.0058
2014-08-23,
2014-08-24,
2014-08-25,1.123
2014-08-26,-0.4495
2014-08-27,-0.5843
2014-08-28,-0.4542
2014-08-29,0.0
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,2.1471
2014-09-03,-0.5518
2014-09-04,0.0793
2014-09-05,-0.2904
2014-09-06,
2014-09-07,
2014-09-08,0.0741
2014-09-09,-0.7964
2014-09-10,-0.1338
2014-09-11,0.2412
2014-09-12,-0.695
2014-09-13,
2014-09-14,
2014-09-15,0.0808
2014-09-16,0.8876
2014-09-17,-0.2933
2014-09-18,0.9893
2014-09-19,0.0
2014-09-20,
2014-09-21,
2014-09-22,-1.1649
2014-09-23,0.1607
2014-09-24,-0.0267
2014-09-25,-2.3274
2014-09-26,0.2465
2014-09-27,
2014-09-28,
2014-09-29,-0.9563
2014-09-30,-2.0966
2014-10-01,-1.7751000000000001
2014-10-02,0.4303
2014-10-03,0.1714
2014-10-04,
2014-10-05,
2014-10-06,1.4542
2014-10-07,-4.0191
2014-10-08,1.4056
2014-10-09,-3.6096
2014-10-10,-2.6363
2014-10-11,
2014-10-12,
2014-10-13,-1.8154
2014-10-14,2.4757
2014-10-15,1.8349
2014-10-16,2.2222
2014-10-17,0.4994
2014-10-18,
2014-10-19,
2014-10-20,-1.4616
2014-10-21,2.3731999999999998
2014-10-22,-1.304
2014-10-23,2.9066
2014-10-24,0.8274
2014-10-25,
2014-10-26,
2014-10-27,-0.5433
2014-10-28,4.169
2014-10-29,-2.1107
2014-10-30,0.28
2014-10-31,1.5359
2014-11-01,
2014-11-02,
2014-11-03,-0.8801
2014-11-04,-0.2775
2014-11-05,1.2521
2014-11-06,1.9786000000000001
2014-11-07,-0.1886
2014-11-08,
2014-11-09,
2014-11-10,0.6479
2014-11-11,0.1878
2014-11-12,0.5355
2014-11-13,-0.2663
2014-11-14,0.4539
2014-11-15,
2014-11-16,
2014-11-17,0.2924
2014-11-18,1.2722
2014-11-19,-2.2769
2014-11-20,0.3214
2014-11-21,2.1089
2014-11-22,
2014-11-23,
2014-11-24,0.3922
2014-11-25,-0.026
2014-11-26,0.3907
2014-11-27,
2014-11-28,-0.5189
2014-11-29,
2014-11-30,
2014-12-01,0.2608
2014-12-02,-1.0926
2014-12-03,2.2883
2014-12-04,-0.8228
2014-12-05,0.0519
2014-12-06,
2014-12-07,
2014-12-08,-1.9952999999999999
2014-12-09,0.7932
2014-12-10,-3.3578
2014-12-11,0.38
2014-12-12,-2.1092
2014-12-13,
2014-12-14,
2014-12-15,0.1105
2014-12-16,0.0828
2014-12-17,1.7645
2014-12-18,3.2241
2014-12-19,1.2861
2014-12-20,
2014-12-21,
2014-12-22,0.3887
2014-12-23,-0.0516
2014-12-24,0.1033
2014-12-25,
2014-12-26,0.4902
2014-12-27,
2014-12-28,
2014-12-29,-0.2311
2014-12-30,-1.1065
2014-12-31,-0.9368
2015-01-01,
2015-01-02,0.0263
2015-01-03,
2015-01-04,
2015-01-05,-6.2237
2015-01-06,-0.5881
2015-01-07,0.7887
2015-01-08,0.7546
2015-01-09,-1.8862999999999999
2015-01-10,
2015-01-11,
2015-01-12,-2.177
2015-01-13,0.2312
2015-01-14,-0.6344
2015-01-15,-0.6965
2015-01-16,0.7306
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,-0.2031
2015-01-21,2.0349
2015-01-22,0.6553
2015-01-23,-0.4529
2015-01-24,
2015-01-25,
2015-01-26,0.0569
2015-01-27,-1.2788
2015-01-28,-1.3817
2015-01-29,-0.2919
2015-01-30,-0.1756
2015-01-31,
2015-02-01,
2015-02-02,1.8768
2015-02-03,1.871
2015-02-04,-1.4128
2015-02-05,-0.086
2015-02-06,0.9466
2015-02-07,
2015-02-08,
2015-02-09,-0.2273
2015-02-10,0.7975
2015-02-11,-0.3956
2015-02-12,1.0213
2015-02-13,1.6591
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,-0.4992
2015-02-18,-0.1394
2015-02-19,-0.4745
2015-02-20,1.0376
2015-02-21,
2015-02-22,
2015-02-23,-0.6106
2015-02-24,0.4189
2015-02-25,0.2225
2015-02-26,-0.7492
2015-02-27,-0.1957
2015-02-28,
2015-03-01,
2015-03-02,1.3165
2015-03-03,-0.1935
2015-03-04,-1.1357
2015-03-05,-0.3082
2015-03-06,-1.1522999999999999
2015-03-07,
2015-03-08,
2015-03-09,0.2275
2015-03-10,-1.5603
2015-03-11,-0.3458
2015-03-12,1.7062
2015-03-13,-1.5923
2015-03-14,
2015-03-15,
2015-03-16,1.2135
2015-03-17,-1.0277
2015-03-18,3.4612
