date,TMUS UW Equity
2017-11-30,-1.2292
2017-12-01,-0.2784
2017-12-02,
2017-12-03,
2017-12-04,-1.0836999999999999
2017-12-05,1.1952
2017-12-06,1.9029
2017-12-07,-0.322
2017-12-08,1.0013
2017-12-09,
2017-12-10,
2017-12-11,0.8475
2017-12-12,0.6501
2017-12-13,0.5514
2017-12-14,-1.9897
2017-12-15,0.1598
2017-12-16,
2017-12-17,
2017-12-18,1.2927
2017-12-19,0.2678
2017-12-20,-1.1628
2017-12-21,0.9857
2017-12-22,0.1574
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,0.2672
2017-12-27,0.5016
2017-12-28,0.3744
2017-12-29,-1.3054000000000001
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,0.8345
2018-01-03,-0.6715
2018-01-04,-0.959
2018-01-05,2.5397
2018-01-06,
2018-01-07,
2018-01-08,0.774
2018-01-09,0.768
2018-01-10,-2.6067
2018-01-11,-0.0783
2018-01-12,-0.2506
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-1.1149
2018-01-17,1.2546
2018-01-18,-1.3801999999999999
2018-01-19,1.32
2018-01-20,
2018-01-21,
2018-01-22,0.361
2018-01-23,0.9227
2018-01-24,0.7283
2018-01-25,-0.9385
2018-01-26,1.3822
2018-01-27,
2018-01-28,
2018-01-29,-1.0417
2018-01-30,0.2477
2018-01-31,0.525
2018-02-01,-2.0123
2018-02-02,-0.3135
2018-02-03,
2018-02-04,
2018-02-05,-3.2237999999999998
2018-02-06,-1.1212
2018-02-07,1.9885000000000002
2018-02-08,-5.1241
2018-02-09,0.5435
2018-02-10,
2018-02-11,
2018-02-12,-1.8243
2018-02-13,-0.7398
2018-02-14,1.6120999999999999
2018-02-15,3.1047
2018-02-16,-0.6287
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,0.7493
2018-02-21,-1.8014000000000001
2018-02-22,-1.1612
2018-02-23,2.2646
2018-02-24,
2018-02-25,
2018-02-26,1.7483
2018-02-27,-1.9146
2018-02-28,1.1178
2018-03-01,2.1284
2018-03-02,0.9208
2018-03-03,
2018-03-04,
2018-03-05,0.7684
2018-03-06,0.969
2018-03-07,1.5733000000000001
2018-03-08,0.7745
2018-03-09,0.292
2018-03-10,
2018-03-11,
2018-03-12,-1.0728
2018-03-13,0.6662
2018-03-14,-0.3078
2018-03-15,-0.1081
2018-03-16,0.0773
2018-03-17,
2018-03-18,
2018-03-19,-2.378
2018-03-20,-0.696
2018-03-21,-0.3026
2018-03-22,-2.1409
2018-03-23,-2.4653
2018-03-24,
2018-03-25,
2018-03-26,2.762
2018-03-27,-1.7104
2018-03-28,0.8784
2018-03-29,0.2793
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-2.3263
2018-04-03,-0.0503
2018-04-04,0.2685
2018-04-05,0.1004
2018-04-06,-0.2675
2018-04-07,
2018-04-08,
2018-04-09,0.1509
2018-04-10,5.6746
2018-04-11,-0.3326
2018-04-12,0.1589
2018-04-13,-1.6979
2018-04-14,
2018-04-15,
2018-04-16,1.2913999999999999
2018-04-17,0.4303
2018-04-18,-0.1904
2018-04-19,0.5564
2018-04-20,-0.253
2018-04-21,
2018-04-22,
2018-04-23,-1.268
2018-04-24,0.4656
2018-04-25,2.1572
2018-04-26,0.2659
2018-04-27,0.6552
2018-04-28,
2018-04-29,
2018-04-30,-6.2151
2018-05-01,-1.7848000000000002
2018-05-02,-4.1393
2018-05-03,-1.8431
2018-05-04,2.3963
2018-05-05,
2018-05-06,
2018-05-07,-1.2574
2018-05-08,-1.6979
2018-05-09,1.3314
2018-05-10,0.9411
2018-05-11,-0.8091
2018-05-12,
2018-05-13,
2018-05-14,0.1241
2018-05-15,-0.1594
2018-05-16,0.2838
2018-05-17,0.2653
2018-05-18,0.4411
2018-05-19,
2018-05-20,
2018-05-21,0.4567
2018-05-22,-0.0175
2018-05-23,-0.2798
2018-05-24,-0.0702
2018-05-25,-0.6845
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,0.053
2018-05-30,-0.5122
2018-05-31,-1.1184
2018-06-01,2.1005
2018-06-02,
2018-06-03,
2018-06-04,0.4396
2018-06-05,0.07
2018-06-06,0.7698
2018-06-07,0.3819
2018-06-08,-0.0346
2018-06-09,
2018-06-10,
2018-06-11,0.3287
2018-06-12,0.1724
2018-06-13,1.0157
2018-06-14,1.4485000000000001
2018-06-15,0.8063
2018-06-16,
2018-06-17,
2018-06-18,0.5832
2018-06-19,0.2982
2018-06-20,-0.3304
2018-06-21,-0.5635
2018-06-22,1.3167
2018-06-23,
2018-06-24,
2018-06-25,-1.7437
2018-06-26,-0.0502
2018-06-27,-0.603
2018-06-28,0.8763
2018-06-29,-0.1838
2018-06-30,
2018-07-01,
2018-07-02,0.2678
2018-07-03,-1.2852999999999999
2018-07-04,
2018-07-05,1.5556
2018-07-06,1.7982
2018-07-07,
2018-07-08,
2018-07-09,0.3271
2018-07-10,-0.2608
2018-07-11,-1.6345
2018-07-12,2.3264
2018-07-13,0.1624
2018-07-14,
2018-07-15,
2018-07-16,-0.0811
2018-07-17,-0.6815
2018-07-18,-1.1273
2018-07-19,-1.8340999999999998
2018-07-20,-0.2693
2018-07-21,
2018-07-22,
2018-07-23,-1.5021
2018-07-24,0.7197
2018-07-25,0.0851
2018-07-26,0.9179
2018-07-27,0.4042
2018-07-28,
2018-07-29,
2018-07-30,0.3523
2018-07-31,0.3009
2018-08-01,-1.0667
2018-08-02,4.7507
2018-08-03,-1.0132
2018-08-04,
2018-08-05,
2018-08-06,7.7173
2018-08-07,-1.463
2018-08-08,0.2602
2018-08-09,-0.8092
2018-08-10,0.0154
2018-08-11,
2018-08-12,
2018-08-13,1.108
2018-08-14,0.3957
2018-08-15,-0.8338
2018-08-16,0.8714
2018-08-17,-0.1212
2018-08-18,
2018-08-19,
2018-08-20,-0.091
2018-08-21,1.0176
2018-08-22,-1.0525
2018-08-23,-0.9117
2018-08-24,0.3067
2018-08-25,
2018-08-26,
2018-08-27,0.5962
2018-08-28,-0.3191
2018-08-29,0.5946
2018-08-30,0.0455
2018-08-31,0.0454
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-0.4088
2018-09-05,-0.0912
2018-09-06,-0.2891
2018-09-07,-1.7247
2018-09-08,
2018-09-09,
2018-09-10,1.8171
2018-09-11,0.5339
2018-09-12,3.0496
2018-09-13,0.8245
2018-09-14,-0.3359
2018-09-15,
2018-09-16,
2018-09-17,-1.2161
2018-09-18,1.5871
2018-09-19,-0.2044
2018-09-20,1.1412
2018-09-21,-0.0868
2018-09-22,
2018-09-23,
2018-09-24,-0.2172
2018-09-25,0.769
2018-09-26,-0.9503
2018-09-27,2.4713
2018-09-28,-0.4398
2018-09-29,
2018-09-30,
2018-10-01,0.0997
2018-10-02,-0.7544
2018-10-03,-1.0614
2018-10-04,-0.0435
2018-10-05,-0.5221
2018-10-06,
2018-10-07,
2018-10-08,0.3353
2018-10-09,-0.5231
2018-10-10,-2.6731
2018-10-11,-0.6303
2018-10-12,3.2775
2018-10-13,
2018-10-14,
2018-10-15,-1.1114
2018-10-16,1.9521
2018-10-17,0.2031
2018-10-18,-0.4488
2018-10-19,1.425
2018-10-20,
2018-10-21,
2018-10-22,-0.3441
2018-10-23,-0.3309
2018-10-24,-5.153
2018-10-25,0.9283
2018-10-26,-1.8245
2018-10-27,
2018-10-28,
2018-10-29,-0.3072
2018-10-30,-1.5252
2018-10-31,7.2434
2018-11-01,0.4814
2018-11-02,-0.5372
2018-11-03,
2018-11-04,
2018-11-05,0.5547
2018-11-06,-0.1742
2018-11-07,2.283
2018-11-08,-0.8388
2018-11-09,-1.5341
2018-11-10,
2018-11-11,
2018-11-12,-1.1503
2018-11-13,0.7659
2018-11-14,-0.4239
2018-11-15,-0.0587
2018-11-16,1.557
2018-11-17,
2018-11-18,
2018-11-19,-1.6488
2018-11-20,-2.1029
2018-11-21,0.3155
2018-11-22,
2018-11-23,0.4343
2018-11-24,
2018-11-25,
2018-11-26,0.6262
2018-11-27,0.0
2018-11-28,2.1188
2018-11-29,-0.3482
2018-11-30,-0.3349
2018-12-01,
2018-12-02,
2018-12-03,-0.9496
2018-12-04,-1.8142
2018-12-05,
2018-12-06,1.0966
2018-12-07,-2.3923
2018-12-08,
2018-12-09,
2018-12-10,0.0609
2018-12-11,-0.3043
2018-12-12,0.8698
2018-12-13,0.3933
2018-12-14,-1.0699
2018-12-15,
2018-12-16,
2018-12-17,-1.2795
2018-12-18,-0.0463
2018-12-19,0.1389
2018-12-20,-0.9403
2018-12-21,-3.6259
2018-12-22,
2018-12-23,
2018-12-24,-1.8246
2018-12-25,
2018-12-26,3.6349
2018-12-27,-0.5713
2018-12-28,0.9417
2018-12-29,
2018-12-30,
2018-12-31,0.5851
2019-01-01,
2019-01-02,2.5939
2019-01-03,-0.3678
2019-01-04,3.7988
2019-01-05,
2019-01-06,
2019-01-07,1.4076
2019-01-08,-0.979
2019-01-09,-0.0738
2019-01-10,0.3544
2019-01-11,1.5303
2019-01-12,
2019-01-13,
2019-01-14,-1.5796999999999999
2019-01-15,-1.1339
2019-01-16,-0.6702
2019-01-17,-0.6598
2019-01-18,1.0717
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-0.1941
2019-01-23,1.4514
2019-01-24,1.2684
2019-01-25,-0.2622
2019-01-26,
2019-01-27,
2019-01-28,-1.2558
2019-01-29,0.2366
2019-01-30,0.7967
2019-01-31,1.9028
2019-02-01,0.0144
2019-02-02,
2019-02-03,
2019-02-04,-0.316
2019-02-05,-3.6882
2019-02-06,0.1346
2019-02-07,2.0018
2019-02-08,0.1465
2019-02-09,
2019-02-10,
2019-02-11,0.0877
2019-02-12,1.6949
2019-02-13,-0.7615
2019-02-14,2.0704
2019-02-15,2.1986
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,0.6523
2019-02-20,0.3172
2019-02-21,0.9072
2019-02-22,-0.2861
2019-02-23,
2019-02-24,
2019-02-25,-0.2049
2019-02-26,-0.7118
2019-02-27,-0.5653
2019-02-28,0.1248
2019-03-01,0.18
2019-03-02,
2019-03-03,
2019-03-04,-0.9538
2019-03-05,-0.335
2019-03-06,-0.8822
2019-03-07,0.7629
2019-03-08,-0.9394
2019-03-09,
2019-03-10,
2019-03-11,1.1607
2019-03-12,0.3218
2019-03-13,0.7671
2019-03-14,0.1246
2019-03-15,1.5482
2019-03-16,
2019-03-17,
2019-03-18,0.2995
2019-03-19,-1.4794
2019-03-20,-0.7301
2019-03-21,0.2775
2019-03-22,-0.4982
2019-03-23,
2019-03-24,
2019-03-25,0.5702
2019-03-26,1.4243999999999999
2019-03-27,-1.4999
2019-03-28,-4.2774
2019-03-29,-0.0723
2019-03-30,
2019-03-31,
2019-04-01,1.259
2019-04-02,-0.343
2019-04-03,-1.0469
2019-04-04,1.5217
2019-04-05,0.4283
