date,MDLZ UW Equity
2013-04-18,0.8713
2013-04-19,5.2492
2013-04-20,
2013-04-21,
2013-04-22,-0.4735
2013-04-23,1.0466
2013-04-24,-1.2555
2013-04-25,0.6993
2013-04-26,-0.3946
2013-04-27,
2013-04-28,
2013-04-29,0.206
2013-04-30,-0.5376
2013-05-01,0.0318
2013-05-02,-0.1271
2013-05-03,0.9866
2013-05-04,
2013-05-05,
2013-05-06,-1.8279
2013-05-07,0.8347
2013-05-08,-1.56
2013-05-09,-1.0996
2013-05-10,0.1635
2013-05-11,
2013-05-12,
2013-05-13,0.653
2013-05-14,1.1353
2013-05-15,1.0584
2013-05-16,-0.1587
2013-05-17,0.1271
2013-05-18,
2013-05-19,
2013-05-20,-2.2222
2013-05-21,0.6494
2013-05-22,2.4839
2013-05-23,-1.6997
2013-05-24,-0.8966
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,1.0662
2013-05-29,-3.1969
2013-05-30,-2.2457
2013-05-31,-0.473
2013-06-01,
2013-06-02,
2013-06-03,0.9504
2013-06-04,-0.5716
2013-06-05,-0.3382
2013-06-06,-0.6108
2013-06-07,1.9461
2013-06-08,
2013-06-09,
2013-06-10,-0.9377
2013-06-11,0.7437
2013-06-12,-0.906
2013-06-13,1.49
2013-06-14,-0.5339
2013-06-15,
2013-06-16,
2013-06-17,1.7779
2013-06-18,0.5274
2013-06-19,-3.1803
2013-06-20,-4.0298
2013-06-21,1.7643
2013-06-22,
2013-06-23,
2013-06-24,-0.7282
2013-06-25,-0.0349
2013-06-26,0.8036
2013-06-27,1.4905
2013-06-28,-2.1269
2013-06-29,
2013-06-30,
2013-07-01,1.8051
2013-07-02,-0.9124
2013-07-03,-0.6949
2013-07-04,
2013-07-05,0.6998
2013-07-06,
2013-07-07,
2013-07-08,-0.139
2013-07-09,1.009
2013-07-10,0.4134
2013-07-11,3.4648
2013-07-12,0.6631
2013-07-13,
2013-07-14,
2013-07-15,-0.5929
2013-07-16,-1.0603
2013-07-17,2.1433
2013-07-18,0.2623
2013-07-19,0.3597
2013-07-20,
2013-07-21,
2013-07-22,0.0326
2013-07-23,1.2378
2013-07-24,-0.9009
2013-07-25,1.1039
2013-07-26,1.413
2013-07-27,
2013-07-28,
2013-07-29,0.095
2013-07-30,-1.7715999999999998
2013-07-31,0.7085
2013-08-01,1.4391
2013-08-02,0.7251
2013-08-03,
2013-08-04,
2013-08-05,-0.5634
2013-08-06,0.2833
2013-08-07,-1.8832
2013-08-08,4.6065000000000005
2013-08-09,-1.6514
2013-08-10,
2013-08-11,
2013-08-12,-0.8706
2013-08-13,0.6274
2013-08-14,-1.4963
2013-08-15,-1.3608
2013-08-16,-0.6737
2013-08-17,
2013-08-18,
2013-08-19,-0.969
2013-08-20,0.2935
2013-08-21,-0.748
2013-08-22,1.9003999999999999
2013-08-23,0.7074
2013-08-24,
2013-08-25,
2013-08-26,-1.9157
2013-08-27,-0.1953
2013-08-28,-0.3588
2013-08-29,0.491
2013-08-30,-0.0977
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,0.3913
2013-09-04,0.2923
2013-09-05,-0.421
2013-09-06,0.6179
2013-09-07,
2013-09-08,
2013-09-09,0.6141
2013-09-10,-0.2891
2013-09-11,0.8054
2013-09-12,-0.1278
2013-09-13,0.96
2013-09-14,
2013-09-15,
2013-09-16,0.9826
2013-09-17,0.3766
2013-09-18,2.4078
2013-09-19,0.5496
2013-09-20,-1.8828
2013-09-21,
2013-09-22,
2013-09-23,-1.1452
2013-09-24,0.3444
2013-09-25,0.1248
2013-09-26,0.0623
2013-09-27,-0.5005
2013-09-28,
2013-09-29,
2013-09-30,-1.226
2013-10-01,-1.8141
2013-10-02,-0.6483
2013-10-03,-0.3589
2013-10-04,1.0478
2013-10-05,
2013-10-06,
2013-10-07,-0.324
2013-10-08,-0.2276
2013-10-09,-0.2607
2013-10-10,1.9275
2013-10-11,-1.1538
2013-10-12,
2013-10-13,
2013-10-14,-0.5188
2013-10-15,-0.3911
2013-10-16,2.8796
2013-10-17,2.7036
2013-10-18,0.4955
2013-10-19,
2013-10-20,
2013-10-21,0.1233
2013-10-22,2.4007
2013-10-23,-0.511
2013-10-24,0.4532
2013-10-25,0.6917
2013-10-26,
2013-10-27,
2013-10-28,0.2688
2013-10-29,0.983
2013-10-30,-0.2065
2013-10-31,-0.5616
2013-11-01,-0.1784
2013-11-02,
2013-11-03,
2013-11-04,0.1191
2013-11-05,-0.5354
2013-11-06,-0.0299
2013-11-07,-4.0084
2013-11-08,1.8386
2013-11-09,
2013-11-10,
2013-11-11,-0.9486
2013-11-12,0.1854
2013-11-13,2.7135
2013-11-14,2.5518
2013-11-15,-0.322
2013-11-16,
2013-11-17,
2013-11-18,-0.2643
2013-11-19,-0.7067
2013-11-20,-0.6821
2013-11-21,1.0749
2013-11-22,0.1182
2013-11-23,
2013-11-24,
2013-11-25,-0.8262
2013-11-26,0.8331
2013-11-27,0.2656
2013-11-28,
2013-11-29,-1.3243
2013-11-30,
2013-12-01,
2013-12-02,-0.2684
2013-12-03,1.3756
2013-12-04,1.0914
2013-12-05,0.3793
2013-12-06,2.0058
2013-12-07,
2013-12-08,
2013-12-09,-1.1399
2013-12-10,-1.8161
2013-12-11,0.0587
2013-12-12,-0.2934
2013-12-13,-0.3826
2013-12-14,
2013-12-15,
2013-12-16,0.0295
2013-12-17,0.2953
2013-12-18,2.0024
2013-12-19,-0.6062
2013-12-20,0.6971
2013-12-21,
2013-12-22,
2013-12-23,0.0865
2013-12-24,0.0576
2013-12-25,
2013-12-26,0.5472
2013-12-27,0.401
2013-12-28,
2013-12-29,
2013-12-30,0.6302
2013-12-31,0.4839
2014-01-01,
2014-01-02,-1.3881000000000001
2014-01-03,-0.1724
2014-01-04,
2014-01-05,
2014-01-06,-0.6331
2014-01-07,0.7819
2014-01-08,0.0575
2014-01-09,1.5508
2014-01-10,1.2443
2014-01-11,
2014-01-12,
2014-01-13,-1.6760000000000002
2014-01-14,0.5682
2014-01-15,0.8475
2014-01-16,0.0
2014-01-17,-1.2605
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,-2.2695
2014-01-22,0.0
2014-01-23,0.0
2014-01-24,-2.3222
2014-01-25,
2014-01-26,
2014-01-27,-0.1189
2014-01-28,0.357
2014-01-29,-2.1939
2014-01-30,-0.1819
2014-01-31,-0.5466
2014-02-01,
2014-02-02,
2014-02-03,-2.0458
2014-02-04,-0.2182
2014-02-05,0.2499
2014-02-06,1.9009
2014-02-07,0.7034
2014-02-08,
2014-02-09,
2014-02-10,0.577
2014-02-11,0.4831
2014-02-12,-0.2103
2014-02-13,2.4089
2014-02-14,0.3234
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,0.2052
2014-02-19,0.2047
2014-02-20,0.6421
2014-02-21,-0.522
2014-02-22,
2014-02-23,
2014-02-24,0.2915
2014-02-25,-1.3081
2014-02-26,-0.0884
2014-02-27,-0.2064
2014-02-28,0.5318
2014-03-01,
2014-03-02,
2014-03-03,-0.6759
2014-03-04,1.5089000000000001
2014-03-05,0.0583
2014-03-06,1.6021
2014-03-07,0.5734
2014-03-08,
2014-03-09,
2014-03-10,0.0
2014-03-11,-0.3136
2014-03-12,-0.2002
2014-03-13,-1.0602
2014-03-14,-0.8109
2014-03-15,
2014-03-16,
2014-03-17,0.0
2014-03-18,0.4672
2014-03-19,-0.7556
2014-03-20,0.3221
2014-03-21,-0.3795
2014-03-22,
2014-03-23,
2014-03-24,-0.9083
2014-03-25,1.3897
2014-03-26,-0.35
2014-03-27,0.5268
2014-03-28,0.5554
2014-03-29,
2014-03-30,
2014-03-31,0.436
2014-04-01,0.7815
2014-04-02,0.2872
2014-04-03,-0.4296
2014-04-04,-0.6615
2014-04-05,
2014-04-06,
2014-04-07,-0.912
2014-04-08,1.0957
2014-04-09,1.0116
2014-04-10,-0.6867
2014-04-11,-1.1524
2014-04-12,
2014-04-13,
2014-04-14,0.408
2014-04-15,-0.5515
2014-04-16,1.4886
2014-04-17,-0.3451
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,0.3752
2014-04-22,0.7188
2014-04-23,0.2284
2014-04-24,0.5412
2014-04-25,0.1133
2014-04-26,
2014-04-27,
2014-04-28,1.6978
2014-04-29,-0.9321
2014-04-30,0.1264
2014-05-01,-0.0561
2014-05-02,-0.421
2014-05-03,
2014-05-04,
2014-05-05,0.3664
2014-05-06,-1.0952
2014-05-07,8.1772
2014-05-08,-0.8136
2014-05-09,0.4499
2014-05-10,
2014-05-11,
2014-05-12,-0.9747
2014-05-13,0.6917
2014-05-14,-0.6605
2014-05-15,-0.9574
2014-05-16,0.725
2014-05-17,
2014-05-18,
2014-05-19,-0.3466
2014-05-20,0.107
2014-05-21,0.5612
2014-05-22,-0.9035
2014-05-23,-0.1341
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,0.5102
2014-05-28,-0.0801
2014-05-29,0.2139
2014-05-30,0.3735
2014-05-31,
2014-06-01,
2014-06-02,0.3987
2014-06-03,0.3971
2014-06-04,0.6329
2014-06-05,0.1834
2014-06-06,0.0
2014-06-07,
2014-06-08,
2014-06-09,-0.4185
2014-06-10,-0.8406
2014-06-11,-0.3974
2014-06-12,-0.7713
2014-06-13,0.3752
2014-06-14,
2014-06-15,
2014-06-16,-0.534
2014-06-17,0.3221
2014-06-18,0.5084
2014-06-19,-0.1597
2014-06-20,-0.0267
2014-06-21,
2014-06-22,
2014-06-23,-0.6935
2014-06-24,-0.2417
2014-06-25,-0.0808
2014-06-26,1.7785
2014-06-27,-0.9035
2014-06-28,
2014-06-29,
2014-06-30,0.8581
2014-07-01,0.6913
2014-07-02,0.1056
2014-07-03,0.1583
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-0.0527
2014-07-08,0.3426
2014-07-09,-0.1838
2014-07-10,-0.0526
2014-07-11,1.1319
2014-07-12,
2014-07-13,
2014-07-14,0.3644
2014-07-15,-1.1929
2014-07-16,0.105
2014-07-17,-0.3933
2014-07-18,1.2898
2014-07-19,
2014-07-20,
2014-07-21,-0.5457
2014-07-22,0.6271
2014-07-23,-0.5713
2014-07-24,0.0522
2014-07-25,-0.3393
2014-07-26,
2014-07-27,
2014-07-28,0.1048
2014-07-29,-0.5495
2014-07-30,-2.7361
2014-07-31,-2.6237
2014-08-01,0.8889
2014-08-02,
2014-08-03,
2014-08-04,0.3579
2014-08-05,-1.3443
2014-08-06,-0.8065
2014-08-07,-1.6821000000000002
2014-08-08,1.1691
2014-08-09,
2014-08-10,
2014-08-11,0.8174
2014-08-12,-0.2796
2014-08-13,0.3645
2014-08-14,-0.2793
2014-08-15,0.2241
2014-08-16,
2014-08-17,
2014-08-18,0.7267
2014-08-19,0.3607
2014-08-20,0.0829
2014-08-21,-0.1105
2014-08-22,-0.8573
2014-08-23,
2014-08-24,
2014-08-25,0.8368
2014-08-26,-0.2213
2014-08-27,0.4713
2014-08-28,0.138
2014-08-29,-0.2756
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,-1.2434
2014-09-03,0.2238
2014-09-04,-0.8934
2014-09-05,0.5352
2014-09-06,
2014-09-07,
2014-09-08,-1.0367
2014-09-09,0.5946
2014-09-10,0.1829
2014-09-11,0.4355
2014-09-12,-1.2028
2014-09-13,
2014-09-14,
2014-09-15,0.3114
2014-09-16,0.3105
2014-09-17,-0.3376
2014-09-18,1.1011
2014-09-19,-0.391
2014-09-20,
2014-09-21,
2014-09-22,-1.7942
2014-09-23,-1.1419
2014-09-24,1.8336999999999999
2014-09-25,-1.4887000000000001
2014-09-26,-0.403
2014-09-27,
2014-09-28,
2014-09-29,-0.7257
2014-09-30,0.1901
2014-10-01,-1.5030000000000001
2014-10-02,0.2667
2014-10-03,1.2116
2014-10-04,
2014-10-05,
2014-10-06,0.4964
2014-10-07,-1.4526
2014-10-08,1.3856
2014-10-09,-2.1518
2014-10-10,-0.4755
2014-10-11,
2014-10-12,
2014-10-13,-1.5228000000000002
2014-10-14,-0.5458
2014-10-15,-0.3963
2014-10-16,-1.7447
2014-10-17,1.6199
2014-10-18,
2014-10-19,
2014-10-20,0.981
2014-10-21,0.8804
2014-10-22,1.9862
2014-10-23,0.6492
2014-10-24,0.7622
2014-10-25,
2014-10-26,
2014-10-27,1.0474
2014-10-28,1.6124
2014-10-29,-1.0201
2014-10-30,0.6441
2014-10-31,0.2987
2014-11-01,
2014-11-02,
2014-11-03,0.4254
2014-11-04,-1.0731
2014-11-05,6.052
2014-11-06,1.8573
2014-11-07,-0.2114
2014-11-08,
2014-11-09,
2014-11-10,0.3708
2014-11-11,-0.343
2014-11-12,0.3971
2014-11-13,0.8175
2014-11-14,-0.1831
2014-11-15,
2014-11-16,
2014-11-17,0.5503
2014-11-18,0.847
2014-11-19,1.0466
2014-11-20,-0.4348
2014-11-21,0.1798
2014-11-22,
2014-11-23,
2014-11-24,-0.0256
2014-11-25,-0.5899
2014-11-26,0.6192
2014-11-27,
2014-11-28,0.5128
2014-11-29,
2014-11-30,
2014-12-01,-0.5612
2014-12-02,-0.2309
2014-12-03,-0.5657
2014-12-04,-0.6724
2014-12-05,0.2343
2014-12-06,
2014-12-07,
2014-12-08,-0.6753
2014-12-09,0.8368
2014-12-10,-1.167
2014-12-11,0.0525
2014-12-12,-2.3603
2014-12-13,
2014-12-14,
2014-12-15,-1.5042
2014-12-16,-1.7726
2014-12-17,-0.0555
2014-12-18,1.6111
2014-12-19,1.9683000000000002
2014-12-20,
2014-12-21,
2014-12-22,0.5362
2014-12-23,0.2133
2014-12-24,0.133
2014-12-25,
2014-12-26,0.3455
2014-12-27,
2014-12-28,
2014-12-29,-0.715
2014-12-30,-0.857
2014-12-31,-1.8774
2015-01-01,
2015-01-02,1.2801
2015-01-03,
2015-01-04,
2015-01-05,-1.495
2015-01-06,-0.6898
2015-01-07,3.1398
2015-01-08,1.2662
2015-01-09,-0.9843
2015-01-10,
2015-01-11,
2015-01-12,-0.9404
2015-01-13,-0.6645
2015-01-14,-0.2184
2015-01-15,-0.0137
2015-01-16,1.0947
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,0.2166
2015-01-21,0.3512
2015-01-22,1.1844000000000001
2015-01-23,-1.7292
2015-01-24,
2015-01-25,
2015-01-26,-0.9746
2015-01-27,-1.3669
2015-01-28,-1.1502
2015-01-29,0.2103
2015-01-30,-1.399
2015-01-31,
2015-02-01,
2015-02-02,1.4756
2015-02-03,0.8389
2015-02-04,-0.1248
2015-02-05,0.6664
2015-02-06,-0.9516
2015-02-07,
2015-02-08,
2015-02-09,-0.5569
2015-02-10,0.28
2015-02-11,2.597
2015-02-12,0.6532
2015-02-13,-0.5408
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,1.006
2015-02-18,-0.5653
2015-02-19,0.1489
2015-02-20,-0.0676
2015-02-21,
2015-02-22,
2015-02-23,0.0676
2015-02-24,0.027
2015-02-25,-0.9323
2015-02-26,0.1637
2015-02-27,0.5855
2015-02-28,
2015-03-01,
2015-03-02,-0.1218
2015-03-03,-0.6777
2015-03-04,-0.5459
2015-03-05,0.1921
2015-03-06,-3.5333
2015-03-07,
2015-03-08,
2015-03-09,0.5679
2015-03-10,-2.5974
2015-03-11,-0.4638
2015-03-12,1.9220000000000002
2015-03-13,-1.4
2015-03-14,
2015-03-15,
2015-03-16,0.5795
2015-03-17,-1.0084
2015-03-18,1.9207999999999998
2015-03-19,-1.028
2015-03-20,0.2308
2015-03-21,
2015-03-22,
2015-03-23,1.5976
2015-03-24,-0.8075
2015-03-25,2.2708
2015-03-26,-2.0249
2015-03-27,1.7673999999999999
2015-03-28,
2015-03-29,
2015-03-30,2.6723
2015-03-31,-1.1233
2015-04-01,0.568
2015-04-02,0.923
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,1.0101
2015-04-07,0.0
2015-04-08,1.0541
2015-04-09,-0.0401
2015-04-10,0.0669
2015-04-11,
2015-04-12,
2015-04-13,-0.4011
2015-04-14,0.5906
2015-04-15,0.2135
2015-04-16,-0.6391
2015-04-17,-0.9247
2015-04-18,
2015-04-19,
2015-04-20,0.0676
2015-04-21,-1.2570999999999999
2015-04-22,0.835
2015-04-23,-0.0543
2015-04-24,0.0272
2015-04-25,
2015-04-26,
2015-04-27,-0.0679
2015-04-28,0.0136
2015-04-29,5.163
2015-04-30,-0.8527
2015-05-01,0.7297
2015-05-02,
2015-05-03,
2015-05-04,-0.0776
2015-05-05,-0.7768
2015-05-06,0.3392
2015-05-07,1.3784
2015-05-08,1.1801
2015-05-09,
2015-05-10,
2015-05-11,-0.2789
2015-05-12,-0.0509
2015-05-13,0.0
2015-05-14,1.8824999999999998
2015-05-15,0.9988
2015-05-16,
2015-05-17,
2015-05-18,-1.1125
2015-05-19,0.625
2015-05-20,1.0186
2015-05-21,-0.8608
2015-05-22,-0.3473
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-0.5726
2015-05-27,0.5008
2015-05-28,0.8221
2015-05-29,2.7675
2015-05-30,
2015-05-31,
2015-06-01,-2.164
2015-06-02,0.2703
2015-06-03,0.5637
2015-06-04,-1.4867
2015-06-05,-0.9896
2015-06-06,
2015-06-07,
2015-06-08,0.075
2015-06-09,0.4245
2015-06-10,0.3729
2015-06-11,-0.0248
2015-06-12,0.2725
2015-06-13,
2015-06-14,
2015-06-15,-0.8895
2015-06-16,1.5831
2015-06-17,0.1104
2015-06-18,0.1471
2015-06-19,0.4651
2015-06-20,
2015-06-21,
2015-06-22,0.0244
2015-06-23,0.1096
2015-06-24,-0.0365
2015-06-25,0.0
2015-06-26,0.4382
2015-06-27,
2015-06-28,
2015-06-29,-0.6568
2015-06-30,0.7346
2015-07-01,1.1424
2015-07-02,-0.1442
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-0.698
2015-07-07,1.2603
2015-07-08,-0.8856
2015-07-09,-0.3864
2015-07-10,0.3879
2015-07-11,
2015-07-12,
2015-07-13,0.4588
2015-07-14,0.6731
2015-07-15,-1.2894
2015-07-16,1.5239
2015-07-17,-0.1906
2015-07-18,
2015-07-19,
2015-07-20,-0.191
2015-07-21,0.6219
2015-07-22,0.4279
2015-07-23,-0.3077
2015-07-24,-0.2137
2015-07-25,
2015-07-26,
2015-07-27,0.0
2015-07-28,1.8319999999999999
2015-07-29,0.7009
2015-07-30,5.0348
2015-07-31,-0.3093
2015-08-01,
2015-08-02,
2015-08-03,0.7977
2015-08-04,0.2418
2015-08-05,1.5131999999999999
2015-08-06,1.1234
2015-08-07,-1.4954
2015-08-08,
2015-08-09,
2015-08-10,0.6506
2015-08-11,-0.668
2015-08-12,0.9328
2015-08-13,-1.1176
2015-08-14,1.0324
2015-08-15,
2015-08-16,
2015-08-17,-0.6131
2015-08-18,-0.1082
2015-08-19,-2.0368
2015-08-20,-2.6764
2015-08-21,-1.8182
2015-08-22,
2015-08-23,
2015-08-24,-2.8704
2015-08-25,-1.5491000000000001
2015-08-26,2.1544
2015-08-27,1.327
2015-08-28,0.0935
2015-08-29,
2015-08-30,
2015-08-31,-1.028
2015-09-01,-3.187
2015-09-02,3.0724
2015-09-03,2.2948
2015-09-04,-1.5495
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,0.8457
2015-09-09,-2.1896
2015-09-10,0.9288
2015-09-11,0.7079
2015-09-12,
2015-09-13,
2015-09-14,-0.9372
2015-09-15,1.6793
2015-09-16,0.1163
2015-09-17,1.5798999999999999
2015-09-18,-1.9899
2015-09-19,
2015-09-20,
2015-09-21,0.0
2015-09-22,-2.007
2015-09-23,0.6906
2015-09-24,-0.3548
2015-09-25,1.5903
2015-09-26,
2015-09-27,
2015-09-28,-2.7103
2015-09-29,-1.5915
2015-09-30,2.5974
2015-10-01,0.812
2015-10-02,3.1983
2015-10-03,
2015-10-04,
2015-10-05,1.6758
2015-10-06,-0.8806
2015-10-07,0.9795
2015-10-08,2.1994
2015-10-09,-0.6732
2015-10-10,
2015-10-11,
2015-10-12,0.1111
2015-10-13,-0.4661
2015-10-14,-0.223
2015-10-15,0.5364
2015-10-16,1.9342000000000001
2015-10-17,
2015-10-18,
2015-10-19,1.2432
2015-10-20,-1.4649
2015-10-21,-0.634
2015-10-22,3.2782999999999998
2015-10-23,-0.8735
2015-10-24,
2015-10-25,
2015-10-26,0.5803
2015-10-27,-0.4274
2015-10-28,-0.4292
2015-10-29,-0.2586
2015-10-30,-0.2593
2015-10-31,
2015-11-01,
2015-11-02,0.6066
2015-11-03,-0.0861
2015-11-04,-1.1207
2015-11-05,0.0
2015-11-06,-2.1796
2015-11-07,
2015-11-08,
2015-11-09,-1.0918
2015-11-10,0.4506
2015-11-11,-0.2691
2015-11-12,-1.8664
2015-11-13,-0.8478
2015-11-14,
2015-11-15,
2015-11-16,1.8256999999999999
2015-11-17,-0.5447
2015-11-18,1.5062
2015-11-19,0.2248
2015-11-20,-1.4132
2015-11-21,
2015-11-22,
2015-11-23,0.2958
2015-11-24,-0.2269
2015-11-25,-0.1137
2015-11-26,
2015-11-27,1.1154
2015-11-28,
2015-11-29,
2015-11-30,-1.7109
2015-12-01,1.5117
2015-12-02,-1.0379
2015-12-03,-2.85
2015-12-04,4.4356
2015-12-05,
2015-12-06,
2015-12-07,-1.0562
2015-12-08,-0.0681
