date,ICE UN Equity
2006-05-22,-14.8386
2006-05-23,-1.1571
2006-05-24,-7.8554
2006-05-25,3.1118
2006-05-26,2.5714
2006-05-27,
2006-05-28,
2006-05-29,
2006-05-30,-7.4861
2006-05-31,4.8175
2006-06-01,0.0718
2006-06-02,-1.7402
2006-06-03,
2006-06-04,
2006-06-05,-5.8244
2006-06-06,-2.3653
2006-06-07,0.6553
2006-06-08,-1.4203999999999999
2006-06-09,1.741
2006-06-10,
2006-06-11,
2006-06-12,-3.6192
2006-06-13,-6.1224
2006-06-14,2.1739
2006-06-15,4.2766
2006-06-16,3.2237999999999998
2006-06-17,
2006-06-18,
2006-06-19,-0.85
2006-06-20,-1.0965
2006-06-21,8.2645
2006-06-22,-1.3033000000000001
2006-06-23,2.6976
2006-06-24,
2006-06-25,
2006-06-26,0.5694
2006-06-27,-2.1918
2006-06-28,-2.8011
2006-06-29,6.3401
2006-06-30,4.6793
2006-07-01,
2006-07-02,
2006-07-03,2.4163
2006-07-04,
2006-07-05,-2.275
2006-07-06,-0.7243
2006-07-07,-4.6899
2006-07-08,
2006-07-09,
2006-07-10,-3.7542999999999997
2006-07-11,5.0937
2006-07-12,5.4054
2006-07-13,2.2222
2006-07-14,-0.3177
2006-07-15,
2006-07-16,
2006-07-17,-2.5164
2006-07-18,-3.1148
2006-07-19,4.405
2006-07-20,-1.4461
2006-07-21,0.2935
2006-07-22,
2006-07-23,
2006-07-24,4.5611
2006-07-25,-0.9877
2006-07-26,-4.9044
2006-07-27,-0.3497
2006-07-28,3.4561
2006-07-29,
2006-07-30,
2006-07-31,1.0683
2006-08-01,-0.8054
2006-08-02,0.4736
2006-08-03,-1.3636
2006-08-04,1.4849
2006-08-05,
2006-08-06,
2006-08-07,-1.1941
2006-08-08,1.617
2006-08-09,0.1843
2006-08-10,2.8089
2006-08-11,-1.9841
2006-08-12,
2006-08-13,
2006-08-14,-0.3816
2006-08-15,1.3491
2006-08-16,2.7445
2006-08-17,2.1113
2006-08-18,0.8145
2006-08-19,
2006-08-20,
2006-08-21,0.4506
2006-08-22,-3.4493
2006-08-23,0.1762
2006-08-24,-2.7827
2006-08-25,2.1714
2006-08-26,
2006-08-27,
2006-08-28,-1.1753
2006-08-29,0.9286
2006-08-30,2.6473
2006-08-31,-0.5189
2006-09-01,0.6165
2006-09-02,
2006-09-03,
2006-09-04,
2006-09-05,2.4666
2006-09-06,-0.0153
2006-09-07,-1.6869
2006-09-08,-0.0624
2006-09-09,
2006-09-10,
2006-09-11,-1.0301
2006-09-12,-0.205
2006-09-13,2.2756
2006-09-14,-0.1391
2006-09-15,15.0395
2006-09-16,
2006-09-17,
2006-09-18,2.421
2006-09-19,-2.8628
2006-09-20,-2.0549
2006-09-21,6.1146
2006-09-22,-4.1493
2006-09-23,
2006-09-24,
2006-09-25,-5.7267
2006-09-26,0.7773
2006-09-27,2.2568
2006-09-28,0.7962
2006-09-29,4.0327
2006-09-30,
2006-10-01,
2006-10-02,-0.8259
2006-10-03,3.7072000000000003
2006-10-04,5.2325
2006-10-05,3.4585
2006-10-06,1.5941
2006-10-07,
2006-10-08,
2006-10-09,-0.5621
2006-10-10,2.838
2006-10-11,0.5382
2006-10-12,-4.4419
2006-10-13,-1.1085
2006-10-14,
2006-10-15,
2006-10-16,-6.8338
2006-10-17,5.6533
2006-10-18,0.2571
2006-10-19,-0.403
2006-10-20,0.282
2006-10-21,
2006-10-22,
2006-10-23,0.7704
2006-10-24,1.7109999999999999
2006-10-25,-0.334
2006-10-26,2.5497
2006-10-27,-1.4123999999999999
2006-10-28,
2006-10-29,
2006-10-30,-2.7469
2006-10-31,2.7757
2006-11-01,0.5686
2006-11-02,-1.8846
2006-11-03,-1.8607
2006-11-04,
2006-11-05,
2006-11-06,3.8532
2006-11-07,2.6148
2006-11-08,0.9183
2006-11-09,-5.0273
2006-11-10,1.9281000000000001
2006-11-11,
2006-11-12,
2006-11-13,3.9831
2006-11-14,9.096
2006-11-15,-0.9322
2006-11-16,-1.0455
2006-11-17,6.9202
2006-11-18,
2006-11-19,
2006-11-20,-3.4783
2006-11-21,3.5217
2006-11-22,0.0
2006-11-23,
2006-11-24,2.947
2006-11-25,
2006-11-26,
2006-11-27,-3.3429
2006-11-28,0.1888
2006-11-29,-3.6703
2006-11-30,1.1739
2006-12-01,-3.2265
2006-12-02,
2006-12-03,
2006-12-04,4.1228
2006-12-05,7.3737
2006-12-06,-1.223
2006-12-07,-0.1524
2006-12-08,3.1095
2006-12-09,
2006-12-10,
2006-12-11,4.7271
2006-12-12,-2.8443
2006-12-13,-2.5366
2006-12-14,-3.1623
2006-12-15,2.4371
2006-12-16,
2006-12-17,
2006-12-18,1.1755
2006-12-19,1.1246
2006-12-20,1.1029
2006-12-21,-3.0818
2006-12-22,-2.2324
2006-12-23,
2006-12-24,
2006-12-25,
2006-12-26,1.1801
2006-12-27,1.4129
2006-12-28,1.9167999999999998
2006-12-29,-1.0092
2006-12-30,
2006-12-31,
2007-01-01,
2007-01-02,
2007-01-03,7.2475
2007-01-04,4.5714
2007-01-05,2.9336
2007-01-06,
2007-01-07,
2007-01-08,0.9072
2007-01-09,-0.8274
2007-01-10,8.5038
2007-01-11,0.9538
2007-01-12,-1.3256000000000001
2007-01-13,
2007-01-14,
2007-01-15,
2007-01-16,-4.1119
2007-01-17,3.1194
2007-01-18,-3.0251
2007-01-19,-1.7648000000000001
2007-01-20,
2007-01-21,
2007-01-22,-2.2142
2007-01-23,4.3513
2007-01-24,5.3282
2007-01-25,-3.4164
2007-01-26,2.6036
2007-01-27,
2007-01-28,
2007-01-29,-3.9135999999999997
2007-01-30,1.2011
2007-01-31,-0.6771
2007-02-01,3.83
2007-02-02,5.1051
2007-02-03,
2007-02-04,
2007-02-05,0.7931
2007-02-06,-0.5153
2007-02-07,3.6329000000000002
2007-02-08,2.7018
2007-02-09,-1.7692
2007-02-10,
2007-02-11,
2007-02-12,-3.8765
2007-02-13,5.0777
2007-02-14,0.517
2007-02-15,2.2685
2007-02-16,2.0892
2007-02-17,
2007-02-18,
2007-02-19,
2007-02-20,2.6971
2007-02-21,0.7811
2007-02-22,-2.0017
2007-02-23,0.8469
2007-02-24,
2007-02-25,
2007-02-26,-2.9208
2007-02-27,-8.0338
2007-02-28,4.3367
2007-03-01,-0.179
2007-03-02,-7.9692
2007-03-03,
2007-03-04,
2007-03-05,-1.0608
2007-03-06,3.8801
2007-03-07,-9.359
2007-03-08,1.7506
2007-03-09,-0.2741
2007-03-10,
2007-03-11,
2007-03-12,2.6336
2007-03-13,-4.0461
2007-03-14,2.2634
2007-03-15,-2.9031000000000002
2007-03-16,-1.3427
2007-03-17,
2007-03-18,
2007-03-19,1.2739
2007-03-20,1.4845
2007-03-21,-0.1078
2007-03-22,-1.9191
2007-03-23,-2.9074
2007-03-24,
2007-03-25,
2007-03-26,-2.1933
2007-03-27,1.7294
2007-03-28,-0.7971
2007-03-29,0.8281
2007-03-30,-0.618
2007-03-31,
2007-04-01,
2007-04-02,4.6314
2007-04-03,-3.3002000000000002
2007-04-04,1.8115999999999999
2007-04-05,2.3750999999999998
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,-0.2948
2007-04-10,-0.428
2007-04-11,-0.7816
2007-04-12,-0.2284
2007-04-13,2.4712
2007-04-14,
2007-04-15,
2007-04-16,0.1695
2007-04-17,0.8999
2007-04-18,-0.2134
2007-04-19,-0.9167
2007-04-20,3.1843
2007-04-21,
2007-04-22,
2007-04-23,-1.1059
2007-04-24,-1.6547
2007-04-25,0.2689
2007-04-26,-1.0267
2007-04-27,-1.8658000000000001
2007-04-28,
2007-04-29,
2007-04-30,0.1893
2007-05-01,-3.1339
2007-05-02,3.4466
2007-05-03,6.0349
2007-05-04,2.5641
2007-05-05,
2007-05-06,
2007-05-07,-0.9104
2007-05-08,-1.7792
2007-05-09,2.1158
2007-05-10,-1.9628999999999999
2007-05-11,4.2269
2007-05-12,
2007-05-13,
2007-05-14,-1.2451
2007-05-15,-1.0663
2007-05-16,0.3568
2007-05-17,1.444
2007-05-18,-0.4435
2007-05-19,
2007-05-20,
2007-05-21,4.9576
2007-05-22,3.6418
2007-05-23,-1.9353
2007-05-24,-4.25
2007-05-25,1.9907
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,1.9036
2007-05-30,0.6497
2007-05-31,-2.5351
2007-06-01,-1.3592
2007-06-02,
2007-06-03,
2007-06-04,4.6863
2007-06-05,-0.608
2007-06-06,2.8435
2007-06-07,-4.1048
2007-06-08,-0.7361
2007-06-09,
2007-06-10,
2007-06-11,2.4446
2007-06-12,-0.1408
2007-06-13,-0.8055
2007-06-14,4.8112
2007-06-15,1.3493
2007-06-16,
2007-06-17,
2007-06-18,-1.6244
2007-06-19,1.2109
2007-06-20,1.1516
2007-06-21,0.2846
2007-06-22,-1.9111
2007-06-23,
2007-06-24,
2007-06-25,-4.0381
2007-06-26,-2.4657999999999998
2007-06-27,3.7716
2007-06-28,-1.4962
2007-06-29,-0.6318
2007-06-30,
2007-07-01,
2007-07-02,-1.9209
2007-07-03,2.6688
2007-07-04,
2007-07-05,1.968
2007-07-06,2.8193
2007-07-07,
2007-07-08,
2007-07-09,0.4421
2007-07-10,-0.6697
2007-07-11,7.2818
2007-07-12,1.1492
2007-07-13,-1.1125
2007-07-14,
2007-07-15,
2007-07-16,1.7174
2007-07-17,-1.8414000000000001
2007-07-18,-2.3494
2007-07-19,-0.9697
2007-07-20,-0.6879
2007-07-21,
2007-07-22,
2007-07-23,-2.5899
2007-07-24,-5.3174
2007-07-25,-2.7336
2007-07-26,1.8016999999999999
2007-07-27,3.4577
2007-07-28,
2007-07-29,
2007-07-30,3.3025
2007-07-31,-3.3696
2007-08-01,-0.7477
2007-08-02,1.4533
2007-08-03,1.1697
2007-08-04,
2007-08-05,
2007-08-06,-0.2468
2007-08-07,2.1292
2007-08-08,1.9318
2007-08-09,-3.6778
2007-08-10,-1.9156
2007-08-11,
2007-08-12,
2007-08-13,-2.6812
2007-08-14,-2.6395
2007-08-15,-6.3723
2007-08-16,-3.3582
2007-08-17,3.1197
2007-08-18,
2007-08-19,
2007-08-20,3.0927
2007-08-21,-1.8159
2007-08-22,2.7077
2007-08-23,0.5186
2007-08-24,2.1139
2007-08-25,
2007-08-26,
2007-08-27,-1.6280999999999999
2007-08-28,-3.7666
2007-08-29,3.4989
2007-08-30,0.0931
2007-08-31,4.3792
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,1.3505
2007-09-05,-4.701
2007-09-06,-2.0016
2007-09-07,-3.7879
2007-09-08,
2007-09-09,
2007-09-10,-0.5194
2007-09-11,-0.5297
2007-09-12,-0.038
2007-09-13,-1.7732
2007-09-14,-1.0537
2007-09-15,
2007-09-16,
2007-09-17,-0.9475
2007-09-18,7.3834
2007-09-19,-3.1213
2007-09-20,2.8723
2007-09-21,0.0591
2007-09-22,
2007-09-23,
2007-09-24,4.6876999999999995
2007-09-25,6.5863
2007-09-26,0.4962
2007-09-27,0.3687
2007-09-28,-0.3673
2007-09-29,
2007-09-30,
2007-10-01,1.3825
2007-10-02,0.4221
2007-10-03,-0.7048
2007-10-04,0.4168
2007-10-05,2.3087
2007-10-06,
2007-10-07,
2007-10-08,2.1615
2007-10-09,1.5015
2007-10-10,-0.544
2007-10-11,-3.8722
2007-10-12,3.1266
2007-10-13,
2007-10-14,
2007-10-15,-2.449
2007-10-16,-1.2266
2007-10-17,1.6665999999999999
2007-10-18,2.4557
2007-10-19,1.2787
2007-10-20,
2007-10-21,
2007-10-22,-1.5979999999999999
2007-10-23,4.4629
2007-10-24,4.1239
2007-10-25,-3.8865
2007-10-26,0.9427
2007-10-27,
2007-10-28,
2007-10-29,1.5565
2007-10-30,-1.1452
2007-10-31,4.2593
2007-11-01,-3.4905
2007-11-02,1.5409000000000002
2007-11-03,
2007-11-04,
2007-11-05,0.0916
2007-11-06,2.031
2007-11-07,-2.7644
2007-11-08,-1.3609
2007-11-09,-3.2797
2007-11-10,
2007-11-11,
2007-11-12,-2.4722
2007-11-13,4.0595
2007-11-14,1.9297
2007-11-15,0.7947
2007-11-16,1.4725
2007-11-17,
2007-11-18,
2007-11-19,2.9765
2007-11-20,-5.9085
2007-11-21,-2.5943
2007-11-22,
2007-11-23,1.6949
2007-11-24,
2007-11-25,
2007-11-26,-2.7439999999999998
2007-11-27,-1.7871000000000001
2007-11-28,5.6958
2007-11-29,-0.2417
2007-11-30,-1.3239
2007-12-01,
2007-12-02,
2007-12-03,-2.5335
2007-12-04,-0.1045
2007-12-05,5.4995
2007-12-06,1.9359
2007-12-07,0.4176
2007-12-08,
2007-12-09,
2007-12-10,0.4386
2007-12-11,-2.9208
2007-12-12,2.3427
2007-12-13,3.2195
2007-12-14,2.7154
2007-12-15,
2007-12-16,
2007-12-17,-2.9128
2007-12-18,-1.3531
2007-12-19,4.4918
2007-12-20,1.3235000000000001
2007-12-21,-0.9982
2007-12-22,
2007-12-23,
2007-12-24,3.3253
2007-12-25,
2007-12-26,0.9603
2007-12-27,-2.5039
2007-12-28,-0.1055
2007-12-29,
2007-12-30,
2007-12-31,1.6207
2008-01-01,
2008-01-02,-3.6364
2008-01-03,-3.0189
2008-01-04,-5.0639
2008-01-05,
2008-01-06,
2008-01-07,-3.8878
2008-01-08,0.6945
2008-01-09,-1.4883
2008-01-10,6.5405999999999995
2008-01-11,-0.2075
2008-01-12,
2008-01-13,
2008-01-14,-0.3755
2008-01-15,-5.3053
2008-01-16,-9.0926
2008-01-17,-11.8004
2008-01-18,5.8419
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-0.4834
2008-01-23,3.6033
2008-01-24,5.3744
2008-01-25,-3.4798999999999998
2008-01-26,
2008-01-27,
2008-01-28,-3.5021
2008-01-29,1.1693
2008-01-30,-2.4878
2008-01-31,1.1564
2008-02-01,-3.2223
2008-02-02,
2008-02-03,
2008-02-04,0.5906
2008-02-05,-8.5138
2008-02-06,-7.0197
2008-02-07,12.5022
2008-02-08,-1.9863
2008-02-09,
2008-02-10,
2008-02-11,1.8388
2008-02-12,2.6201
2008-02-13,3.0848
2008-02-14,-3.1159
2008-02-15,-0.7722
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,-3.6114
2008-02-20,5.2751
2008-02-21,-0.5584
2008-02-22,0.7038
2008-02-23,
2008-02-24,
2008-02-25,3.7621
2008-02-26,-2.902
2008-02-27,-0.6273
2008-02-28,-0.5273
2008-02-29,-2.7249
2008-03-01,
2008-03-02,
2008-03-03,2.0184
2008-03-04,1.8356
2008-03-05,1.1007
2008-03-06,-3.2296
2008-03-07,-0.4153
2008-03-08,
2008-03-09,
2008-03-10,-6.7935
2008-03-11,11.6814
2008-03-12,-2.695
2008-03-13,3.5107
2008-03-14,-5.026
2008-03-15,
2008-03-16,
2008-03-17,-6.7921
2008-03-18,8.447
2008-03-19,-7.4953
2008-03-20,1.6694
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,2.2747
2008-03-25,3.3519
2008-03-26,1.417
2008-03-27,-1.9874
2008-03-28,-1.0901
2008-03-29,
2008-03-30,
2008-03-31,0.578
2008-04-01,6.5977
2008-04-02,6.254
2008-04-03,0.9742
2008-04-04,-1.206
2008-04-05,
2008-04-06,
2008-04-07,1.6616
2008-04-08,-1.2342
2008-04-09,-1.1280000000000001
2008-04-10,2.5823
2008-04-11,-1.5184
2008-04-12,
2008-04-13,
2008-04-14,-0.426
2008-04-15,0.6587
2008-04-16,2.665
2008-04-17,3.3055
2008-04-18,-0.3372
2008-04-19,
2008-04-20,
2008-04-21,1.8383
2008-04-22,-5.8038
2008-04-23,0.7851
2008-04-24,4.3243
2008-04-25,1.5947
2008-04-26,
2008-04-27,
2008-04-28,-3.7436
2008-04-29,-1.799
2008-04-30,2.2405
2008-05-01,3.126
2008-05-02,0.7
2008-05-03,
2008-05-04,
2008-05-05,0.8937
2008-05-06,1.5933000000000002
2008-05-07,-3.4938000000000002
2008-05-08,0.2133
2008-05-09,-1.9785
2008-05-10,
2008-05-11,
2008-05-12,1.2839
2008-05-13,1.3433
2008-05-14,0.3671
2008-05-15,-1.4198
2008-05-16,-2.8239
2008-05-17,
2008-05-18,
2008-05-19,-1.1197
2008-05-20,-1.4269
2008-05-21,-4.8406
2008-05-22,-0.0698
2008-05-23,-0.3491
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,-1.8289
2008-05-28,-0.6424
2008-05-29,1.5805
2008-05-30,-2.2631
2008-05-31,
2008-06-01,
2008-06-02,-2.9305
2008-06-03,-1.5058
2008-06-04,-2.3159
2008-06-05,5.8573
2008-06-06,-6.2358
2008-06-07,
2008-06-08,
2008-06-09,-0.8274
2008-06-10,-1.3617
2008-06-11,-6.5432
2008-06-12,-0.8111
2008-06-13,5.8793
2008-06-14,
2008-06-15,
2008-06-16,-0.1626
2008-06-17,0.2524
2008-06-18,0.991
2008-06-19,6.6919
2008-06-20,-2.239
2008-06-21,
2008-06-22,
2008-06-23,-0.8174
2008-06-24,-0.1866
2008-06-25,0.6543
2008-06-26,-5.5796
2008-06-27,-2.6309
2008-06-28,
2008-06-29,
2008-06-30,-4.0404
2008-07-01,1.0965
2008-07-02,-6.2039
2008-07-03,-1.9426
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-2.1604
2008-07-08,2.4491
2008-07-09,-10.2212
2008-07-10,-10.5776
2008-07-11,3.6342
2008-07-12,
2008-07-13,
2008-07-14,-3.7217000000000002
2008-07-15,1.5157
2008-07-16,8.4954
2008-07-17,-3.5524
2008-07-18,-1.0618
2008-07-19,
2008-07-20,
2008-07-21,0.0559
2008-07-22,8.6145
2008-07-23,-2.2734
2008-07-24,-4.1895
2008-07-25,13.0521
2008-07-26,
2008-07-27,
2008-07-28,-3.7901
2008-07-29,5.3535
2008-07-30,-0.1055
2008-07-31,-4.2135
2008-08-01,-3.6071999999999997
2008-08-02,
2008-08-03,
2008-08-04,-11.185
2008-08-05,4.3071
2008-08-06,-5.0718
2008-08-07,-0.1182
2008-08-08,3.787
2008-08-09,
2008-08-10,
2008-08-11,-1.049
2008-08-12,-4.1369
2008-08-13,-0.5409
2008-08-14,5.4025
2008-08-15,-0.2981
2008-08-16,
2008-08-17,
2008-08-18,-5.0719
2008-08-19,0.5573
2008-08-20,3.0964
2008-08-21,-1.6595
2008-08-22,4.694
2008-08-23,
2008-08-24,
2008-08-25,-3.5755
2008-08-26,-0.2472
2008-08-27,3.8471
2008-08-28,2.9432
2008-08-29,-2.8259
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,4.4757
2008-09-03,0.8916
2008-09-04,-2.4679
2008-09-05,8.0331
2008-09-06,
2008-09-07,
2008-09-08,1.8411
2008-09-09,-11.2584
2008-09-10,2.569
2008-09-11,1.5116
2008-09-12,-1.1957
2008-09-13,
2008-09-14,
2008-09-15,-14.5765
2008-09-16,-2.1507
2008-09-17,-12.2532
2008-09-18,10.3345
2008-09-19,17.7406
2008-09-20,
2008-09-21,
2008-09-22,-12.5159
2008-09-23,2.2832
2008-09-24,-3.0968
2008-09-25,6.3915
2008-09-26,-1.3141
2008-09-27,
2008-09-28,
2008-09-29,-17.7172
2008-09-30,24.3527
2008-10-01,5.2677
2008-10-02,-6.0638
2008-10-03,-1.9679
2008-10-04,
2008-10-05,
2008-10-06,4.3217
2008-10-07,3.6156
2008-10-08,-2.212
2008-10-09,-16.838
2008-10-10,7.6364
2008-10-11,
2008-10-12,
2008-10-13,16.3784
2008-10-14,-1.9971999999999999
2008-10-15,-15.6872
2008-10-16,9.3873
2008-10-17,8.0421
2008-10-18,
2008-10-19,
2008-10-20,-4.0547
2008-10-21,-4.2384
2008-10-22,-11.1816
2008-10-23,-6.0906
2008-10-24,-7.6028
2008-10-25,
2008-10-26,
2008-10-27,-8.8497
2008-10-28,18.4598
2008-10-29,-3.9036
2008-10-30,40.7995
2008-10-31,-1.6552
2008-11-01,
2008-11-02,
2008-11-03,-1.6597
2008-11-04,9.9834
2008-11-05,-11.4977
2008-11-06,-7.7045
2008-11-07,6.1119
2008-11-08,
2008-11-09,
2008-11-10,-8.964
2008-11-11,0.493
2008-11-12,-7.9995
2008-11-13,10.6947
2008-11-14,-5.1786
2008-11-15,
2008-11-16,
2008-11-17,-8.0581
2008-11-18,-0.6447
2008-11-19,-9.949
2008-11-20,-13.0383
2008-11-21,15.407399999999999
2008-11-22,
2008-11-23,
2008-11-24,13.1111
2008-11-25,3.8235
2008-11-26,8.3261
2008-11-27,
2008-11-28,-1.1019
2008-11-29,
2008-11-30,
2008-12-01,-17.5679
2008-12-02,3.5438
2008-12-03,6.3515
2008-12-04,-0.479
2008-12-05,7.7154
2008-12-06,
2008-12-07,
2008-12-08,13.5856
2008-12-09,-5.3596
2008-12-10,0.6235
2008-12-11,-4.9051
2008-12-12,4.2351
2008-12-13,
2008-12-14,
2008-12-15,-7.3317
2008-12-16,12.6616
2008-12-17,2.133
2008-12-18,-0.3908
2008-12-19,-1.6675
2008-12-20,
2008-12-21,
2008-12-22,-1.4963
2008-12-23,-1.4051
2008-12-24,-1.9386
2008-12-25,
2008-12-26,0.3142
2008-12-27,
2008-12-28,
2008-12-29,-0.3263
2008-12-30,4.8841
2008-12-31,2.9213
2009-01-01,
2009-01-02,2.5837
2009-01-03,
2009-01-04,
2009-01-05,-13.681000000000001
2009-01-06,-14.2603
2009-01-07,2.3806
2009-01-08,1.1236
2009-01-09,-1.4198
2009-01-10,
2009-01-11,
2009-01-12,-4.1171
2009-01-13,0.9469
2009-01-14,-4.5931999999999995
2009-01-15,-2.6784
2009-01-16,0.4355
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-11.6892
2009-01-21,8.8767
2009-01-22,-4.1667
2009-01-23,6.5876
2009-01-24,
2009-01-25,
2009-01-26,-1.501
2009-01-27,4.2668
2009-01-28,6.293
2009-01-29,-6.2439
2009-01-30,-1.7771
2009-01-31,
2009-02-01,
2009-02-02,-3.4779999999999998
2009-02-03,7.2066
2009-02-04,0.4583
2009-02-05,3.7851
2009-02-06,3.3377
2009-02-07,
2009-02-08,
2009-02-09,-1.9064
2009-02-10,-1.3171
2009-02-11,2.3112
2009-02-12,-1.3999
2009-02-13,1.8393000000000002
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-7.5887
2009-02-18,-0.3257
2009-02-19,-2.8552
2009-02-20,2.762
2009-02-21,
2009-02-22,
2009-02-23,-7.3398
2009-02-24,5.3552
2009-02-25,3.7946
2009-02-26,0.3231
2009-02-27,-3.7797
2009-02-28,
2009-03-01,
2009-03-02,-6.9755
2009-03-03,3.4084
2009-03-04,5.054
2009-03-05,1.1156
2009-03-06,4.1027
2009-03-07,
2009-03-08,
2009-03-09,1.1426
2009-03-10,-0.9168
2009-03-11,3.5856
2009-03-12,6.4604
2009-03-13,2.5322
2009-03-14,
2009-03-15,
2009-03-16,0.3946
2009-03-17,5.0946
2009-03-18,7.7008
2009-03-19,-4.8997
2009-03-20,-3.1102
2009-03-21,
2009-03-22,
2009-03-23,11.0258
2009-03-24,-3.9849
2009-03-25,-0.0524
2009-03-26,5.9733
2009-03-27,-2.8307
2009-03-28,
2009-03-29,
2009-03-30,-7.0474
2009-03-31,1.916
2009-04-01,-1.1011
2009-04-02,6.1779
2009-04-03,9.0409
2009-04-04,
2009-04-05,
2009-04-06,-3.3423
2009-04-07,2.4873
2009-04-08,3.2674
2009-04-09,2.1667
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,2.3003
2009-04-14,-5.8682
2009-04-15,1.1419
2009-04-16,-1.8779
2009-04-17,1.6673
2009-04-18,
