date,CTVA UN Equity
2019-12-07,
2019-12-08,
2019-12-09,2.019
2019-12-10,0.388
2019-12-11,1.2756
2019-12-12,2.9771
2019-12-13,-1.8162
2019-12-14,
2019-12-15,
2019-12-16,4.0015
2019-12-17,-2.8312
2019-12-18,3.9223
2019-12-19,-0.3954
2019-12-20,1.6961
2019-12-21,
2019-12-22,
2019-12-23,1.7033
2019-12-24,0.5234
2019-12-25,
2019-12-26,1.319
2019-12-27,-0.1713
2019-12-28,
2019-12-29,
2019-12-30,-0.9609
2019-12-31,2.4255
2020-01-01,
2020-01-02,-2.774
2020-01-03,-1.183
2020-01-04,
2020-01-05,
2020-01-06,-0.1408
2020-01-07,0.3879
2020-01-08,0.8079
2020-01-09,0.1045
2020-01-10,-1.3227
2020-01-11,
2020-01-12,
2020-01-13,0.8113
2020-01-14,0.2099
2020-01-15,0.1397
2020-01-16,1.8828
2020-01-17,-3.1485
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,-1.6961
2020-01-22,1.2221
2020-01-23,1.0298
2020-01-24,-1.7574999999999998
2020-01-25,
2020-01-26,
2020-01-27,-2.8265000000000002
2020-01-28,1.4727999999999999
2020-01-29,0.8708
2020-01-30,5.1799
2020-01-31,-1.0944
2020-02-01,
2020-02-02,
2020-02-03,4.1494
2020-02-04,2.7556000000000003
2020-02-05,2.4556
2020-02-06,-0.3784
2020-02-07,-1.7410999999999999
2020-02-08,
2020-02-09,
2020-02-10,-1.4175
2020-02-11,-0.2941
2020-02-12,1.4094
2020-02-13,-1.0989
2020-02-14,0.3595
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,2.2468
2020-02-19,0.3822
2020-02-20,0.1586
2020-02-21,-1.1086
2020-02-22,
2020-02-23,
2020-02-24,-1.7936999999999999
2020-02-25,-7.4364
2020-02-26,0.4228
2020-02-27,-4.2456
2020-02-28,-0.3298
2020-02-29,
2020-03-01,
2020-03-02,4.3015
2020-03-03,-1.1331
2020-03-04,3.51
2020-03-05,-5.5017
2020-03-06,-7.3599
2020-03-07,
2020-03-08,
2020-03-09,-8.8142
2020-03-10,12.3104
2020-03-11,-3.5122
2020-03-12,-10.64
2020-03-13,11.1012
2020-03-14,
2020-03-15,
2020-03-16,-16.4384
2020-03-17,9.3057
2020-03-18,-4.8522
2020-03-19,7.835
2020-03-20,-3.1384
2020-03-21,
2020-03-22,
2020-03-23,-2.7075
2020-03-24,1.8704
2020-03-25,4.7918
2020-03-26,3.1624
2020-03-27,-3.8525
2020-03-28,
2020-03-29,
2020-03-30,3.7915
2020-03-31,-2.4491
2020-04-01,-4.2128
2020-04-02,-1.1995
2020-04-03,1.7086000000000001
2020-04-04,
2020-04-05,
2020-04-06,7.2501999999999995
2020-04-07,1.1129
2020-04-08,6.1965
2020-04-09,7.2169
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-4.9051
2020-04-14,-0.4518
2020-04-15,-3.5174
2020-04-16,-1.3719999999999999
2020-04-17,1.3911
2020-04-18,
2020-04-19,
2020-04-20,-3.4496
2020-04-21,-1.4616
2020-04-22,2.7606
2020-04-23,1.8444
2020-04-24,3.4252000000000002
2020-04-25,
2020-04-26,
2020-04-27,-2.7027
2020-04-28,2.4648
2020-04-29,3.2837
2020-04-30,-3.1793
2020-05-01,-2.6728
2020-05-02,
2020-05-03,
2020-05-04,-0.2746
2020-05-05,2.9898
2020-05-06,-4.4691
2020-05-07,5.7577
2020-05-08,-1.7769
2020-05-09,
2020-05-10,
2020-05-11,-6.1586
2020-05-12,-4.6349
2020-05-13,0.086
2020-05-14,0.7735
2020-05-15,-2.3585
2020-05-16,
2020-05-17,
2020-05-18,5.4458
2020-05-19,-0.0833
2020-05-20,4.5852
2020-05-21,-2.1523
2020-05-22,-0.0407
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,4.4825
2020-05-27,0.624
2020-05-28,4.6124
2020-05-29,1.1856
2020-05-30,
2020-05-31,
2020-06-01,-1.7942
2020-06-02,4.437
2020-06-03,1.7494
2020-06-04,5.8596
2020-06-05,1.591
2020-06-06,
2020-06-07,
2020-06-08,-2.0881
2020-06-09,-1.3995
2020-06-10,-1.5208
2020-06-11,-7.0007
2020-06-12,1.6236000000000002
2020-06-13,
2020-06-14,
2020-06-15,-2.7959
2020-06-16,3.9223
2020-06-17,-1.6894
2020-06-18,0.4753
2020-06-19,-1.2737
2020-06-20,
2020-06-21,
2020-06-22,1.6587
2020-06-23,-0.5801
2020-06-24,-4.9234
2020-06-25,0.4987
2020-06-26,-1.0687
2020-06-27,
2020-06-28,
2020-06-29,0.8488
2020-06-30,2.4866
2020-07-01,0.9332
2020-07-02,1.9601
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,-0.1451
2020-07-07,-1.4166
2020-07-08,-4.7163
2020-07-09,-0.4254
2020-07-10,3.3786
2020-07-11,
2020-07-12,
2020-07-13,0.8264
2020-07-14,0.8942
2020-07-15,3.1758
2020-07-16,-0.0716
2020-07-17,1.5401
2020-07-18,
2020-07-19,
2020-07-20,-2.2222
2020-07-21,2.2727
2020-07-22,1.0935
2020-07-23,0.0349
2020-07-24,-0.5232
2020-07-25,
2020-07-26,
2020-07-27,1.0168
2020-07-28,-2.152
2020-07-29,2.1994
2020-07-30,-1.1454
2020-07-31,0.2809
2020-08-01,
2020-08-02,
2020-08-03,-0.1401
2020-08-04,0.6662
2020-08-05,-0.5573
2020-08-06,-10.9632
2020-08-07,-0.3934
2020-08-08,
2020-08-09,
2020-08-10,0.3949
2020-08-11,5.3501
2020-08-12,-1.5683
2020-08-13,2.6176
2020-08-14,3.529
2020-08-15,
2020-08-16,
2020-08-17,-0.3588
2020-08-18,2.2686
2020-08-19,0.5634
2020-08-20,0.8403
2020-08-21,-1.25
2020-08-22,
2020-08-23,
2020-08-24,0.3516
2020-08-25,0.3854
2020-08-26,2.0244
2020-08-27,0.2053
2020-08-28,0.7853
2020-08-29,
2020-08-30,
2020-08-31,-3.2859
2020-09-01,3.1173
2020-09-02,2.3438
2020-09-03,-2.3896
2020-09-04,-0.306
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,-3.4789
2020-09-09,1.5548
2020-09-10,1.3918
2020-09-11,-0.4118
2020-09-12,
2020-09-13,
2020-09-14,-0.1723
2020-09-15,1.6569
2020-09-16,-0.747
2020-09-17,1.1974
2020-09-18,-1.9946000000000002
2020-09-19,
2020-09-20,
2020-09-21,-2.6561
2020-09-22,-0.4607
2020-09-23,-2.2428
2020-09-24,0.6191
2020-09-25,2.7144
2020-09-26,
2020-09-27,
2020-09-28,2.0789
2020-09-29,-1.3117
2020-09-30,0.7695
2020-10-01,-0.4512
2020-10-02,2.4059
2020-10-03,
2020-10-04,
2020-10-05,2.5196
2020-10-06,-0.0664
2020-10-07,1.4623
2020-10-08,5.8958
2020-10-09,3.4024
2020-10-10,
2020-10-11,
2020-10-12,0.4786
2020-10-13,0.3275
2020-10-14,0.3561
2020-10-15,0.5027
2020-10-16,0.2648
2020-10-17,
2020-10-18,
2020-10-19,-1.6432
2020-10-20,-1.3425
2020-10-21,-0.5141
2020-10-22,0.6991
2020-10-23,0.1207
2020-10-24,
2020-10-25,
2020-10-26,-1.3868
2020-10-27,-1.1312
2020-10-28,-1.4842
2020-10-29,2.0088
2020-10-30,1.4769
2020-10-31,
2020-11-01,
2020-11-02,1.5161
2020-11-03,-1.6428
2020-11-04,-0.4555
2020-11-05,3.5387
2020-11-06,-0.7071
2020-11-07,
2020-11-08,
2020-11-09,2.7893
2020-11-10,4.5901
2020-11-11,1.1041
2020-11-12,-3.9312
2020-11-13,2.7096
2020-11-14,
2020-11-15,
2020-11-16,3.9433
2020-11-17,-1.0954
2020-11-18,-0.8914
2020-11-19,0.7359
2020-11-20,0.5411
2020-11-21,
2020-11-22,
2020-11-23,1.6954
2020-11-24,2.9373
2020-11-25,-0.8226
2020-11-26,
2020-11-27,-0.4406
2020-11-28,
2020-11-29,
2020-11-30,-0.2343
2020-12-01,-0.0261
2020-12-02,-0.1044
2020-12-03,-0.1568
2020-12-04,1.1515
2020-12-05,
2020-12-06,
2020-12-07,-1.837
2020-12-08,1.2652
2020-12-09,1.5356999999999998
2020-12-10,-0.6921
2020-12-11,-0.9035
2020-12-12,
2020-12-13,
2020-12-14,0.9638
2020-12-15,1.1868
2020-12-16,-0.357
2020-12-17,1.5352999999999999
2020-12-18,-0.6804
2020-12-19,
2020-12-20,
2020-12-21,0.3552
2020-12-22,-1.4412
2020-12-23,0.5131
2020-12-24,0.8167
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,-2.9114
2020-12-29,-1.0691
2020-12-30,1.3179
2020-12-31,0.7284
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,-0.9556
2021-01-05,1.2256
2021-01-06,5.796
2021-01-07,1.7774999999999999
2021-01-08,3.4689
2021-01-09,
2021-01-10,
2021-01-11,0.8555
2021-01-12,2.2008
2021-01-13,-1.0094
2021-01-14,0.1813
2021-01-15,-1.0405
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,-0.5029
2021-01-20,0.2986
2021-01-21,-4.6038
2021-01-22,0.9844
2021-01-23,
2021-01-24,
2021-01-25,-1.8069
2021-01-26,-4.4068
