word,k,lag,score
oil,2,3,0.0001855500701066761
sell,8,1,0.000185550076950121
inflation,7,1,0.0001855502602332324
governor,7,2,0.00018555036727947364
invest,4,1,0.00018555038015148536
fine,6,1,0.00018555039837533536
earnings,1,2,0.0001855505696580837
consumption,5,1,0.00018555081585344186
governor,4,3,0.00018555082242172047
media,1,2,0.00018555096850770387
transaction,1,1,0.0001855510130845785
washington,5,2,0.0001855510392254251
invest,7,1,0.00018555117107725105
trader,7,2,0.00018555118712030886
home,4,1,0.00018555132260386723
travel,8,2,0.00018555133901064098
million,3,2,0.00018555141081371166
religion,9,1,0.00018555143056542327
earths,6,2,0.00018555145865038026
housing,2,1,0.00018555157224766326
stock,3,3,0.0001855517721393055
portfolio,3,3,0.0001855517789708111
leverage,3,2,0.00018555177980661834
party,2,2,0.00018555180470746204
risk,2,2,0.00018555197954580937
crisis,8,1,0.00018555199872954736
restaurant,1,2,0.00018555205370878846
forex,6,1,0.00018555211404765664
cash,6,1,0.0001855521729743286
portfolio,2,1,0.00018555238758476264
fond,3,1,0.00018555244822520501
labor,4,2,0.0001855525456816357
inflation,9,1,0.0001855525566276477
revenue,3,2,0.00018555256488637668
dow_jones,5,1,0.0001855526380495494
global,8,1,0.00018555267925936348
fun,7,2,0.0001855528802352615
financial,6,2,0.00018555296595513978
bank,7,1,0.0001855530979310095
fun,4,3,0.00018555310238433092
marketing,3,3,0.00018555315035332878
profit,3,3,0.00018555317965497832
economic,8,1,0.00018555341048513485
return,1,2,0.00018555387865444725
greed,5,1,0.0001855539721187674
color,1,2,0.00018555402945100624
million,2,1,0.00018555410988382458
federal,6,2,0.000185554198069811
market,5,2,0.00018555426390739167
economics,2,2,0.00018555427366207894
society,4,2,0.00018555439893484923
missouri,6,2,0.00018555440486402224
trader,1,1,0.00018555441324083965
court,8,1,0.00018555473306655667
financial,3,3,0.0001855548078662098
gold,7,1,0.00018555480943197657
vermount,3,3,0.00018555490988521065
environment,2,3,0.0001855549400503081
holiday,1,2,0.00018555506869807065
derivatives,5,1,0.0001855551518601993
derivatives,7,1,0.000185555244632806
marketing,4,2,0.00018555534039320145
stocks,1,1,0.00018555534284505918
police,3,2,0.00018555543633649247
lifestyle,8,1,0.00018555543938747574
economic,3,3,0.00018555546222983504
freedom,1,1,0.0001855557518641429
york,6,2,0.00018555590613657214
elected,4,3,0.0001855560162263141
forex,8,1,0.0001855561112886193
debt,2,2,0.000185556146751595
blacklist,3,1,0.00018555655506994636
labor,4,1,0.0001855565778479324
conflict,6,2,0.0001855567282219377
economic,2,2,0.00018555694440997538
social,6,2,0.00018555718058319045
management,8,2,0.00018555738683203725
service,4,2,0.00018555740614809713
society,1,1,0.00018555749566545528
ltd,7,1,0.00018555750455499917
movement,3,1,0.00018555751815965446
trader,6,1,0.00018555753217227498
cancer,1,1,0.00018555776455698078
derivatives,4,3,0.0001855578136595096
water,1,3,0.0001855579895903489
community,4,2,0.0001855580792319862
food,1,1,0.00018555812025655775
founded,6,2,0.00018555816948902842
water,1,2,0.00018555818432146602
republican,1,2,0.00018555822264613883
home,7,2,0.00018555825315669634
social,1,1,0.00018555838543810578
government,6,2,0.00018555844567825843
william,2,1,0.00018555845838684048
founded,3,2,0.0001855584583974987
massachusetts,4,3,0.0001855585924466126
profit,4,2,0.00018555879337700382
served,8,1,0.00018555883887578855
massachusetts,6,2,0.0001855588459688565
blacklist,7,2,0.00018555885977123544
health,1,1,0.00018555899363146238
conty,7,2,0.00018555902230316205
votes,1,2,0.000185559060600075
restaurant,7,1,0.0001855591348294676
growth,8,2,0.00018555927797492136
conflict,8,1,0.00018555944180063524
party,10,1,0.00018555991635133657
conty,4,3,0.00018556012602200027
virginia,5,2,0.0001855601647108936
minister,4,2,0.0001855602239524744
freedom,10,1,0.00018556023963940004
conty,2,3,0.000185560419008769
governor,10,1,0.00018556061983850223
fine,3,3,0.0001855607235208117
greed,3,3,0.00018556084952025368
greed,4,1,0.0001855608608416125
republican,1,1,0.00018556091568695191
gold,8,2,0.00018556096852837133
car,6,1,0.00018556116172649292
federal,1,1,0.00018556133287180146
health,6,2,0.0001855613386741025
corporation,3,2,0.00018556140461248045
media,4,1,0.0001855614520235031
risk,4,1,0.0001855614897427025
conty,3,3,0.00018556160628687514
nasdaq,8,1,0.00018556171787025683
present,2,2,0.0001855617659503349
government,2,3,0.0001855618005952821
governor,3,3,0.00018556189632078132
media,2,2,0.00018556213990014028
returns,8,2,0.00018556216010370987
train,9,1,0.00018556216323112616
risk,10,1,0.00018556216701751523
carolina,6,1,0.00018556223861238352
stock,1,1,0.00018556234962781933
movie,3,3,0.0001855623623211375
georgia,4,2,0.00018556241472205488
development,3,3,0.00018556250444682742
fun,3,3,0.0001855625871933791
greed,8,1,0.00018556261585360475
massachusetts,10,1,0.0001855626987685837
portfolio,7,1,0.00018556273196843948
crash,2,1,0.0001855627362748442
william,4,2,0.00018556278893434706
case,2,3,0.00018556286442822712
business,1,1,0.00018556305605280045
return,8,2,0.00018556308517226144
earths,4,1,0.00018556308618440905
restaurant,6,1,0.00018556318973572225
case,8,1,0.000185563196546752
credit,1,1,0.00018556322939048938
governor,4,1,0.00018556326808691047
blacklist,4,1,0.00018556328133600373
elections,4,2,0.00018556338156825158
arts,2,1,0.00018556340452054995
services,6,2,0.00018556350538248982
marriage,7,2,0.0001855635290575353
garden,6,1,0.00018556352922731716
fond,2,1,0.00018556367316517125
war,4,2,0.00018556378777239373
leverage,8,2,0.00018556387664751508
founded,3,3,0.00018556390492810508
voter,4,2,0.00018556398282374082
greed,1,1,0.00018556426956225505
winsconsin,3,1,0.00018556428153017852
water,4,1,0.00018556433695894739
law,1,1,0.00018556436579351564
vermont,8,2,0.00018556439935459658
greed,10,1,0.00018556453345253712
nasdaq,4,3,0.00018556457154569243
illinois,6,2,0.00018556464301897483
transaction,6,1,0.00018556481440917545
pennsylvania,1,1,0.00018556493625267732
risk,4,2,0.00018556498051994468
freedom,5,1,0.000185565027877766
credit,4,3,0.00018556513394324636
travel,7,2,0.0001855651554507066
marriage,2,1,0.00018556531131280578
consume,8,1,0.00018556546724080578
inc,1,1,0.00018556547078514535
housing,1,1,0.00018556551362017954
sell,9,1,0.0001855655529675446
community,7,2,0.00018556561907226394
hedge,4,2,0.00018556563552671389
selling,8,2,0.00018556563606975966
loss,2,1,0.00018556566935075394
returns,9,1,0.00018556568729804796
banking,8,1,0.00018556586163800205
security,1,1,0.00018556590066576425
culture,2,3,0.00018556596667159854
conflict,1,1,0.00018556610560639263
rich,1,1,0.0001855664683904577
consume,2,3,0.0001855665670958592
virginia,9,1,0.00018556664921340013
marketing,3,2,0.0001855666903620158
financial,1,1,0.00018556670638442585
consume,4,1,0.00018556684909243234
marriage,3,1,0.00018556691270571273
selling,7,2,0.00018556692463910136
forex,9,1,0.00018556693061196576
investment,9,1,0.00018556697580202685
voters,5,2,0.00018556708226845207
seats,7,1,0.00018556718768315163
ceo,5,1,0.00018556721084311628
garden,5,1,0.00018556728276138986
bank,5,2,0.0001855673759216607
kitchen,10,1,0.00018556737909439843
ring,2,2,0.00018556749620692484
ring,9,1,0.0001855675528697468
economy,6,1,0.00018556758044381121
firm,3,3,0.00018556773999318352
party,6,2,0.00018556777418646015
sell,7,1,0.0001855678027780317
car,4,1,0.0001855678053991431
invest,1,3,0.0001855679130912171
rich,6,2,0.00018556792486325107
economics,8,1,0.00018556798151257023
rare,4,3,0.00018556802681543328
vermount,6,2,0.00018556818165737856
bubble,8,2,0.00018556824258090517
college,3,2,0.0001855683232402115
ore,7,1,0.00018556834846293895
transaction,7,1,0.00018556845229221418
housing,8,1,0.00018556846068260564
management,3,3,0.00018556848545107622
environment,3,3,0.0001855685108356206
society,7,2,0.0001855685790095186
economy,3,3,0.00018556858199267624
management,4,2,0.00018556884784545476
cash,4,3,0.00018556885362186633
development,2,3,0.00018556913520680898
marriage,4,2,0.00018556919763924114
corporation,3,3,0.00018556925384700696
water,2,3,0.00018556928581802914
travel,1,1,0.00018556930432587265
kitchen,6,1,0.00018556945531460634
culture,6,2,0.00018556953095401379
war,8,2,0.00018556956252328762
union,10,1,0.00018556956658431263
society,8,1,0.00018556975606446287
opportunity,2,3,0.0001855697899716473
conty,5,2,0.00018556983927231908
tennessee,7,2,0.00018556986784864826
community,3,2,0.00018556987074603166
headlines,6,2,0.00018556996717752856
default,5,2,0.00018557013933892253
banking,2,1,0.00018557019496358746
members,10,1,0.00018557020651877268
governor,6,2,0.00018557020889779135
global,3,2,0.00018557029177283026
winsconsin,1,2,0.00018557053506800008
legal,2,3,0.0001855707421979062
movement,5,1,0.0001855708802459977
environment,6,1,0.00018557088474082458
greed,6,1,0.00018557090814491102
derivatives,9,1,0.0001855709662976727
train,3,3,0.00018557098262977982
ceo,6,1,0.00018557102092030546
winsconsin,2,2,0.0001855710603039051
conty,2,1,0.00018557108256516344
tennessee,8,2,0.00018557124765079184
vermont,4,1,0.00018557133559334957
development,6,1,0.0001855713415258885
million,3,3,0.0001855713873577786
rich,4,2,0.0001855713997514063
kentucky,6,1,0.00018557141721209247
security,3,3,0.00018557146118729586
crash,9,1,0.000185571642362193
revenue,4,2,0.00018557165215520082
community,3,3,0.0001855716533269444
kitchen,4,1,0.0001855717139298602
management,6,1,0.00018557171586364228
management,6,2,0.00018557179412607012
investment,8,2,0.00018557180337970056
sell,10,1,0.00018557183234008085
act,8,2,0.00018557185958296952
leverage,1,2,0.00018557191770714686
fine,4,1,0.00018557195466382585
stocks,6,1,0.00018557198885398312
companies,1,1,0.0001855720358657822
restaurant,7,2,0.00018557204271655632
blacklist,2,1,0.00018557208627869117
rich,6,1,0.0001855722731589908
bonds,2,1,0.0001855722773740583
blacklist,8,2,0.00018557231284225474
greed,7,2,0.00018557234876938154
marriage,8,2,0.00018557238343873492
water,4,2,0.00018557242277930997
votes,3,3,0.00018557243178684917
consume,6,1,0.0001855725235860775
movie,9,1,0.00018557254841778374
corporation,8,2,0.00018557259743396808
industry,4,1,0.00018557260961987992
car,5,1,0.00018557290718210234
oil,7,2,0.00018557291376773222
million,6,2,0.0001855730024486777
community,8,2,0.0001855730145817114
short,4,2,0.0001855730604003694
virginia,6,1,0.00018557306700402954
economy,2,3,0.00018557310085786714
police,7,2,0.00018557310205751808
energy,3,3,0.00018557310829326207
democratic,2,3,0.00018557331343117478
social,3,3,0.00018557334838300535
consume,1,1,0.00018557343170876565
companies,6,2,0.00018557345880735327
government,1,1,0.00018557349271693615
york,7,1,0.00018557352233199872
elections,6,2,0.0001855735284631467
development,1,1,0.0001855735372698595
gold,10,1,0.00018557357526958579
blacklist,4,3,0.0001855735768455508
consume,3,1,0.00018557358360517639
seats,10,1,0.0001855736035312152
market,2,2,0.00018557360672171602
vermont,4,2,0.0001855736120745618
bank,4,3,0.00018557362487880744
winsconsin,4,1,0.00018557370169756452
arts,3,1,0.00018557372683550646
religion,10,1,0.00018557373889330794
returns,6,1,0.0001855737712139155
leverage,2,2,0.0001855737872367829
home,6,2,0.00018557391766541059
trader,5,1,0.00018557392354798531
stats,6,1,0.0001855739272459035
dow_jones,4,1,0.00018557404090701463
holiday,6,1,0.00018557417786537977
william,7,2,0.00018557421128131166
rights,6,2,0.00018557422919397585
cancer,2,1,0.0001855742357348987
fed,7,1,0.00018557426287593687
inc,6,1,0.0001855742636955935
portfolio,6,2,0.00018557427291873143
georgia,6,1,0.0001855742877775802
present,8,1,0.0001855742935724343
war,7,2,0.00018557431396412494
arts,5,2,0.00018557434052584616
holiday,10,1,0.00018557442349825684
fun,6,1,0.00018557442477976327
founded,8,1,0.00018557444295765556
banking,3,3,0.00018557447411648466
success,2,2,0.00018557453071170297
service,6,2,0.00018557453916239082
conflict,9,1,0.00018557457365122335
corporation,4,2,0.00018557459618177597
rights,1,1,0.00018557465642090692
money,9,1,0.00018557467010481518
winsconsin,7,1,0.0001855747254243604
movement,6,1,0.0001855747403486731
default,7,2,0.0001855748274415084
vermount,5,2,0.0001855749054019521
stocks,3,2,0.0001855749663367175
greed,2,1,0.00018557498856951524
DOW_JONES,4,1,0.00018557503292395756
illinois,3,2,0.0001855751560183335
investment,3,1,0.00018557518267232795
crash,5,2,0.0001855753031299787
stock,4,1,0.00018557532933176867
debt,20,1,0.00018557534033963432
world,6,1,0.00018557534580196822
fine,4,3,0.00018557538109654912
democratic,1,1,0.0001855754768304633
ring,2,1,0.00018557548114027703
consume,2,1,0.00018557548118394414
york,2,2,0.00018557549788834714
home,5,1,0.00018557553609507068
office,1,1,0.00018557556691428358
business,6,2,0.00018557557961743456
tourism,2,2,0.0001855756621765079
gold,1,2,0.00018557579196775664
blacklist,1,1,0.00018557583623420785
money,6,1,0.00018557585995697444
legal,8,1,0.0001855759119230211
security,6,1,0.000185575937815876
gold,4,2,0.00018557597908783934
democratic,2,1,0.00018557598264376318
returns,4,3,0.00018557606201357758
money,3,1,0.00018557612658863529
social,9,1,0.00018557614102204545
house,4,3,0.00018557615297807385
party,1,3,0.00018557615727775317
vermont,2,2,0.00018557617855939683
kitchen,8,2,0.0001855762035902627
consume,9,1,0.00018557620375365898
investment,2,1,0.00018557622005691487
representatives,1,2,0.00018557622959759824
case,1,2,0.0001855762378544415
water,6,2,0.0001855762635099683
business,8,2,0.00018557626477984742
republican,10,1,0.0001855763452173335
consume,5,1,0.0001855763561068766
color,3,1,0.000185576381234638
gold,6,1,0.00018557643856305557
environment,1,1,0.00018557643952186537
happy,3,1,0.00018557651262536258
district,1,3,0.00018557653660829606
service,1,1,0.00018557659000075283
tennessee,3,2,0.00018557659377775398
governor,2,1,0.00018557660566423322
voter,2,2,0.0001855766931911745
media,1,1,0.0001855767571661577
derivatives,3,1,0.0001855767589569629
society,6,1,0.00018557678372052748
society,2,1,0.00018557680680587343
conflict,2,2,0.0001855770309815407
freedom,9,1,0.0001855771238359915
fed,2,1,0.00018557713278313735
movement,2,1,0.00018557713327071163
short,2,2,0.0001855771495420063
gold,2,2,0.00018557717987248204
dow_jones,9,1,0.000185577195944136
gain,6,2,0.00018557721049201176
marketing,1,1,0.00018557728104298335
holiday,1,1,0.00018557731980166099
metals,9,1,0.00018557732977083952
vermount,2,3,0.0001855774235770391
DOW_JONES,9,1,0.00018557744618277408
ohio,4,3,0.00018557745957173692
voter,5,2,0.00018557748572889892
health,4,2,0.00018557751745222777
bubble,2,2,0.00018557752132441634
movement,1,1,0.00018557765345343196
BUY_AND_HOLD,4,3,0.00018557769528554716
markets,4,3,0.00018557770196074902
winsconsin,2,3,0.00018557770607624524
vermount,8,2,0.00018557773609862208
earths,8,1,0.00018557774907356932
party,2,3,0.00018557775872561072
freedom,2,1,0.00018557777311449856
illinois,5,2,0.00018557783561970362
short,1,2,0.0001855778429218168
winsconsin,6,2,0.00018557786453153992
fine,2,2,0.00018557788743060212
travel,5,1,0.0001855779367629378
economic,1,1,0.00018557793900656882
growth,2,1,0.000185577994287082
ceo,4,1,0.00018557803365547851
companies,7,2,0.00018557805446051752
party,9,1,0.00018557822297635558
environment,3,2,0.0001855782265304213
companies,4,2,0.00018557823107743496
republican,6,2,0.00018557823725422716
leverage,7,1,0.00018557826174538388
earths,5,1,0.000185578307117864
industry,4,2,0.00018557832201657404
housing,8,2,0.0001855783608609295
development,7,2,0.00018557838798997624
vermont,9,1,0.00018557838975878137
growth,6,1,0.00018557850880580282
rich,5,1,0.00018557851223744424
unemployment,4,2,0.00018557857064030903
fond,8,1,0.00018557864955514209
served,4,3,0.00018557867004166852
portfolio,2,3,0.00018557868717231085
rare,4,2,0.00018557871078908302
blacklist,2,3,0.000185578718672647
committee,5,2,0.00018557876228483827
risk,8,2,0.00018557877030022767
crisis,2,2,0.00018557877711051837
nyse,6,2,0.0001855788404173654
train,10,1,0.00018557891697793387
returns,5,1,0.00018557903357346628
case,5,2,0.00018557904849839687
media,7,2,0.0001855790878114422
return,4,2,0.0001855791219661373
served,4,2,0.00018557912753608044
justice,5,2,0.00018557912821098724
energy,1,1,0.0001855791883200302
kitchen,3,3,0.00018557920588737129
case,2,2,0.00018557924139410474
virginia,1,1,0.0001855793025031516
consume,3,3,0.0001855793154379627
carolina,1,2,0.00018557933876234398
management,3,2,0.0001855794059069575
environment,5,1,0.0001855794146689611
restaurant,3,3,0.00018557941727413984
freedom,4,2,0.00018557942724124917
service,3,2,0.00018557944266903064
money,5,1,0.00018557946894971219
selling,1,1,0.0001855794827542283
leverage,5,1,0.0001855795056481257
