ticker,CPGX US Equity
2015-11-04,-4.0055
2015-11-05,-0.5216
2015-11-06,-1.7159
2015-11-09,-2.1339
2015-11-10,-0.9911
2015-11-11,-0.2503
2015-11-12,-2.86
2015-11-13,-1.4463
2015-11-16,5.1887
2015-11-17,-2.9397
2015-11-18,1.7454
2015-11-19,-2.7245
2015-11-20,-1.0892
2015-11-23,-1.0488
2015-11-24,2.7027
2015-11-25,-0.5676
2015-11-27,0.1038
2015-11-30,-0.6221
2015-12-01,-0.626
2015-12-02,3.8845
2015-12-03,-3.9919000000000002
2015-12-04,-1.0
2015-12-07,-4.4657
2015-12-08,1.7250999999999999
2015-12-09,6.0722
2015-12-10,-0.9799
2015-12-11,-2.3437
2015-12-14,-0.7467
2015-12-15,5.1048
2015-12-16,-0.1022
2015-12-17,0.6653
2015-12-18,-1.8302
2015-12-21,0.2071
2015-12-22,0.2584
2015-12-23,3.299
2015-12-24,0.0
2015-12-28,-0.3493
2015-12-29,-1.0015
2015-12-30,-1.4163000000000001
2015-12-31,2.6167
2016-01-04,0.5
2016-01-05,0.4478
2016-01-06,-4.9529
2016-01-07,-4.2731
2016-01-08,0.9799
2016-01-11,-3.3423
2016-01-12,-2.6212999999999997
2016-01-13,-2.6346
2016-01-14,3.0
2016-01-15,-2.3415
2016-01-19,-3.5673
2016-01-20,-2.1831
2016-01-21,3.0998
2016-01-22,6.7348
2016-01-25,-2.8169
2016-01-26,2.8986
2016-01-27,0.0
2016-01-28,1.6901000000000002
2016-01-29,2.7701000000000002
2016-02-01,-2.372
2016-02-02,-1.2147999999999999
2016-02-03,2.7949
2016-02-04,-1.0943
2016-02-05,-4.3189
2016-02-08,-3.8773
2016-02-09,-4.0939
2016-02-10,1.8205
2016-02-11,-2.0345
2016-02-12,2.4544
2016-02-16,3.317
2016-02-17,3.805
2016-02-18,0.4582
2016-02-19,-2.6226000000000003
2016-02-22,3.6885
2016-02-23,-4.2349
2016-02-24,1.7689
2016-02-25,1.854
2016-02-26,2.5028
2016-02-29,0.7214
2016-03-01,-0.3857
2016-03-02,6.4712
2016-03-03,2.961
2016-03-04,-1.0594999999999999
2016-03-07,0.6119
2016-03-08,-4.0547
2016-03-09,4.3317
2016-03-10,8.5063
2016-03-11,7.1395
2016-03-14,-0.2613
2016-03-15,0.4803
2016-03-16,-0.0435
2016-03-17,2.2174
2016-03-18,5.6572
2016-03-21,0.7246
2016-03-22,-0.1199
2016-03-23,0.12
2016-03-24,0.0799
2016-03-28,-0.0799
2016-03-29,0.1599
2016-03-30,0.2793
2016-03-31,-0.1194
2016-04-01,-0.0797
2016-04-04,0.1196
2016-04-05,-0.0398
2016-04-06,0.1195
2016-04-07,0.3183
2016-04-08,0.1587
2016-04-11,0.5149
2016-04-12,0.6698
2016-04-13,-0.3523
2016-04-14,0.0
2016-04-15,-0.1964
2016-04-18,-0.0787
2016-04-19,-0.0788
2016-04-20,0.3942
2016-04-21,0.0785
2016-04-22,0.4708
2016-04-25,-0.2343
2016-04-26,1.4873
2016-04-27,-0.7183
2016-04-28,0.0781
2016-04-29,-0.039
2016-05-02,0.039
2016-05-03,-0.3512
2016-05-04,-0.1566
2016-05-05,-0.0392
2016-05-06,-0.4708
2016-05-09,0.9854
2016-05-10,-0.3513
2016-05-11,-0.1175
2016-05-12,-0.1176
2016-05-13,0.0785
2016-05-16,0.2354
2016-05-17,-0.1957
2016-05-18,0.0392
2016-05-19,0.0784
2016-05-20,-0.0392
2016-05-23,-0.0392
2016-05-24,0.0392
2016-05-25,0.0
2016-05-26,0.2351
2016-05-27,-0.1955
2016-05-31,0.0392
2016-06-01,-0.0392
2016-06-02,0.1175
2016-06-03,-0.1956
2016-06-06,0.0
2016-06-07,0.0784
2016-06-08,0.0
2016-06-09,0.0392
2016-06-10,-0.0392
2016-06-13,-0.0392
2016-06-14,0.1176
2016-06-15,-0.274
2016-06-16,-0.0785
2016-06-17,-0.0393
2016-06-20,0.0393
2016-06-21,0.0786
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,-0.0392
2016-06-27,0.0393
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0392
