ticker,field,value
1288652D US Equity,INDUSTRY_GROUP,Insurance
1293405D UN Equity,INDUSTRY_SECTOR,Communications
1293405D UN Equity,INDUSTRY_GROUP,Media
1312089D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
1312089D UN Equity,INDUSTRY_GROUP,Food
1317355D UN Equity,INDUSTRY_SECTOR,Technology
1317355D UN Equity,INDUSTRY_GROUP,Software
1431816D UN Equity,INDUSTRY_SECTOR,Technology
1431816D UN Equity,INDUSTRY_GROUP,Semiconductors
1431816D UW Equity,INDUSTRY_SECTOR,Technology
1431816D UW Equity,INDUSTRY_GROUP,Semiconductors
1436513D UN Equity,INDUSTRY_SECTOR,Industrial
1436513D UN Equity,INDUSTRY_GROUP,Building Materials
1437355D US Equity,INDUSTRY_SECTOR,Technology
1437355D US Equity,INDUSTRY_GROUP,Software
1448062D UN Equity,INDUSTRY_SECTOR,Communications
1448062D UN Equity,INDUSTRY_GROUP,Media
1448062D UQ Equity,INDUSTRY_SECTOR,Communications
1448062D UQ Equity,INDUSTRY_GROUP,Media
1448062D UW Equity,INDUSTRY_SECTOR,Communications
1448062D UW Equity,INDUSTRY_GROUP,Media
1500785D UN Equity,INDUSTRY_SECTOR,Utilities
1500785D UN Equity,INDUSTRY_GROUP,Electric
1518855D US Equity,INDUSTRY_SECTOR,Communications
1518855D US Equity,INDUSTRY_GROUP,Internet
1519128D UA Equity,INDUSTRY_SECTOR,Technology
1519128D UA Equity,INDUSTRY_GROUP,Software
1519128D UQ Equity,INDUSTRY_SECTOR,Technology
1519128D UQ Equity,INDUSTRY_GROUP,Software
1519128D UW Equity,INDUSTRY_SECTOR,Technology
1519128D UW Equity,INDUSTRY_GROUP,Software
1520415D UN Equity,INDUSTRY_SECTOR,Financial
1520415D UN Equity,INDUSTRY_GROUP,Banks
1524867D UN Equity,INDUSTRY_SECTOR,Energy
1524867D UN Equity,INDUSTRY_GROUP,Oil&Gas Services
1528159D UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
1528159D UN Equity,INDUSTRY_GROUP,Leisure Time
1539941D UN Equity,INDUSTRY_SECTOR,Energy
1539941D UN Equity,INDUSTRY_GROUP,Pipelines
1541931D UA Equity,INDUSTRY_SECTOR,Technology
1541931D UA Equity,INDUSTRY_GROUP,Semiconductors
1541931D UQ Equity,INDUSTRY_SECTOR,Technology
1541931D UQ Equity,INDUSTRY_GROUP,Semiconductors
1541931D UW Equity,INDUSTRY_SECTOR,Technology
1541931D UW Equity,INDUSTRY_GROUP,Semiconductors
1566019D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
1566019D UN Equity,INDUSTRY_GROUP,Commercial Services
1649858D UN Equity,INDUSTRY_SECTOR,Financial
1649858D UN Equity,INDUSTRY_GROUP,Insurance
1649858D UQ Equity,INDUSTRY_SECTOR,Financial
1649858D UQ Equity,INDUSTRY_GROUP,Insurance
1649858D UW Equity,INDUSTRY_SECTOR,Financial
1649858D UW Equity,INDUSTRY_GROUP,Insurance
1654539D UN Equity,INDUSTRY_SECTOR,Communications
1654539D UN Equity,INDUSTRY_GROUP,Telecommunications
1683351D UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
1683351D UQ Equity,INDUSTRY_GROUP,Biotechnology
1683997D UQ Equity,INDUSTRY_SECTOR,Technology
1683997D UQ Equity,INDUSTRY_GROUP,Computers
1683997D UW Equity,INDUSTRY_SECTOR,Technology
1683997D UW Equity,INDUSTRY_GROUP,Computers
1684442D UN Equity,INDUSTRY_SECTOR,Industrial
1684442D UN Equity,INDUSTRY_GROUP,Miscellaneous Manufactur
1697067D UN Equity,INDUSTRY_SECTOR,Basic Materials
1697067D UN Equity,INDUSTRY_GROUP,Chemicals
1699947D US Equity,INDUSTRY_SECTOR,Industrial
1699947D US Equity,INDUSTRY_GROUP,Machinery-Diversified
1704453D UN Equity,INDUSTRY_SECTOR,Basic Materials
1704453D UN Equity,INDUSTRY_GROUP,Mining
1715651D UN Equity,INDUSTRY_SECTOR,Basic Materials
1715651D UN Equity,INDUSTRY_GROUP,Chemicals
1719868D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
1719868D UN Equity,INDUSTRY_GROUP,Healthcare-Services
1746513D UQ Equity,INDUSTRY_SECTOR,Communications
1746513D UQ Equity,INDUSTRY_GROUP,Telecommunications
1746513D UW Equity,INDUSTRY_SECTOR,Communications
1746513D UW Equity,INDUSTRY_GROUP,Telecommunications
1752754D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
1752754D UN Equity,INDUSTRY_GROUP,Beverages
1799685D UN Equity,INDUSTRY_SECTOR,Energy
1799685D UN Equity,INDUSTRY_GROUP,Oil&Gas
1806854D UN Equity,INDUSTRY_SECTOR,Technology
1806854D UN Equity,INDUSTRY_GROUP,Software
1810430D UN Equity,INDUSTRY_SECTOR,Energy
1810430D UN Equity,INDUSTRY_GROUP,Oil&Gas Services
1812212D UW Equity,INDUSTRY_SECTOR,Communications
1812212D UW Equity,INDUSTRY_GROUP,Internet
1822785D UN Equity,INDUSTRY_SECTOR,Financial
1822785D UN Equity,INDUSTRY_GROUP,Banks
1825471D UN Equity,INDUSTRY_SECTOR,Basic Materials
1825471D UN Equity,INDUSTRY_GROUP,Forest Products&Paper
1831877D UN Equity,INDUSTRY_SECTOR,Financial
1831877D UN Equity,INDUSTRY_GROUP,Insurance
1831877D US Equity,INDUSTRY_SECTOR,Financial
1831877D US Equity,INDUSTRY_GROUP,Insurance
1837572D UN Equity,INDUSTRY_SECTOR,Communications
1837572D UN Equity,INDUSTRY_GROUP,Telecommunications
1844053D US Equity,INDUSTRY_SECTOR,Financial
1844053D US Equity,INDUSTRY_GROUP,REITS
1856613D UN Equity,INDUSTRY_SECTOR,Basic Materials
1856613D UN Equity,INDUSTRY_GROUP,Chemicals
1858968D UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
1858968D UN Equity,INDUSTRY_GROUP,Pharmaceuticals
2307532Q UQ Equity,INDUSTRY_SECTOR,Industrial
2307532Q UQ Equity,INDUSTRY_GROUP,Electrical Compo&Equip
2307532Q UW Equity,INDUSTRY_SECTOR,Industrial
2307532Q UW Equity,INDUSTRY_GROUP,Electrical Compo&Equip
2641504Q UN Equity,INDUSTRY_SECTOR,Industrial
2641504Q UN Equity,INDUSTRY_GROUP,Electronics
2676187Q UQ Equity,INDUSTRY_SECTOR,Financial
2676187Q UQ Equity,INDUSTRY_GROUP,Banks
2727195Q UN Equity,INDUSTRY_SECTOR,Financial
2727195Q UN Equity,INDUSTRY_GROUP,Diversified Finan Serv
2942331Q UN Equity,INDUSTRY_SECTOR,Financial
2942331Q UN Equity,INDUSTRY_GROUP,Diversified Finan Serv
2968900Q UN Equity,INDUSTRY_SECTOR,Communications
2968900Q UN Equity,INDUSTRY_GROUP,Media
297504Q UN Equity,INDUSTRY_SECTOR,Industrial
297504Q UN Equity,INDUSTRY_GROUP,Aerospace/Defense
2987536Q UN Equity,INDUSTRY_SECTOR,Industrial
2987536Q UN Equity,INDUSTRY_GROUP,Electronics
2999130Q UN Equity,INDUSTRY_SECTOR,Basic Materials
2999130Q UN Equity,INDUSTRY_GROUP,Chemicals
3022239Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
3022239Q UN Equity,INDUSTRY_GROUP,Retail
3026360Q UN Equity,INDUSTRY_SECTOR,Communications
3026360Q UN Equity,INDUSTRY_GROUP,Telecommunications
3029830Q UQ Equity,INDUSTRY_SECTOR,Technology
3029830Q UQ Equity,INDUSTRY_GROUP,Software
3080867Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
3080867Q UN Equity,INDUSTRY_GROUP,Home Furnishings
3133754Q UN Equity,INDUSTRY_SECTOR,Financial
3133754Q UN Equity,INDUSTRY_GROUP,Banks
3153670Q UQ Equity,INDUSTRY_SECTOR,Technology
3153670Q UQ Equity,INDUSTRY_GROUP,Software
3286728Q UN Equity,INDUSTRY_SECTOR,Industrial
3286728Q UN Equity,INDUSTRY_GROUP,Electronics
3362726Q UN Equity,INDUSTRY_SECTOR,Financial
3362726Q UN Equity,INDUSTRY_GROUP,Real Estate
3393199Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
3393199Q UN Equity,INDUSTRY_GROUP,Beverages
3403545Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
3403545Q UN Equity,INDUSTRY_GROUP,Retail
3414924Q US Equity,INDUSTRY_SECTOR,Communications
3414924Q US Equity,INDUSTRY_GROUP,Telecommunications
3423152Q UN Equity,INDUSTRY_SECTOR,Technology
3423152Q UN Equity,INDUSTRY_GROUP,Computers
3517233Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
3517233Q UN Equity,INDUSTRY_GROUP,Agriculture
355488Q UN Equity,INDUSTRY_SECTOR,Financial
355488Q UN Equity,INDUSTRY_GROUP,Banks
3605818Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
3605818Q UN Equity,INDUSTRY_GROUP,Healthcare-Services
3621240Q UN Equity,INDUSTRY_SECTOR,Financial
3621240Q UN Equity,INDUSTRY_GROUP,Banks
3692470Q UN Equity,INDUSTRY_SECTOR,Communications
3692470Q UN Equity,INDUSTRY_GROUP,Telecommunications
4621824Q UN Equity,INDUSTRY_SECTOR,Energy
4621824Q UN Equity,INDUSTRY_GROUP,Pipelines
502466Q US Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
502466Q US Equity,INDUSTRY_GROUP,Healthcare-Services
519239Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
519239Q UN Equity,INDUSTRY_GROUP,Commercial Services
519239Q UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
519239Q UQ Equity,INDUSTRY_GROUP,Commercial Services
5656565D UN Equity,INDUSTRY_SECTOR,Industrial
5656565D UN Equity,INDUSTRY_GROUP,Building Materials
605018Q UN Equity,INDUSTRY_SECTOR,Financial
605018Q UN Equity,INDUSTRY_GROUP,Banks
605555Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
605555Q UN Equity,INDUSTRY_GROUP,Retail
653707Q UN Equity,INDUSTRY_SECTOR,Communications
653707Q UN Equity,INDUSTRY_GROUP,Telecommunications
723588Q UN Equity,INDUSTRY_SECTOR,Basic Materials
723588Q UN Equity,INDUSTRY_GROUP,Chemicals
748957Q UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
748957Q UN Equity,INDUSTRY_GROUP,Pharmaceuticals
764144Q UN Equity,INDUSTRY_SECTOR,Technology
764144Q UN Equity,INDUSTRY_GROUP,Computers
8206908Q UQ Equity,INDUSTRY_SECTOR,Financial
8206908Q UQ Equity,INDUSTRY_GROUP,Banks
8206908Q UW Equity,INDUSTRY_SECTOR,Financial
8206908Q UW Equity,INDUSTRY_GROUP,Banks
8277831Q UN Equity,INDUSTRY_SECTOR,Technology
8277831Q UN Equity,INDUSTRY_GROUP,Computers
8394653Q UN Equity,INDUSTRY_SECTOR,Financial
8394653Q UN Equity,INDUSTRY_GROUP,REITS
929530Q UN Equity,INDUSTRY_SECTOR,Energy
929530Q UN Equity,INDUSTRY_GROUP,Oil&Gas
945852Q UN Equity,INDUSTRY_SECTOR,Communications
945852Q UN Equity,INDUSTRY_GROUP,Telecommunications
987200Q UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
987200Q UN Equity,INDUSTRY_GROUP,Retail
9876544D UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
9876544D UN Equity,INDUSTRY_GROUP,Entertainment
9876549D UN Equity,INDUSTRY_SECTOR,Communications
9876549D UN Equity,INDUSTRY_GROUP,Media
9876566D UN Equity,INDUSTRY_SECTOR,Financial
9876566D UN Equity,INDUSTRY_GROUP,Insurance
9995522D UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
9995522D UN Equity,INDUSTRY_GROUP,Retail
A UN Equity,INDUSTRY_SECTOR,Industrial
A UN Equity,INDUSTRY_GROUP,Electronics
AA UN Equity,INDUSTRY_SECTOR,Basic Materials
AA UN Equity,INDUSTRY_GROUP,Mining
AAL UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
AAL UW Equity,INDUSTRY_GROUP,Airlines
AAMRQ UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
AAMRQ UN Equity,INDUSTRY_GROUP,Airlines
AAP UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
AAP UN Equity,INDUSTRY_GROUP,Retail
AAPL UQ Equity,INDUSTRY_SECTOR,Technology
AAPL UQ Equity,INDUSTRY_GROUP,Computers
AAPL UW Equity,INDUSTRY_SECTOR,Technology
AAPL UW Equity,INDUSTRY_GROUP,Computers
ABBV UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ABBV UN Equity,INDUSTRY_GROUP,Pharmaceuticals
ABC UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ABC UN Equity,INDUSTRY_GROUP,Pharmaceuticals
ABKFQ UN Equity,INDUSTRY_SECTOR,Financial
ABKFQ UN Equity,INDUSTRY_GROUP,Insurance
ABMD UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ABMD UW Equity,INDUSTRY_GROUP,Healthcare-Products
ABT UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ABT UN Equity,INDUSTRY_GROUP,Healthcare-Products
ACAS UW Equity,INDUSTRY_SECTOR,Financial
ACAS UW Equity,INDUSTRY_GROUP,Investment Companies
ACN UN Equity,INDUSTRY_SECTOR,Technology
ACN UN Equity,INDUSTRY_GROUP,Computers
ADBE UQ Equity,INDUSTRY_SECTOR,Technology
ADBE UQ Equity,INDUSTRY_GROUP,Software
ADBE UW Equity,INDUSTRY_SECTOR,Technology
ADBE UW Equity,INDUSTRY_GROUP,Software
ADI UN Equity,INDUSTRY_SECTOR,Technology
ADI UN Equity,INDUSTRY_GROUP,Semiconductors
ADI UW Equity,INDUSTRY_SECTOR,Technology
ADI UW Equity,INDUSTRY_GROUP,Semiconductors
ADM UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ADM UN Equity,INDUSTRY_GROUP,Agriculture
ADNT UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
ADNT UN Equity,INDUSTRY_GROUP,Auto Parts&Equipment
ADP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ADP UN Equity,INDUSTRY_GROUP,Commercial Services
ADP UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ADP UW Equity,INDUSTRY_GROUP,Commercial Services
ADS UN Equity,INDUSTRY_SECTOR,Financial
ADS UN Equity,INDUSTRY_GROUP,Diversified Finan Serv
ADSK UQ Equity,INDUSTRY_SECTOR,Technology
ADSK UQ Equity,INDUSTRY_GROUP,Software
ADSK UW Equity,INDUSTRY_SECTOR,Technology
ADSK UW Equity,INDUSTRY_GROUP,Software
AEE UN Equity,INDUSTRY_SECTOR,Utilities
AEE UN Equity,INDUSTRY_GROUP,Electric
AEP UN Equity,INDUSTRY_SECTOR,Utilities
AEP UN Equity,INDUSTRY_GROUP,Electric
AEP UW Equity,INDUSTRY_SECTOR,Utilities
AEP UW Equity,INDUSTRY_GROUP,Electric
AES UN Equity,INDUSTRY_SECTOR,Utilities
AES UN Equity,INDUSTRY_GROUP,Electric
AET UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
AET UN Equity,INDUSTRY_GROUP,Healthcare-Services
AFL UN Equity,INDUSTRY_SECTOR,Financial
AFL UN Equity,INDUSTRY_GROUP,Insurance
AGN UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
AGN UN Equity,INDUSTRY_GROUP,Pharmaceuticals
AIG UN Equity,INDUSTRY_SECTOR,Financial
AIG UN Equity,INDUSTRY_GROUP,Insurance
AIRC UN Equity,INDUSTRY_SECTOR,Financial
AIRC UN Equity,INDUSTRY_GROUP,REITS
AIV UN Equity,INDUSTRY_SECTOR,Financial
AIV UN Equity,INDUSTRY_GROUP,REITS
AIZ UN Equity,INDUSTRY_SECTOR,Financial
AIZ UN Equity,INDUSTRY_GROUP,Insurance
AJG UN Equity,INDUSTRY_SECTOR,Financial
AJG UN Equity,INDUSTRY_GROUP,Insurance
AKAM UW Equity,INDUSTRY_SECTOR,Technology
AKAM UW Equity,INDUSTRY_GROUP,Software
AKS UN Equity,INDUSTRY_SECTOR,Basic Materials
AKS UN Equity,INDUSTRY_GROUP,Iron/Steel
ALB UN Equity,INDUSTRY_SECTOR,Basic Materials
ALB UN Equity,INDUSTRY_GROUP,Chemicals
ALGN UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ALGN UW Equity,INDUSTRY_GROUP,Healthcare-Products
ALK UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
ALK UN Equity,INDUSTRY_GROUP,Airlines
ALL UN Equity,INDUSTRY_SECTOR,Financial
ALL UN Equity,INDUSTRY_GROUP,Insurance
ALLE UN Equity,INDUSTRY_SECTOR,Industrial
ALLE UN Equity,INDUSTRY_GROUP,Electronics
ALXN UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ALXN UW Equity,INDUSTRY_GROUP,Biotechnology
AMAT UQ Equity,INDUSTRY_SECTOR,Technology
AMAT UQ Equity,INDUSTRY_GROUP,Semiconductors
AMAT UW Equity,INDUSTRY_SECTOR,Technology
AMAT UW Equity,INDUSTRY_GROUP,Semiconductors
AMCC UQ Equity,INDUSTRY_SECTOR,Technology
AMCC UQ Equity,INDUSTRY_GROUP,Semiconductors
AMCR UN Equity,INDUSTRY_SECTOR,Industrial
AMCR UN Equity,INDUSTRY_GROUP,Packaging&Containers
AMD UN Equity,INDUSTRY_SECTOR,Technology
AMD UN Equity,INDUSTRY_GROUP,Semiconductors
AMD UR Equity,INDUSTRY_SECTOR,Technology
AMD UR Equity,INDUSTRY_GROUP,Semiconductors
AMD UW Equity,INDUSTRY_SECTOR,Technology
AMD UW Equity,INDUSTRY_GROUP,Semiconductors
AME UN Equity,INDUSTRY_SECTOR,Industrial
AME UN Equity,INDUSTRY_GROUP,Electrical Compo&Equip
AMG UN Equity,INDUSTRY_SECTOR,Financial
AMG UN Equity,INDUSTRY_GROUP,Diversified Finan Serv
AMGN UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
AMGN UQ Equity,INDUSTRY_GROUP,Biotechnology
AMGN UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
AMGN UW Equity,INDUSTRY_GROUP,Biotechnology
AMP UN Equity,INDUSTRY_SECTOR,Financial
AMP UN Equity,INDUSTRY_GROUP,Diversified Finan Serv
AMT UN Equity,INDUSTRY_SECTOR,Financial
AMT UN Equity,INDUSTRY_GROUP,REITS
AMZN UQ Equity,INDUSTRY_SECTOR,Communications
AMZN UQ Equity,INDUSTRY_GROUP,Internet
AMZN UW Equity,INDUSTRY_SECTOR,Communications
AMZN UW Equity,INDUSTRY_GROUP,Internet
AN UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
AN UN Equity,INDUSTRY_GROUP,Retail
ANDV UN Equity,INDUSTRY_SECTOR,Energy
ANDV UN Equity,INDUSTRY_GROUP,Oil&Gas
ANDV US Equity,INDUSTRY_SECTOR,Energy
ANDV US Equity,INDUSTRY_GROUP,Oil&Gas
ANDW UQ Equity,INDUSTRY_SECTOR,Communications
ANDW UQ Equity,INDUSTRY_GROUP,Telecommunications
ANDW UW Equity,INDUSTRY_SECTOR,Communications
ANDW UW Equity,INDUSTRY_GROUP,Telecommunications
ANET UN Equity,INDUSTRY_SECTOR,Communications
ANET UN Equity,INDUSTRY_GROUP,Telecommunications
ANF UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
ANF UN Equity,INDUSTRY_GROUP,Retail
ANRZQ UN Equity,INDUSTRY_SECTOR,Energy
ANRZQ UN Equity,INDUSTRY_GROUP,Coal
ANSS UW Equity,INDUSTRY_SECTOR,Technology
ANSS UW Equity,INDUSTRY_GROUP,Software
ANTM UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ANTM UN Equity,INDUSTRY_GROUP,Healthcare-Services
AON UN Equity,INDUSTRY_SECTOR,Financial
AON UN Equity,INDUSTRY_GROUP,Insurance
AOS UN Equity,INDUSTRY_SECTOR,Industrial
AOS UN Equity,INDUSTRY_GROUP,Miscellaneous Manufactur
APA UN Equity,INDUSTRY_SECTOR,Energy
APA UN Equity,INDUSTRY_GROUP,Oil&Gas
APA UW Equity,INDUSTRY_SECTOR,Energy
APA UW Equity,INDUSTRY_GROUP,Oil&Gas
APC UN Equity,INDUSTRY_SECTOR,Energy
APC UN Equity,INDUSTRY_GROUP,Oil&Gas
APD UN Equity,INDUSTRY_SECTOR,Basic Materials
APD UN Equity,INDUSTRY_GROUP,Chemicals
APH UN Equity,INDUSTRY_SECTOR,Industrial
APH UN Equity,INDUSTRY_GROUP,Electronics
APOL UQ Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
APOL UQ Equity,INDUSTRY_GROUP,Commercial Services
APOL UW Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
APOL UW Equity,INDUSTRY_GROUP,Commercial Services
APTV UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
APTV UN Equity,INDUSTRY_GROUP,Auto Parts&Equipment
ARE UN Equity,INDUSTRY_SECTOR,Financial
ARE UN Equity,INDUSTRY_GROUP,REITS
ARG UN Equity,INDUSTRY_SECTOR,Basic Materials
ARG UN Equity,INDUSTRY_GROUP,Chemicals
ARNC UN Equity,INDUSTRY_SECTOR,Basic Materials
ARNC UN Equity,INDUSTRY_GROUP,Mining
ASH UN Equity,INDUSTRY_SECTOR,Basic Materials
ASH UN Equity,INDUSTRY_GROUP,Chemicals
ASIX UN Equity,INDUSTRY_SECTOR,Basic Materials
ASIX UN Equity,INDUSTRY_GROUP,Chemicals
ATGE UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
ATGE UN Equity,INDUSTRY_GROUP,Commercial Services
ATI UN Equity,INDUSTRY_SECTOR,Basic Materials
ATI UN Equity,INDUSTRY_GROUP,Iron/Steel
ATO UN Equity,INDUSTRY_SECTOR,Utilities
ATO UN Equity,INDUSTRY_GROUP,Gas
ATVI UW Equity,INDUSTRY_SECTOR,Technology
ATVI UW Equity,INDUSTRY_GROUP,Software
AVB UN Equity,INDUSTRY_SECTOR,Financial
AVB UN Equity,INDUSTRY_GROUP,REITS
AVGO UW Equity,INDUSTRY_SECTOR,Technology
AVGO UW Equity,INDUSTRY_GROUP,Semiconductors
AVP UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
AVP UN Equity,INDUSTRY_GROUP,Cosmetics/Personal Care
AVY UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
AVY UN Equity,INDUSTRY_GROUP,Household Products/Wares
AW UN Equity,INDUSTRY_SECTOR,Industrial
AW UN Equity,INDUSTRY_GROUP,Environmental Control
AWE UN Equity,INDUSTRY_SECTOR,Communications
AWE UN Equity,INDUSTRY_GROUP,Telecommunications
AWK UN Equity,INDUSTRY_SECTOR,Utilities
AWK UN Equity,INDUSTRY_GROUP,Water
AXP UN Equity,INDUSTRY_SECTOR,Financial
AXP UN Equity,INDUSTRY_GROUP,Diversified Finan Serv
AYE UN Equity,INDUSTRY_SECTOR,Utilities
AYE UN Equity,INDUSTRY_GROUP,Electric
AYI UN Equity,INDUSTRY_SECTOR,Industrial
AYI UN Equity,INDUSTRY_GROUP,Electrical Compo&Equip
AZO UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
AZO UN Equity,INDUSTRY_GROUP,Retail
BA UN Equity,INDUSTRY_SECTOR,Industrial
BA UN Equity,INDUSTRY_GROUP,Aerospace/Defense
BAC UN Equity,INDUSTRY_SECTOR,Financial
BAC UN Equity,INDUSTRY_GROUP,Banks
BAX UN Equity,INDUSTRY_SECTOR,"Consumer, Non-cyclical"
BAX UN Equity,INDUSTRY_GROUP,Healthcare-Products
BBBY UQ Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
BBBY UQ Equity,INDUSTRY_GROUP,Retail
BBBY UW Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
BBBY UW Equity,INDUSTRY_GROUP,Retail
BBY UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
BBY UN Equity,INDUSTRY_GROUP,Retail
BC UN Equity,INDUSTRY_SECTOR,"Consumer, Cyclical"
BC UN Equity,INDUSTRY_GROUP,Leisure Time
